x,y,cluster,income_decile
-2.9928708,20.931334,2,3.0
36.983376,2.7884316,2,10.0
-55.687157,4.246526,1,2.0
35.978245,-25.941236,2,7.0
-9.3840885,41.998596,1,2.0
13.623549,0.87381077,3,9.0
13.711013,16.033415,2,7.0
13.32992,17.08558,2,5.0
6.642753,21.761112,3,4.0
32.270824,-30.038692,3,6.0
33.41132,15.2719555,3,6.0
20.22935,6.779355,3,8.0
18.641209,55.95734,1,3.0
-36.959354,44.870674,1,8.0
1.5385225,-9.363062,2,6.0
54.811314,-38.041325,5,9.0
-0.62130004,-9.638115,2,9.0
20.044859,6.719179,3,8.0
-35.721127,-31.907713,4,2.0
-26.883457,-26.89044,2,3.0
-51.94971,37.03032,1,2.0
2.9767118,-3.997006,2,7.0
5.427805,0.15843207,2,6.0
56.96297,-37.218803,5,3.0
4.08723,-4.306426,2,9.0
-30.008741,-27.376116,2,1.0
2.9878654,1.4219502,1,1.0
1.2619395,52.591167,1,4.0
-32.735394,-27.694532,3,10.0
-32.43471,-27.646254,4,5.0
-36.356426,33.642624,1,1.0
-27.020357,-28.838552,2,9.0
63.768764,38.934906,0,7.0
-46.58025,-32.95231,4,5.0
15.68289,-24.537289,3,3.0
28.904305,48.438732,1,1.0
9.337895,-82.12346,4,1.0
18.797491,-30.18517,3,10.0
35.714302,-13.642787,3,6.0
9.3009,-82.21173,4,1.0
8.49907,-81.16275,4,2.0
-44.14636,47.475655,1,3.0
-19.895514,33.524918,1,5.0
38.65236,-17.283258,1,4.0
10.119473,-82.13172,4,5.0
-35.30338,-30.70066,4,6.0
0.027930077,-34.253086,3,8.0
-52.584965,-31.97828,4,3.0
55.285797,-42.735252,5,7.0
-37.017155,32.303715,1,1.0
53.279,-37.705036,5,10.0
13.159526,-36.49396,3,1.0
56.754307,-42.123703,5,3.0
-24.680876,-45.08338,4,6.0
-49.301544,-35.168694,4,3.0
-54.88189,-36.816605,4,3.0
-17.717667,-30.876629,1,4.0
-47.398533,-40.820065,4,2.0
6.908224,-29.658415,1,4.0
-16.277647,-27.468472,1,2.0
-31.71892,12.710223,1,3.0
48.972317,-22.975645,3,8.0
-20.311756,11.123566,1,1.0
-12.18621,-61.86358,1,1.0
