x,y,cluster,income_decile
-40.926785,-40.398426,4,4.0
36.282955,-6.099811,3,5.0
-1.4695356,8.893009,3,2.0
38.536766,10.726901,3,7.0
0.9272223,24.015375,3,3.0
21.763384,-15.601156,1,2.0
12.629308,45.45371,3,8.0
-41.33957,-44.882053,4,8.0
-40.855247,22.630795,1,7.0
-48.02659,-33.91699,4,5.0
-36.238514,-6.031822,1,7.0
-41.612553,-6.480348,1,5.0
-37.63986,-3.7414393,1,4.0
-17.01986,12.176296,1,5.0
-29.936392,0.06610762,1,6.0
-35.230206,-6.092807,3,5.0
-16.066286,-27.15528,1,1.0
43.586597,13.357497,1,5.0
52.271465,-24.415207,4,5.0
-0.61303794,-26.563618,3,10.0
-11.842127,-20.42068,1,6.0
-1.793909,-20.559448,1,6.0
-6.079632,-21.708591,1,6.0
12.386949,28.73237,3,5.0
-35.74573,-29.306746,4,4.0
25.390802,-5.4663553,3,6.0
0.96783847,-35.252922,3,6.0
-6.726097,-43.517628,1,2.0
-6.6077476,-43.532475,1,4.0
-5.8930335,-49.496517,3,4.0
-10.849331,-53.68859,1,3.0
-25.560223,-48.89444,4,1.0
-6.454845,-43.959835,1,3.0
-27.132645,-49.34365,4,5.0
6.4789734,-38.77344,3,7.0
28.65443,-60.759304,1,1.0
10.293588,-33.260242,1,2.0
15.187241,-35.29298,3,5.0
-0.9114476,-30.482113,1,4.0
-26.89267,-44.6881,4,4.0
0.6835277,-31.513666,1,4.0
-3.2401698,-33.700512,1,2.0
3.135569,-75.52453,1,4.0
10.276714,-39.41671,1,3.0
-2.6666129,-41.307087,3,7.0
-48.45665,-15.856171,4,1.0
10.047974,-40.49928,3,2.0
-0.6226483,-40.147766,3,4.0
51.029163,-38.54863,5,10.0
-24.308716,-47.78258,4,4.0
-12.44065,-37.211796,1,2.0
-23.88422,-47.359253,4,3.0
57.225853,36.442123,0,9.0
21.576565,25.939772,3,10.0
-33.566494,0.8067748,3,10.0
31.292725,-21.800007,1,8.0
-27.689178,52.166958,1,9.0
49.212994,15.017522,3,9.0
-40.28152,-7.282463,1,5.0
-40.747944,52.18178,1,4.0
28.399328,41.62861,3,7.0
25.73397,21.956131,1,7.0
24.6651,-50.932285,3,10.0
-10.429669,19.440037,1,1.0
-23.216444,51.225414,1,3.0
55.153137,-39.32615,5,9.0
-20.387503,52.903114,1,6.0
-22.195332,20.13247,1,6.0
52.555477,-22.74759,3,8.0
59.847885,39.82698,0,8.0
-41.577366,48.190945,1,5.0
14.94665,49.21829,3,9.0
-8.854045,37.100994,1,3.0
-19.516148,53.78861,3,9.0
-25.589125,50.648342,1,2.0
52.614803,-22.322504,3,7.0
13.848568,12.715178,3,6.0
4.0774717,41.84701,3,8.0
-4.951575,7.906445,3,7.0
5.976954,16.905577,3,6.0
12.029691,-11.574135,3,10.0
-7.1887255,-5.0853834,1,1.0
-45.034428,24.064777,1,1.0
-2.1524622,-25.85715,3,7.0
-36.51965,47.148926,1,3.0
2.5899348,-11.13616,2,4.0
-3.5622535,-9.097303,2,6.0
-21.941977,-3.2623239,3,7.0
-36.460403,47.139282,1,6.0
10.13465,14.833679,3,8.0
3.8435276,18.381052,3,8.0
25.351366,36.99533,3,6.0
-24.70331,21.243956,3,9.0
50.02175,8.093767,3,6.0
26.841778,31.634058,3,9.0
-36.7346,-37.35313,4,6.0
-30.359407,-6.9525146,1,7.0
-47.72613,30.177614,1,1.0
-22.560316,-40.206615,4,4.0
18.641054,36.1964,3,5.0
7.357162,-77.59772,1,3.0
45.280994,-8.571967,3,3.0
28.992113,17.868238,3,6.0
19.72549,37.185043,3,2.0
36.716324,22.350023,3,7.0
25.979801,8.077144,3,6.0
7.2523,-77.7206,1,5.0
41.23712,9.945604,3,10.0
10.701303,-74.00154,3,7.0
-40.706383,44.422806,1,3.0
42.29483,14.144448,3,10.0
-22.223375,33.191517,1,3.0
13.743045,-0.06333259,3,10.0
34.63783,-23.822472,3,9.0
-43.130505,-18.342554,4,9.0
3.5497139,34.80517,3,5.0
-54.219673,-38.431747,4,3.0
-26.04013,-12.713771,3,10.0
37.019775,-4.6435385,3,8.0
10.463923,-82.11733,4,5.0
38.218678,-4.475997,3,9.0
27.666822,13.453511,3,7.0
65.28688,34.501606,0,9.0
-22.961212,49.624676,1,6.0
-21.532742,-8.57252,3,10.0
29.414274,-57.5609,1,1.0
22.619131,11.165481,3,7.0
32.314613,-52.00314,3,9.0
45.762108,14.744109,3,7.0
-1.3508531,10.368214,3,1.0
11.013973,-76.646545,4,10.0
-9.627099,17.359837,1,4.0
-1.1077445,31.612232,1,9.0
-56.508945,39.80594,1,4.0
2.2882462,18.983688,3,7.0
-39.462547,-37.523808,4,5.0
-43.337067,-44.94793,4,6.0
-2.7566025,33.468323,1,2.0
38.026844,-12.495381,3,8.0
48.859142,-2.6100328,3,9.0
-3.982182,13.573414,3,5.0
44.424397,2.8556437,3,5.0
-5.667173,11.104247,3,6.0
18.359333,31.747332,3,8.0
-1.5524441,33.44014,1,3.0
-54.149624,-46.470657,4,3.0
54.046875,-39.01867,5,10.0
28.447357,4.567894,3,8.0
-28.285904,40.082306,3,5.0
-66.88745,11.180418,1,3.0
13.48933,54.84097,1,6.0
16.511068,58.48852,1,5.0
-0.49038082,52.585163,1,5.0
12.329311,50.89136,1,4.0
-39.8957,-8.491208,1,8.0
62.685074,38.513695,0,6.0
-6.113571,15.936583,3,7.0
13.637428,40.879154,1,6.0
-52.787712,-45.119747,4,9.0
-50.886814,-42.567272,4,4.0
63.573906,37.100456,0,9.0
53.162056,-23.20956,3,9.0
12.0722275,38.837658,3,9.0
13.843593,35.9614,3,8.0
52.183926,-19.437963,3,9.0
0.84851253,32.840195,3,9.0
-1.654117,31.175728,1,9.0
9.332384,-79.74655,4,1.0
-0.3276337,33.64718,1,7.0
11.804906,41.21075,3,8.0
-28.122736,-37.283596,3,10.0
11.714622,28.22938,3,9.0
55.8161,-50.309456,5,3.0
52.50834,-40.64244,5,10.0
12.704174,-77.0525,4,10.0
-46.469666,-30.564207,4,3.0
5.4276814,-76.45194,1,2.0
11.449746,-15.717076,3,10.0
54.29045,-40.137466,5,9.0
-24.193626,45.207386,1,3.0
-31.84571,26.935293,1,4.0
-35.38079,42.447796,1,2.0
40.93712,-14.075526,3,9.0
-55.137226,-41.035896,4,4.0
-31.559721,29.159996,1,2.0
37.917095,-16.342958,3,4.0
10.063243,-29.165627,3,8.0
41.202892,-12.96115,3,8.0
-55.265957,-40.85277,4,2.0
-36.993633,40.185078,1,2.0
39.649914,-15.862138,3,8.0
38.238304,-16.671463,3,5.0
28.345787,-18.866594,1,6.0
27.831633,-18.873577,1,4.0
40.132187,-16.991005,3,6.0
-33.568768,28.822203,1,3.0
-24.407364,45.057064,1,3.0
-9.201295,-57.11997,2,4.0
57.19237,33.28866,0,8.0
-4.4152703,-56.82477,3,3.0
-4.574288,-59.25519,3,10.0
-10.164524,-60.82288,1,4.0
-15.643559,-55.896866,4,5.0
-12.675636,-60.09308,1,1.0
-6.5123763,-58.44823,3,2.0
-7.1394954,-58.66841,3,5.0
33.475822,-26.562925,3,8.0
-31.263517,13.587747,1,3.0
-0.69678617,20.233934,3,8.0
35.641026,-25.539845,3,7.0
10.448627,-27.093258,3,7.0
35.968784,21.744743,3,6.0
64.74338,-4.554213,2,10.0
-12.326664,-34.78112,1,1.0
-57.6619,30.199331,1,2.0
-41.09993,52.429295,1,3.0
-43.746716,-2.7012315,1,4.0
-41.497753,51.72417,1,2.0
0.5416769,21.340204,3,7.0
-36.244473,33.351677,1,1.0
-40.919594,44.144417,1,5.0
-45.034985,-22.383839,4,5.0
-47.853027,-31.931732,4,6.0
-41.975582,45.247417,1,3.0
-42.511486,-31.39416,4,7.0
46.94721,14.681705,3,4.0
8.188763,24.725075,1,4.0
-8.737199,7.8552365,1,2.0
22.052761,37.723103,3,7.0
47.093178,14.025037,3,5.0
24.19819,44.01642,1,6.0
-2.883165,38.601486,3,6.0
-40.74153,48.09828,1,7.0
16.212362,52.47556,1,6.0
-6.8805656,16.187784,3,9.0
60.011948,40.964043,0,5.0
0.11233635,19.792377,3,9.0
-37.32196,52.605324,1,5.0
32.133327,-9.955687,3,9.0
34.64519,15.292713,3,9.0
33.998062,17.225243,1,7.0
-50.03208,31.904312,1,6.0
8.290903,0.20235303,2,9.0
65.7473,-7.522885,2,1.0
-49.359734,-36.690582,4,2.0
60.933254,-4.5177116,2,5.0
-49.40135,24.929373,1,2.0
60.559917,-5.9742703,2,4.0
62.882946,-9.725352,2,1.0
58.00224,-5.6859684,2,4.0
64.46382,-8.788334,2,8.0
-38.189384,3.5160608,1,6.0
-3.902988,52.873863,1,6.0
29.944307,22.372097,1,6.0
36.11241,23.65309,3,8.0
18.197203,48.72716,1,1.0
42.98092,-16.098642,3,3.0
5.2822146,22.760876,1,4.0
16.089808,51.458233,3,6.0
25.632616,-5.797806,3,1.0
25.86701,-8.1071205,3,8.0
-16.888992,7.668239,1,1.0
46.012722,4.5252886,3,10.0
-36.928806,-9.993175,1,4.0
-31.63887,18.210102,1,4.0
-26.684103,18.372084,1,5.0
-30.460148,-9.926969,1,1.0
28.174128,45.792923,1,3.0
-1.7226659,24.598269,1,6.0
-62.270863,15.527263,1,6.0
-48.04967,-49.858315,4,4.0
34.771694,-12.264521,3,5.0
30.810661,8.244922,3,9.0
5.868052,5.565731,1,5.0
18.657528,4.679005,3,7.0
30.361229,11.287506,3,7.0
5.9269896,5.5483313,1,6.0
-47.958626,-49.879982,4,4.0
1.2335197,-4.252349,2,7.0
4.2065177,-1.7163357,2,1.0
1.6753895,-2.917313,2,1.0
1.5643451,-0.10341965,2,7.0
-1.0241026,-15.105419,1,4.0
5.1324244,-3.6811638,2,9.0
56.87002,-40.052517,5,5.0
3.8265233,-6.7545385,2,9.0
5.784718,-7.178192,2,8.0
-16.830763,-60.596302,2,4.0
-16.79366,-60.58927,2,7.0
-14.457422,-58.474472,1,6.0
-4.5472155,-57.000294,3,7.0
-4.9899745,-57.503277,3,9.0
-15.834287,-57.66143,4,6.0
-14.011578,-58.367958,1,5.0
-14.708535,-58.65061,1,4.0
-14.83622,-58.272995,1,6.0
-22.624634,31.666302,1,4.0
18.184402,-30.218891,3,8.0
-33.485874,11.804413,1,2.0
-34.163555,32.318108,1,1.0
7.6970186,-84.08346,4,1.0
9.714611,-82.50885,4,2.0
10.057575,-82.11573,4,3.0
17.991945,-30.173151,3,8.0
9.2000265,-82.42841,4,1.0
25.989857,-53.020298,4,8.0
-5.275258,-32.78599,1,4.0
-8.220059,-52.86252,1,5.0
58.309204,-43.797745,5,6.0
-15.459029,-52.741283,4,8.0
-27.862206,-43.463726,4,6.0
-8.500883,-53.539047,1,1.0
-15.691502,-52.583828,4,5.0
-22.270319,-39.81129,4,6.0
-37.444813,21.208775,1,2.0
40.8257,19.988167,3,7.0
-39.660942,20.891146,1,1.0
-22.174994,4.7063704,1,2.0
15.78529,33.73815,3,4.0
-54.76435,5.294066,1,3.0
-54.046654,35.418697,1,1.0
-61.981663,12.206995,1,3.0
16.806578,46.477394,1,1.0
-37.67233,-36.32499,4,3.0
3.1857154,34.422596,3,7.0
10.24754,44.807274,3,9.0
28.215326,13.3341675,3,6.0
-58.07556,39.54037,1,2.0
-60.752865,30.476982,1,3.0
11.617778,-80.107666,4,2.0
-62.512604,12.523088,1,1.0
27.934353,36.78305,3,7.0
-28.340357,18.093637,1,4.0
66.49495,36.283253,0,1.0
-30.013216,27.6355,1,1.0
-45.25257,-35.497875,4,5.0
63.48943,41.23152,0,1.0
-41.624184,-34.499363,4,2.0
-46.849686,-35.55742,4,2.0
-44.315186,-36.517437,4,4.0
-38.63762,-33.303604,4,9.0
54.982243,-8.240387,3,6.0
-44.902992,-40.30867,4,2.0
0.81402254,23.454344,3,7.0
42.775146,-2.4703033,3,9.0
34.69211,20.502478,1,5.0
9.007116,37.150246,3,9.0
30.639742,11.669066,3,1.0
37.755272,-14.521474,3,8.0
30.397251,-8.426211,3,8.0
33.003414,-25.247204,3,8.0
21.176338,44.301605,1,3.0
-4.76378,6.6009808,3,6.0
-31.147911,29.786776,1,7.0
40.36284,-9.298678,3,10.0
48.702408,12.026525,3,4.0
46.908733,3.9548855,3,10.0
-21.861399,17.92019,1,8.0
-17.314842,51.832798,1,4.0
-45.135685,-23.315397,4,5.0
-27.522955,-9.801525,1,7.0
-50.03959,-32.80714,4,4.0
34.874508,22.141161,3,1.0
-22.052868,20.436388,3,6.0
27.1586,-55.30299,3,6.0
-46.323837,-24.026583,4,3.0
-25.707512,9.759654,1,3.0
13.023452,42.177917,3,7.0
-54.21967,7.2245264,1,3.0
-56.41276,7.5276937,1,2.0
64.16445,43.94152,0,6.0
-44.702904,-43.064247,4,6.0
63.768116,44.2162,0,5.0
-49.952335,9.168645,1,6.0
-39.542053,51.871235,1,7.0
39.170883,22.571001,3,6.0
-50.958508,-42.323353,4,2.0
-25.410221,53.66259,1,3.0
-39.28043,-31.403881,4,3.0
7.2274623,-75.55809,1,3.0
10.8049755,46.075687,3,8.0
-58.331844,9.41012,1,4.0
-52.769432,-31.322042,4,2.0
-6.3686934,40.09287,3,3.0
-49.22711,10.17546,1,6.0
-1.5907831,50.967514,1,1.0
8.005171,-77.00399,1,6.0
-1.6163023,6.010582,3,5.0
11.60742,6.1310844,3,7.0
23.45768,4.104504,3,3.0
10.624152,-43.051025,3,1.0
1.9663907,9.686214,3,7.0
23.45792,3.590381,3,5.0
49.184235,-43.30686,5,7.0
11.555168,6.341921,3,5.0
-47.357193,-40.894855,4,1.0
-27.143976,18.037039,1,1.0
-54.769638,26.311108,1,1.0
-42.567623,-11.706316,1,1.0
-10.271595,10.782523,1,1.0
-34.489548,13.544724,1,4.0
-47.521,-40.97185,4,1.0
-16.44015,-27.876282,1,3.0
33.29316,-6.3299036,3,3.0
25.541471,41.309624,3,8.0
29.433617,40.166893,3,9.0
-52.808693,-32.13021,4,7.0
-52.86301,-31.817295,4,3.0
-52.295914,11.230412,1,4.0
2.5356681,48.904736,1,6.0
8.89552,47.547665,3,9.0
-44.02194,-18.982174,4,3.0
-47.185074,-47.83906,4,3.0
17.564371,33.91838,3,9.0
41.325165,12.51794,3,9.0
39.762268,13.454606,3,8.0
25.930449,-11.666631,3,8.0
-7.1857343,-3.8070595,2,1.0
30.072392,-54.186535,3,7.0
16.256933,-7.01089,3,10.0
-1.9970316,-23.618185,1,8.0
-0.79807234,-14.144367,1,7.0
30.338833,-8.526904,3,6.0
-47.18203,-39.67617,4,6.0
38.093307,17.468794,3,10.0
-14.81996,-30.37313,1,8.0
35.47374,12.806772,3,10.0
34.676712,20.642235,3,5.0
33.47087,-6.4041543,3,5.0
-8.811323,-18.680996,1,10.0
35.146053,-8.570949,1,6.0
-58.014194,39.530384,1,1.0
-35.840847,-34.445976,4,6.0
-25.76176,20.521288,1,3.0
-48.10086,-20.401283,4,2.0
-30.44481,16.581469,1,3.0
-6.3016706,41.337986,3,1.0
51.744827,-17.749765,3,10.0
41.62589,20.950684,3,6.0
-24.035368,-4.4704666,3,7.0
15.552467,-31.310942,2,9.0
12.398458,-20.937004,3,9.0
20.437927,-28.558311,3,9.0
18.878275,-33.635857,3,4.0
50.18928,-38.04962,5,10.0
20.341612,-31.500751,3,9.0
4.4868584,-40.005894,3,5.0
-10.87705,-28.803854,1,4.0
-18.800287,11.3496895,1,9.0
29.069498,-50.77229,3,9.0
-8.526313,-26.522814,1,5.0
17.880053,-25.779366,3,7.0
16.91616,-23.027245,3,6.0
10.395585,-28.941269,1,9.0
-8.93187,-29.424273,1,3.0
17.518858,-19.409111,3,8.0
10.530059,-33.1508,3,5.0
22.836681,-16.511099,3,8.0
-8.983367,-52.152744,1,1.0
-6.1250005,-53.371033,3,4.0
-8.33136,-50.67527,1,2.0
-6.8585095,-51.749573,1,2.0
-9.162186,-52.360424,1,3.0
-10.00403,-52.57035,1,4.0
27.128601,-62.48686,1,5.0
-9.71854,-52.815746,1,4.0
-6.4977083,-51.994305,3,1.0
8.134659,-35.603058,1,3.0
5.6852326,-44.30475,3,9.0
14.252791,-34.026596,3,3.0
26.239048,-33.781437,3,9.0
-37.657127,-14.779499,1,3.0
3.5762653,-42.553097,1,1.0
-2.6880388,-27.063902,1,3.0
-7.5532875,-43.412388,4,2.0
-13.148443,-33.06538,1,4.0
-28.703289,-49.14325,4,2.0
14.878406,-39.653793,3,7.0
-3.0191548,-38.98905,1,1.0
29.893635,-30.15278,4,4.0
-7.9602284,-39.456734,1,2.0
6.977647,-36.83623,1,5.0
-47.8415,-14.794411,4,5.0
15.859005,-39.266045,3,9.0
8.230161,-35.305992,3,3.0
-27.473627,52.121708,1,3.0
26.106419,19.488733,3,10.0
63.64223,35.33677,0,8.0
7.624786,-77.28406,1,7.0
21.589224,25.927002,3,10.0
-57.549896,35.5133,1,9.0
24.392721,17.332151,1,8.0
-47.314346,49.301704,1,1.0
23.702257,-2.641359,3,10.0
15.373655,-36.264633,3,8.0
-47.32413,49.438602,1,1.0
-41.991016,-11.146109,1,4.0
-2.9110334,37.04813,3,8.0
-22.455177,52.009167,1,4.0
28.676538,18.167877,1,7.0
54.48423,-39.228237,5,10.0
52.3311,-21.821945,3,9.0
15.277537,25.10047,3,10.0
23.236576,44.513336,1,6.0
-8.304464,36.830776,1,3.0
-17.185703,51.846992,1,6.0
-26.431799,-6.397629,1,7.0
23.357368,44.600513,1,5.0
-7.0699725,37.388023,1,3.0
8.989719,19.589777,3,9.0
6.2818456,22.772854,1,6.0
21.840933,41.2342,3,9.0
-36.063217,28.056702,1,5.0
-17.670053,-29.353678,1,5.0
-34.684708,26.749966,1,7.0
11.335135,-9.033702,2,9.0
-2.3604589,-23.791986,1,4.0
33.77557,-4.251882,3,8.0
10.486325,-11.137092,2,3.0
17.329815,31.823984,3,6.0
4.1738415,-12.917666,2,9.0
-41.748123,-1.813624,1,4.0
-5.7843986,36.99781,1,2.0
40.69676,3.9170444,3,10.0
-5.888585,35.617115,1,8.0
-21.552303,-8.499517,3,10.0
-50.367844,32.366688,1,4.0
37.371567,-6.7005715,3,7.0
17.401604,32.67074,3,8.0
9.331419,42.216393,3,9.0
-26.77205,-1.421334,3,9.0
25.352913,6.9039717,3,8.0
28.505472,4.687239,3,10.0
21.113638,44.09151,3,7.0
-19.163483,48.69277,3,5.0
64.321526,36.743137,0,7.0
-44.42729,-26.83929,4,5.0
46.604244,-8.411672,3,8.0
12.269655,23.819601,3,2.0
40.635773,10.734928,3,10.0
12.555451,26.53146,3,6.0
9.119873,17.49646,3,9.0
-36.133614,49.172256,1,5.0
9.924152,28.42975,3,8.0
-34.4469,50.47261,3,8.0
12.189183,27.815018,3,5.0
9.552428,18.571615,3,9.0
-30.749805,41.254955,1,7.0
-29.112394,-11.09215,3,9.0
-50.584946,32.387257,1,3.0
59.33747,37.1126,0,8.0
-61.729298,10.083637,1,2.0
-53.16938,31.857738,1,2.0
23.562916,-57.682693,1,7.0
18.659685,53.917336,1,7.0
-4.652629,11.74395,3,9.0
-14.061981,16.802332,1,1.0
38.91133,0.442037,3,10.0
18.810621,-36.046364,3,10.0
-43.69131,47.05463,1,2.0
1.1993397,-21.129065,3,8.0
17.78527,-22.935472,3,8.0
13.763249,-38.086494,3,9.0
43.313816,-7.137674,3,8.0
-31.652727,32.149094,1,4.0
-55.73493,36.62089,1,3.0
39.476135,12.565384,3,9.0
-5.274856,19.99211,3,7.0
-2.318241,32.90194,1,1.0
13.953715,33.69442,3,7.0
3.0614579,33.944645,3,8.0
-34.375473,51.434135,1,3.0
32.911125,-56.435898,3,9.0
48.726643,9.876091,3,9.0
-3.184049,31.373343,1,3.0
-15.536285,-24.023907,1,6.0
57.808582,-41.351986,5,5.0
4.3187737,41.64988,3,6.0
-50.36125,-46.00405,4,3.0
-15.201028,-25.384281,1,3.0
20.369852,5.1623983,3,5.0
9.477649,42.193447,3,9.0
16.616482,58.423904,1,6.0
-40.837585,-11.509998,1,1.0
-28.561132,40.15006,1,5.0
57.075302,-17.929543,2,7.0
-46.71473,8.563803,1,8.0
38.824585,21.413975,3,9.0
38.228336,7.934428,3,10.0
62.315357,37.796276,0,6.0
-34.19759,46.873768,3,8.0
45.768085,16.439835,3,8.0
-16.834196,7.663532,1,7.0
-44.369385,-8.0633335,1,9.0
-40.41806,-12.57913,1,5.0
20.467184,29.832485,3,10.0
40.855667,9.865687,3,10.0
-48.397346,-43.3939,4,6.0
-2.9242842,31.468632,1,5.0
11.502742,37.288963,3,9.0
-39.771217,24.463419,1,5.0
29.779673,12.658488,3,1.0
-26.955278,-38.28721,4,9.0
-29.915785,-33.35322,4,7.0
12.296203,-29.101019,3,7.0
12.308132,-77.08667,4,9.0
-6.218521,-28.89053,1,7.0
5.250112,10.341264,3,6.0
56.661964,-40.34014,5,7.0
5.3364615,-77.06457,1,5.0
54.07622,-40.902023,5,5.0
27.096884,-3.750686,3,7.0
-36.594597,40.469246,1,3.0
7.453399,23.340311,1,6.0
38.465786,-15.263459,3,6.0
0.58502436,-12.151767,2,7.0
-38.08755,46.88588,1,3.0
-37.345238,42.040012,1,4.0
-53.731987,-46.455193,4,3.0
-21.859982,32.801704,1,1.0
-23.692425,30.350517,1,4.0
41.009037,-18.364899,3,10.0
26.773335,-17.307856,1,6.0
28.519127,-19.00555,1,4.0
-23.862951,31.587135,1,3.0
28.583252,-19.025105,1,5.0
25.962564,-15.455038,1,2.0
-52.554485,-47.629143,4,3.0
-36.953133,40.38021,1,2.0
-54.478138,-31.924698,4,2.0
43.524292,-1.494337,3,7.0
34.067986,23.9309,3,6.0
65.0952,42.15203,0,3.0
-1.8340888,-0.757758,2,4.0
33.179638,-14.044298,3,8.0
29.786734,-53.743443,3,7.0
42.746853,-0.5547143,3,6.0
42.79812,-0.803255,3,7.0
-26.375237,-5.420287,1,9.0
-7.312004,8.373157,1,5.0
-6.960963,36.809093,1,2.0
-29.959787,-0.017069666,1,9.0
5.4514694,-21.936672,1,7.0
-37.975506,20.449455,1,2.0
8.602298,42.871758,3,9.0
-58.23821,31.032871,1,3.0
5.226647,15.321769,1,9.0
-45.362183,48.08211,1,1.0
43.372906,6.771226,3,10.0
-3.275993,30.789698,1,9.0
-33.754925,33.029133,1,5.0
-40.03113,2.2990384,1,2.0
-60.206562,28.862566,1,1.0
25.986032,43.418373,1,6.0
-37.90936,1.7180436,1,3.0
0.929122,-1.075161,2,10.0
8.128422,-30.76034,3,7.0
45.061123,10.182751,3,8.0
9.256513,18.968737,3,8.0
17.833563,-27.444878,3,9.0
-45.26865,-35.366913,4,3.0
-10.481451,-24.698477,1,7.0
-49.370308,-29.836227,4,4.0
-5.3326774,37.338573,1,6.0
45.423897,9.9593,3,9.0
-22.454039,4.6252184,1,6.0
59.206528,43.674988,0,5.0
29.882622,13.965389,1,3.0
-38.999836,-12.629319,1,4.0
-27.34613,-10.10516,1,8.0
-30.226368,40.77948,1,6.0
35.23069,14.488628,3,7.0
-49.3606,29.738941,1,4.0
28.794542,-9.957605,3,8.0
58.403175,-6.4918237,2,7.0
63.125195,-6.289718,2,3.0
63.431843,-8.76494,2,4.0
60.429276,-8.7857275,2,4.0
60.485245,-6.5233355,2,6.0
58.361423,-6.424666,2,4.0
58.789707,-6.708901,2,5.0
-11.881392,13.358005,1,1.0
59.20631,-9.239784,2,3.0
23.427343,18.104559,3,6.0
-18.827099,11.516069,1,6.0
-62.88386,7.4536376,1,2.0
20.538565,46.88277,1,1.0
16.327131,51.155563,1,1.0
-57.424683,30.19647,1,3.0
-59.571537,3.4053013,1,4.0
-46.518234,-16.796652,4,1.0
-65.42339,9.915193,1,1.0
32.896637,-34.841255,3,10.0
-14.094362,13.872605,1,2.0
45.349403,-10.393385,3,9.0
-18.807552,52.278107,1,6.0
14.745634,55.794754,1,1.0
-28.22355,15.633523,1,4.0
43.923473,13.4843445,3,8.0
7.1348248,20.863081,3,5.0
49.842983,16.684744,3,9.0
9.541834,-16.902046,3,10.0
-47.9311,-43.778248,4,6.0
-4.3460283,-11.47651,2,7.0
-47.122997,-43.955826,4,6.0
-4.5546174,-11.1767,2,10.0
-22.382885,4.6269007,1,4.0
-5.793414,-11.312256,2,7.0
-4.324742,-11.496423,1,3.0
-66.22445,9.1753645,1,4.0
5.8389187,-3.785683,2,6.0
-27.582708,-27.923594,2,5.0
-27.62711,-26.434128,2,8.0
20.46965,9.253105,3,6.0
-3.7055137,-4.3227215,2,5.0
5.718516,-4.5914283,2,7.0
-30.84023,-27.80879,4,1.0
-28.565659,-26.46305,2,7.0
-8.284651,-0.39605382,1,6.0
-29.679462,15.998808,1,3.0
-1.431719,-15.678826,1,4.0
0.7464044,1.7007182,2,4.0
30.042635,31.323051,3,10.0
-24.186516,20.058552,3,7.0
-53.516888,14.89189,1,1.0
-54.19719,36.99877,1,2.0
-41.42179,-34.18072,4,2.0
-53.31758,14.549231,1,3.0
22.556528,-5.3328204,1,6.0
37.271572,-13.673525,3,9.0
-34.52755,31.661966,1,1.0
16.06986,-33.88358,3,8.0
-7.359384,10.93153,1,8.0
-6.9678955,9.744001,1,1.0
-6.4755154,8.148744,1,6.0
-13.82172,16.176983,1,1.0
-47.76649,-32.411694,4,6.0
54.91634,-42.01584,5,6.0
15.444576,-35.687965,3,5.0
49.813053,-24.147604,3,10.0
-5.2543626,-53.906578,3,6.0
-18.239738,-52.410942,4,2.0
58.108856,-42.777843,5,9.0
-7.031449,-53.38697,1,2.0
-27.418636,-41.537174,4,8.0
-15.869595,-52.415184,4,6.0
30.065649,-26.062185,4,4.0
30.014042,12.935413,3,2.0
-33.82084,-37.928055,4,3.0
62.797108,44.089745,0,5.0
-33.928757,-37.950592,4,3.0
-38.138752,-37.1267,4,3.0
-34.077698,-36.91393,4,6.0
-23.544296,18.51181,1,9.0
-58.338226,38.45841,1,4.0
-56.184288,7.4407563,1,2.0
-37.196953,-10.47752,1,5.0
64.275955,38.18791,0,9.0
-7.2850227,-42.23655,1,2.0
32.74166,-29.548399,3,8.0
-37.28835,-39.528275,4,4.0
33.419544,-1.6338911,3,10.0
51.685192,-22.521772,3,2.0
26.09127,-57.025513,4,1.0
6.598131,22.682922,1,5.0
63.836376,40.92692,0,1.0
-28.577152,23.78805,1,3.0
25.984657,-56.417168,4,2.0
-27.443466,15.750534,1,3.0
-28.092861,15.721693,1,4.0
-19.24887,26.817352,1,4.0
-39.676773,20.164513,1,1.0
-21.12236,25.27602,3,7.0
24.455717,7.7174096,3,4.0
-43.861176,-28.46862,4,5.0
-54.39351,7.7715907,1,5.0
13.606699,56.12966,1,2.0
-53.417545,33.820053,1,1.0
22.59543,-59.78118,3,1.0
32.839363,-31.543928,3,7.0
-36.729343,-31.6671,4,7.0
-31.294764,-9.900658,1,1.0
10.937192,22.349411,3,7.0
44.1673,-7.9069614,3,8.0
48.844646,-2.5333893,3,8.0
-5.6436005,8.57806,1,3.0
-25.901049,52.958237,1,2.0
-40.176754,-35.011135,3,5.0
33.727306,-27.796068,3,9.0
46.598354,13.971745,3,6.0
5.27268,25.160704,3,3.0
12.231531,47.615704,3,7.0
11.849297,55.144463,1,4.0
9.897734,52.901264,1,1.0
42.68606,19.664204,3,9.0
-50.9424,8.414364,1,5.0
39.500454,0.9070531,3,10.0
-7.1479917,24.230427,1,4.0
13.575873,40.620903,1,4.0
-23.63732,-4.2185373,3,9.0
-51.75155,35.41406,1,1.0
-37.039368,-41.45362,4,6.0
1.3639046,43.866577,3,8.0
-3.0103583,53.071194,1,1.0
-56.0416,-35.015,4,3.0
-55.88158,7.265187,1,2.0
62.748466,39.320656,0,1.0
-46.215527,-33.006145,4,4.0
63.45318,44.166073,0,6.0
-55.362,-29.86077,4,1.0
-46.44722,47.406418,1,2.0
-32.13913,29.483015,1,1.0
