"recno","date","day","x4_1","x4_2","x4_3","x4_4","x4_5","x4_3drm"
1591,4,18,2071,7,2800,1,1,2800
1591,4,25,2071,7,2800,1,1,2800
1591,4,4,4622,,2500,1,5,2500
1591,4,18,4622,,2500,1,5,2500
1591,4,25,4151,,2000,1,5,2000
1591,4,11,4622,,2000,1,5,2000
1591,4,25,4622,,2000,1,5,2000
1591,4,25,3503,1,1200,1,1,1200
1591,4,25,3501,3,1000,1,1,1000
1591,4,11,3501,3,900,1,1,900
1591,4,11,3505,1,750,1,1,750
1591,4,25,4161,,600,1,5,600
1591,4,4,2790,1,480,1,1,480
1591,4,11,3512,1,350,1,1,350
1592,4,25,4221,,10000,1,5,10000
1592,4,25,4211,,4000,1,5,4000
1592,4,25,4632,,4000,1,5,4000
1592,4,25,4151,,2500,1,5,2500
1592,4,4,2071,7,2100,1,1,2100
1592,4,11,2071,7,2100,1,1,2100
1592,4,18,2071,7,2100,1,1,2100
1592,4,25,2071,7,2100,1,1,2100
1592,4,25,4622,,1500,1,5,1500
1592,4,11,3503,1,1100,1,1,1100
1592,4,4,4622,,1000,1,5,1000
1592,4,11,4622,,1000,1,5,1000
1592,4,18,4622,,1000,1,5,1000
1592,4,11,3526,1,850,1,1,850
1592,4,25,4161,,800,1,5,800
1592,4,4,2785,1,750,1,1,750
1592,4,18,2785,1,700,1,1,700
1592,4,4,3501,2,500,1,1,500
1592,4,11,3512,1,450,1,1,450
1592,4,11,2790,1,370,1,1,370
1593,4,18,4041,,10000,1,6,10000
1593,4,18,4211,,10000,1,5,10000
1593,4,18,4151,,2000,1,5,2000
1593,4,11,4622,,1500,1,5,1500
1593,4,11,3503,1,1350,1,1,1350
1593,4,4,4622,,1000,1,5,1000
1593,4,18,4622,,1000,1,5,1000
1593,4,25,4622,,1000,1,1,1000
1593,4,18,4161,,800,1,5,800
1593,4,4,3501,2,500,1,1,500
1593,4,18,3501,2,500,1,1,500
1593,4,18,3505,1,450,1,1,450
1593,4,11,3512,1,250,1,1,250
1594,4,17,4221,,12000,1,5,12000
1594,4,15,2831,,10000,1,5,10000
1594,4,17,4211,,7500,1,5,7500
1594,4,17,4632,,5000,1,5,5000
1594,4,17,4151,,3000,1,5,3000
1594,4,25,3528,1,1900,1,1,1900
1594,4,25,3523,1,1850,1,1,1850
1594,4,13,2790,0.55,1300,1,1,1300
1594,4,8,4622,,1000,1,1,1000
1594,4,17,4622,,1000,1,1,1000
1594,4,18,4622,,1000,1,1,1000
1594,4,25,2785,1,650,1,1,650
1594,4,1,2071,3,600,1,1,600
1594,4,2,2071,3,580,1,1,580
1594,4,3,2071,3,580,1,1,580
1594,4,4,2071,3,580,1,1,580
1594,4,5,2071,3,580,1,1,580
1594,4,6,2071,3,580,1,1,580
1594,4,7,2071,3,580,1,1,580
1594,4,8,2071,3,580,1,1,580
1594,4,9,2071,3,580,1,1,580
1594,4,10,2071,3,580,1,1,580
1594,4,11,2071,3,580,1,1,580
1594,4,12,2071,3,580,1,1,580
1594,4,13,2071,3,580,1,1,580
1594,4,14,2071,3,580,1,1,580
1594,4,16,2071,3,580,1,1,580
1594,4,17,2071,3,580,1,1,580
1594,4,17,4161,,500,1,5,500
1594,4,18,3512,2,400,1,1,400
1594,4,18,3527,1,350,1,1,350
1594,4,15,2071,1,280,1,1,280
1594,4,4,3501,3,250,1,1,250
1594,4,10,3512,1,200,1,1,200
1594,4,18,3512,1,200,1,1,200
1594,4,3,2719,1,100,1,1,100
1594,4,3,2801,1,100,1,1,100
1595,4,8,4161,,35200,1,5,35200
1595,4,8,4211,,13700,1,5,13700
1595,4,22,3001,,5000,1,6,5000
1595,4,8,4632,,5000,1,5,5000
1595,4,22,2173,1,4000,1,1,4000
1595,4,1,3001,,4000,1,6,4000
1595,4,8,3001,,4000,1,6,4000
1595,4,15,3001,,4000,1,6,4000
1595,4,22,2252,2,3000,1,1,3000
1595,4,8,4622,,3000,1,1,3000
1595,4,22,2071,9,2250,1,1,2250
1595,4,8,4151,,2000,1,5,2000
1595,4,22,4622,,2000,1,1,2000
1595,4,1,2071,7,1750,1,1,1750
1595,4,8,2071,7,1750,1,1,1750
1595,4,15,2071,7,1750,1,1,1750
1595,4,15,3509,1,1300,1,1,1300
1595,4,22,2785,2,1200,1,1,1200
1595,4,22,2135,1,1000,1,1,1000
1595,4,15,3501,1,800,1,1,800
1595,4,1,3526,1,800,1,1,800
1595,4,1,2785,1,650,1,1,650
1595,4,15,2785,1,650,1,1,650
1595,4,22,2790,1,650,1,1,650
1595,4,8,4161,,500,1,5,500
1595,4,1,3505,1,450,1,1,450
1595,4,22,3509,1,450,1,1,450
1595,4,15,3508,1,300,1,5,300
1595,4,1,3512,2,300,1,1,300
1595,4,1,3512,2,300,1,1,300
1595,4,15,3512,2,300,1,1,300
1595,4,15,3512,2,300,1,1,300
1595,4,1,2810,1,250,1,1,250
1595,4,15,2855,1,120,1,5,120
1596,4,13,4221,,27200,1,5,27200
1596,4,13,4211,,16300,1,5,16300
1596,4,13,4632,,6000,1,5,6000
1596,4,13,4151,,5500,1,5,5500
1596,4,13,2785,2,2800,1,1,2800
1596,4,8,2991,5,2500,1,6,2500
1596,4,12,2991,5,2500,1,6,2500
1596,4,20,2991,5,2500,1,6,2500
1596,4,27,2991,5,2500,1,1,2500
1596,4,13,2071,7,2450,1,1,2450
1596,4,27,4622,2,2000,1,1,2000
1596,4,27,2071,4,1400,1,1,1400
1596,4,27,3503,1,1200,1,1,1200
1596,4,13,4161,,1100,1,5,1100
1596,4,20,4622,,1000,1,1,1000
1596,4,20,2790,1,850,1,1,850
1596,4,13,3512,4,600,1,1,600
1596,4,20,2810,1,500,1,1,500
1596,4,27,3505,1,450,1,1,450
1596,4,1,2071,1,350,1,1,350
1596,4,2,2071,1,350,1,1,350
1596,4,3,2071,1,350,1,1,350
1596,4,4,2071,1,350,1,1,350
1596,4,5,2071,1,350,1,1,350
1596,4,6,2071,1,350,1,1,350
1596,4,7,2071,1,350,1,1,350
1596,4,8,2071,1,350,1,1,350
1596,4,10,2071,1,350,1,1,350
1596,4,11,2071,1,350,1,1,350
1596,4,12,2071,1,350,1,1,350
1596,4,27,3506,1,350,1,1,350
1596,4,13,3512,1,250,1,1,250
1596,4,20,3512,1,250,1,1,250
1596,4,13,3501,2,200,1,1,200
1597,4,8,2831,,20000,1,5,20000
1597,4,1,2831,,15000,1,5,15000
1597,4,15,4221,,13000,1,5,13000
1597,4,22,2831,,10000,1,5,10000
1597,4,15,4211,,6000,1,5,6000
1597,4,15,2831,,5000,1,5,5000
1597,4,15,4632,,3000,1,5,3000
1597,4,15,2785,1,2000,1,1,2000
1597,4,1,4622,,2000,1,1,2000
1597,4,15,4151,,1500,1,5,1500
1597,4,22,4483,,1400,1,6,1400
1597,4,15,2252,1,1200,1,1,1200
1597,4,1,2785,1,1000,1,1,1000
1597,4,1,4483,,1000,1,6,1000
1597,4,8,4483,,1000,1,6,1000
1597,4,15,4483,,1000,1,6,1000
1597,4,22,3503,1,850,1,1,850
1597,4,22,2818,1,450,1,1,450
1597,4,1,3512,3,450,1,1,450
1597,4,8,2785,1,400,1,1,400
1597,4,1,2789,2,400,1,3,400
1597,4,8,3501,2,400,1,1,400
1597,4,22,3505,1,400,1,1,400
1597,4,1,3512,2,300,1,1,300
1597,4,15,4161,,300,1,5,300
1597,4,1,3512,1,200,1,1,200
1597,4,8,3512,1,200,1,1,200
1598,4,15,4364,,10000,1,5,10000
1598,4,22,4211,,9200,1,5,9200
1598,4,22,2071,18,5400,1,1,5400
1598,4,15,2821,,5000,1,5,5000
1598,4,1,2071,14,4200,1,1,4200
1598,4,8,2071,14,4200,1,1,4200
1598,4,15,2071,14,4200,1,5,4200
1598,4,22,4221,,2500,1,5,2500
1598,4,22,4483,,1400,1,6,1400
1598,4,22,4151,,1200,1,5,1200
1598,4,22,4613,,1200,1,5,1200
1598,4,1,4483,,1000,1,5,1000
1598,4,8,4483,,1000,1,6,1000
1598,4,15,4483,,1000,1,6,1000
1598,4,8,2785,1,550,1,1,550
1598,4,8,3501,1,200,1,1,200
1598,4,22,4161,,200,1,5,200
1598,4,1,3512,1,180,1,1,180
1598,4,15,3512,1,180,1,1,180
1598,4,8,2789,1,150,1,1,150
1598,4,1,3512,1,150,1,1,150
1598,4,8,2787,1,100,1,1,100
1598,4,8,2801,5,50,1,1,50
1599,4,23,4211,,12000,1,5,12000
1599,4,23,4221,,10000,1,5,10000
1599,4,23,2071,16,4000,1,1,4000
1599,4,2,2071,14,3500,1,1,3500
1599,4,9,2071,14,3500,1,1,3500
1599,4,16,2071,14,3500,1,1,3500
1599,4,16,2831,,3000,1,5,3000
1599,4,23,4632,,3000,1,5,3000
1599,4,23,4151,,2000,1,5,2000
1599,4,1,2071,3,900,1,1,900
1599,4,9,3503,1,900,1,1,900
1599,4,23,4161,,900,1,5,900
1599,4,16,2790,1,750,1,1,750
1599,4,2,2785,1,550,1,1,550
1599,4,9,2785,1,550,1,1,550
1599,4,9,3505,1,390,1,1,390
1599,4,2,3512,2,300,1,1,300
1599,4,9,3501,1,250,1,1,250
1599,4,16,3501,1,200,1,1,200
1599,4,9,3512,1,150,1,1,150
1599,4,16,3512,1,150,1,1,150
1599,4,2,2773,2,100,1,1,100
1599,4,23,2801,10,100,1,1,100
1600,4,22,4221,,25000,1,5,25000
1600,4,22,3001,,13500,1,6,13500
1600,4,22,4211,,12000,1,5,12000
1600,4,1,3001,,10500,1,5,10500
1600,4,8,3001,,10500,1,5,10500
1600,4,15,3001,,10500,1,6,10500
1600,4,22,2071,9,4050,1,1,4050
1600,4,22,4632,,4000,1,5,4000
1600,4,1,2071,7,3150,1,1,3150
1600,4,8,2071,7,3150,1,1,3150
1600,4,15,2071,7,3150,1,1,3150
1600,4,22,4151,,3000,1,5,3000
1600,4,8,4622,2,3000,1,1,3000
1600,4,15,4622,,2000,1,1,2000
1600,4,8,3503,1,1200,1,1,1200
1600,4,8,3506,1,1200,1,1,1200
1600,4,15,2785,2,1100,1,1,1100
1600,4,15,2789,5,1000,1,3,1000
1600,4,1,3501,1,850,1,1,850
1600,4,1,2790,1,800,1,1,800
1600,4,15,3501,1,750,1,1,750
1600,4,15,2789,1,650,1,1,650
1600,4,8,3503,1,650,1,1,650
1600,4,1,2785,1,560,1,1,560
1600,4,1,3505,1,500,1,1,500
1600,4,22,4161,,400,1,5,400
1600,4,1,3512,2,320,1,1,320
1600,4,8,3506,1,300,1,1,300
1600,4,1,3512,1,250,1,1,250
1600,4,15,3512,1,200,1,1,200
1600,4,15,2801,10,100,1,1,100
1600,4,15,3529,1,100,1,1,100
1601,4,22,4211,,8000,1,5,8000
1601,4,22,4221,,7000,1,5,7000
1601,4,1,2831,,5000,1,5,5000
1601,4,8,2831,,5000,1,5,5000
1601,4,15,2831,,5000,1,5,5000
1601,4,22,3001,,5000,1,5,5000
1601,4,22,4632,,5000,1,5,5000
1601,4,1,3001,,3000,1,6,3000
1601,4,8,3001,,3000,1,6,3000
1601,4,15,3001,,3000,1,6,3000
1601,4,15,2991,5,2100,1,6,2100
1601,4,22,4151,,2000,1,5,2000
1601,4,15,4622,,2000,1,1,2000
1601,4,22,4622,,2000,1,1,2000
1601,4,15,2785,3,1500,1,1,1500
1601,4,1,2785,1,1300,1,1,1300
1601,4,1,3503,1,1200,1,1,1200
1601,4,8,3503,1,1100,1,1,1100
1601,4,22,2808,1,1000,1,3,1000
1601,4,1,2790,1,880,1,1,880
1601,4,8,3491,3,750,1,1,750
1601,4,1,3509,1,750,1,1,750
1601,4,8,3501,2,500,1,1,500
1601,4,22,3512,2,500,1,1,500
1601,4,15,3512,3,450,1,1,450
1601,4,1,3512,2,400,1,1,400
1601,4,22,4161,,400,1,5,400
1601,4,8,2818,1,300,1,1,300
1601,4,8,3506,1,300,1,1,300
1601,4,1,3512,2,300,1,1,300
1601,4,8,2801,10,100,1,1,100
1602,4,15,4221,,15000,1,5,15000
1602,4,15,4211,,10000,1,5,10000
1602,4,15,4632,,5000,1,5,5000
1602,4,1,2071,14,4200,1,1,4200
1602,4,8,2071,14,4200,1,1,4200
1602,4,15,2071,14,4200,1,1,4200
1602,4,22,4483,,2800,1,6,2800
1602,4,22,2071,18,2700,1,1,2700
1602,4,15,4151,,2000,1,5,2000
1602,4,1,4483,,2000,1,6,2000
1602,4,8,4483,,2000,1,6,2000
1602,4,15,4483,,2000,1,6,2000
1602,4,1,4622,,2000,1,1,2000
1602,4,1,2785,1,1000,1,1,1000
1602,4,22,3527,1,500,1,1,500
1602,4,22,2818,1,400,1,1,400
1602,4,8,3001,0.5,400,1,1,400
1602,4,8,3505,1,380,1,1,380
1602,4,1,3512,2,360,1,1,360
1602,4,8,3461,2,300,1,1,300
1602,4,22,3506,1,300,1,1,300
1602,4,15,4161,,300,1,5,300
1602,4,8,2789,1.5,250,1,1,250
1602,4,1,3512,1,250,1,1,250
1602,4,1,3501,1,200,1,1,200
1602,4,22,3501,1,200,1,1,200
1602,4,22,3512,1,180,1,1,180
1602,4,15,3574,1,150,1,1,150
1602,4,8,2787,0.1,100,1,1,100
1603,4,16,4221,,19000,1,5,19000
1603,4,16,4211,,11000,1,5,11000
1603,4,17,4632,,7000,1,5,7000
1603,4,16,4151,,3000,1,5,3000
1603,4,2,4622,,3000,1,1,3000
1603,4,22,4622,,3000,1,1,3000
1603,4,21,4483,1,2500,1,5,2500
1603,4,17,4801,,2500,1,5,2500
1603,4,1,2071,10,2000,1,1,2000
1603,4,21,2071,10,2000,1,1,2000
1603,4,2,2831,,2000,1,5,2000
1603,4,11,4483,,2000,1,5,2000
1603,4,11,4622,,2000,1,1,2000
1603,4,18,4622,1,2000,1,1,2000
1603,4,22,3514,1,1800,1,1,1800
1603,4,1,4483,,1800,1,5,1800
1603,4,17,4483,,1600,1,5,1600
1603,4,16,4613,,1100,1,5,1100
1603,4,11,2071,5,1000,1,1,1000
1603,4,16,2071,5,1000,1,1,1000
1603,4,2,3503,1,1000,1,1,1000
1603,4,1,5011,,1000,1,5,1000
1603,4,17,5011,,1000,1,1,1000
1603,4,21,3503,1,980,1,1,980
1603,4,16,4161,,750,1,5,750
1603,4,21,2785,1,520,1,1,520
1603,4,1,2785,1,480,1,1,480
1603,4,21,2790,1,460,1,1,460
1603,4,18,2771,2,400,1,1,400
1603,4,2,3501,1,270,1,1,270
1603,4,18,2810,1,250,1,1,250
1603,4,18,3501,1,200,1,1,200
1603,4,22,3501,1,200,1,1,200
1603,4,1,3512,2,180,1,1,180
1603,4,11,3512,1,150,1,1,150
1603,4,22,3512,1,130,1,1,130
1603,4,17,2801,10,100,1,1,100
1603,4,11,3512,1,100,1,1,100
1604,4,29,4211,,12000,1,5,12000
1604,4,29,4221,,10700,1,5,10700
1604,4,17,2831,,5000,1,1,5000
1604,4,23,2831,,5000,1,5,5000
1604,4,28,4632,,4000,1,5,4000
1604,4,10,4622,2,3000,1,1,3000
1604,4,9,2831,,2000,1,5,2000
1604,4,9,4373,,2000,1,6,2000
1604,4,17,4622,1,2000,1,1,2000
1604,4,23,4622,1,2000,1,1,2000
1604,4,28,4622,1,2000,1,1,2000
1604,4,29,4613,,1100,1,5,1100
1604,4,9,3503,1,970,1,1,970
1604,4,9,4483,,800,1,5,800
1604,4,29,4151,,700,1,5,700
1604,4,29,4161,,500,1,5,500
1604,4,25,3491,1,200,1,1,200
1604,4,10,3512,2,200,1,1,200
1604,4,25,3512,1,170,1,1,170
1604,4,25,3501,1,160,1,1,160
1604,4,10,3512,1,160,1,1,160
1604,4,9,3501,1,150,1,1,150
1604,4,18,3512,1,100,1,1,100
1605,4,2,4221,,5000,1,5,5000
1605,4,2,4211,,3000,1,5,3000
1605,4,2,4161,,1000,1,5,1000
1605,4,1,4483,,1000,1,5,1000
1605,4,17,4622,1,1000,1,1,1000
1605,4,2,4151,,500,1,5,500
1605,4,11,3491,2,300,1,1,300
1606,4,16,4211,,20500,1,5,20500
1606,4,16,4221,,18000,1,5,18000
1606,4,2,3001,,14000,1,5,14000
1606,4,17,4394,,10000,1,6,10000
1606,4,11,3001,,9000,1,5,9000
1606,4,17,3001,,9000,1,5,9000
1606,4,21,3001,,9000,1,5,9000
1606,4,26,3001,,9000,1,5,9000
1606,4,16,4151,,8800,1,5,8800
1606,4,16,4632,,8000,1,5,8000
1606,4,26,5011,1,6000,1,5,6000
1606,4,2,4622,4,5000,1,1,5000
1606,4,27,4622,4,5000,1,1,5000
1606,4,17,4622,3,4000,1,1,4000
1606,4,21,4622,3,4000,1,1,4000
1606,4,11,4622,2,3000,1,1,3000
1606,4,27,3503,2,1900,1,1,1900
1606,4,22,3514,1,1800,1,1,1800
1606,4,11,4161,,1200,1,1,1200
1606,4,21,4483,,1200,1,5,1200
1606,4,26,4483,,1200,1,5,1200
1606,4,16,4613,,1100,1,5,1100
1606,4,2,4483,,1000,1,5,1000
1606,4,11,4483,,800,1,5,800
1606,4,1,2785,1,720,1,1,720
1606,4,26,2785,1,700,1,1,700
1606,4,1,3505,1,570,1,1,570
1606,4,1,3501,2,500,1,1,500
1606,4,1,2790,1,380,1,1,380
1606,4,1,3512,3,330,1,1,330
1606,4,17,3512,2,200,1,1,200
1606,4,27,3512,2,200,1,1,200
1606,4,22,3501,1,180,1,1,180
1606,4,22,3512,1,140,1,1,140
1606,4,17,3512,1,130,1,1,130
1606,4,1,3512,1,120,1,1,120
1606,4,27,3512,1,90,1,1,90
1607,4,16,2831,,10000,1,5,10000
1607,4,2,4211,,3400,1,5,3400
1607,4,2,4221,,3200,1,5,3200
1607,4,2,4151,,1000,1,5,1000
1607,4,22,5011,1,1000,1,1,1000
1607,4,2,4161,,500,1,5,500
1607,4,11,2785,1,460,1,1,460
1607,4,1,3501,2,400,1,1,400
1607,4,21,3512,2,220,1,1,220
1607,4,21,3501,1,200,1,1,200
1607,4,16,3491,1,160,1,1,160
1607,4,1,3512,1,100,1,1,100
1607,4,2,3512,1,90,1,1,90
1607,4,11,2801,5,50,1,1,50
1608,4,18,4342,,18000,1,5,18000
1608,4,10,3001,,12000,1,5,12000
1608,4,18,2831,,10000,1,5,10000
1608,4,22,2831,,10000,1,5,10000
1608,4,27,2831,,10000,1,5,10000
1608,4,20,4221,,9000,1,5,9000
1608,4,20,4211,,8500,1,5,8500
1608,4,21,4632,,7000,1,5,7000
1608,4,10,2071,20,6000,1,1,6000
1608,4,10,4483,,5400,1,5,5400
1608,4,10,4622,4,5000,1,1,5000
1608,4,22,3001,,3400,1,5,3400
1608,4,11,3001,,3250,1,5,3250
1608,4,24,3001,,3200,1,5,3200
1608,4,30,3001,,3200,1,1,3200
1608,4,19,3001,,3150,1,5,3150
1608,4,28,3001,,3150,1,5,3150
1608,4,14,3001,,3100,1,5,3100
1608,4,16,3001,,3000,1,5,3000
1608,4,15,3514,2,3000,1,1,3000
1608,4,20,4151,,3000,1,5,3000
1608,4,19,4622,2,3000,1,1,3000
1608,4,26,3001,,2500,1,5,2500
1608,4,24,4622,1,2000,1,1,2000
1608,4,26,4622,1,2000,1,1,2000
1608,4,28,4622,1,2000,1,1,2000
1608,4,20,4613,,1100,1,5,1100
1608,4,20,4161,,1000,1,5,1000
1608,4,25,3503,1,960,1,1,960
1608,4,10,2785,1,850,1,1,850
1608,4,25,2785,1,700,1,1,700
1608,4,11,2071,2,600,1,1,600
1608,4,12,2071,2,600,1,1,600
1608,4,13,2071,2,600,1,1,600
1608,4,14,2071,2,600,1,1,600
1608,4,15,2071,2,600,1,1,600
1608,4,16,2071,2,600,1,1,600
1608,4,17,2071,2,600,1,1,600
1608,4,18,2071,2,600,1,1,600
1608,4,19,2071,2,600,1,1,600
1608,4,20,2071,2,600,1,1,600
1608,4,21,2071,2,600,1,1,600
1608,4,22,2071,2,600,1,1,600
1608,4,23,2071,2,600,1,1,600
1608,4,24,2071,2,600,1,5,600
1608,4,25,2071,2,600,1,5,600
1608,4,26,2071,2,600,1,1,600
1608,4,27,2071,2,600,1,1,600
1608,4,28,2071,2,600,1,1,600
1608,4,29,2071,2,600,1,1,600
1608,4,30,2071,2,600,1,1,600
1608,4,9,3501,3,600,1,1,600
1608,4,27,3505,1,600,1,1,600
1608,4,11,4483,,600,1,5,600
1608,4,13,4483,,600,1,5,600
1608,4,14,4483,,600,1,5,600
1608,4,15,4483,,600,1,5,600
1608,4,16,4483,,600,1,5,600
1608,4,17,4483,,600,1,5,600
1608,4,18,4483,,600,1,5,600
1608,4,20,4483,,600,1,5,600
1608,4,21,4483,,600,1,5,600
1608,4,22,4483,,600,1,5,600
1608,4,23,4483,,600,1,5,600
1608,4,24,4483,,600,1,5,600
1608,4,25,4483,,600,1,5,600
1608,4,27,4483,,600,1,5,600
1608,4,28,4483,,600,1,5,600
1608,4,29,4483,,600,1,5,600
1608,4,30,4483,,600,1,5,600
1608,4,9,3505,1,520,1,1,520
1608,4,17,2790,1,460,1,1,460
1608,4,25,3501,2,440,1,1,440
1608,4,9,3512,2,380,1,1,380
1608,4,13,3491,2,300,1,1,300
1608,4,9,3512,3,300,1,1,300
1608,4,17,3512,2,220,1,1,220
1608,4,13,3512,1,200,1,1,200
1609,4,24,4221,,16000,1,5,16000
1609,4,24,4211,,4500,1,5,4500
1609,4,1,2071,10,3000,1,1,3000
1609,4,21,2071,10,3000,1,1,3000
1609,4,22,2831,,3000,1,5,3000
1609,4,16,3514,1,2800,1,1,2800
1609,4,2,4622,1,2000,1,1,2000
1609,4,11,4622,1,2000,1,1,2000
1609,4,17,4622,1,2000,1,1,2000
1609,4,21,4622,1,2000,1,1,2000
1609,4,16,5011,1,2000,1,1,2000
1609,4,21,5011,1,2000,1,5,2000
1609,4,2,4483,,1600,1,5,1600
1609,4,11,2071,5,1500,1,1,1500
1609,4,16,2071,5,1500,1,1,1500
1609,4,22,3514,1,1500,1,1,1500
1609,4,24,4613,,1200,1,5,1200
1609,4,24,4151,,1000,1,5,1000
1609,4,11,4483,,1000,1,5,1000
1609,4,21,4483,,1000,1,5,1000
1609,4,1,3503,1,900,1,1,900
1609,4,16,4483,,900,1,5,900
1609,4,11,3509,1,680,1,1,680
1609,4,1,2785,1,500,1,1,500
1609,4,17,3505,1,500,1,1,500
1609,4,24,4161,,500,1,5,500
1609,4,1,3505,1,480,1,1,480
1609,4,17,2790,1,470,1,1,470
1609,4,21,3501,1,250,1,1,250
1609,4,22,3512,2,200,1,1,200
1609,4,22,3512,1,120,1,1,120
1610,4,17,4801,,10000,1,5,10000
1610,4,16,4221,,7050,1,5,7050
1610,4,16,4211,,4700,1,5,4700
1610,4,1,4623,1,4000,1,1,4000
1610,4,1,2831,,3500,1,5,3500
1610,4,1,2071,10,3300,1,1,3300
1610,4,21,2071,10,3300,1,1,3300
1610,4,2,3514,2,2460,1,1,2460
1610,4,1,4483,,2000,1,5,2000
1610,4,11,4622,1,2000,1,1,2000
1610,4,17,4622,1,2000,1,1,2000
1610,4,21,4622,1,2000,1,1,2000
1610,4,11,2071,5,1650,1,1,1650
1610,4,17,2071,5,1650,1,1,1650
1610,4,21,4483,,1500,1,5,1500
1610,4,22,2133,4,1400,1,1,1400
1610,4,2,3503,1,1250,1,1,1250
1610,4,17,4483,,1200,1,5,1200
1610,4,2,3509,1,1100,1,1,1100
1610,4,16,4613,,1100,1,5,1100
1610,4,2,5011,1,1000,1,1,1000
1610,4,16,4151,,900,1,5,900
1610,4,11,4483,,800,1,5,800
1610,4,1,2785,1,580,1,1,580
1610,4,22,2790,1,360,1,1,360
1610,4,16,4161,,350,1,5,350
1610,4,21,3512,2,200,1,1,200
1610,4,11,3501,1,180,1,1,180
1610,4,21,3501,1,180,1,1,180
1610,4,1,3512,1,160,1,1,160
1610,4,11,3512,1,120,1,1,120
1611,4,11,4041,,25000,1,6,25000
1611,4,18,4211,,25000,1,5,25000
1611,4,18,4632,,8000,1,5,8000
1611,4,1,2071,20,6000,1,5,6000
1611,4,21,2071,20,6000,1,1,6000
1611,4,1,2831,,5000,1,5,5000
1611,4,2,4622,,5000,1,1,5000
1611,4,22,4622,3,4000,1,1,4000
1611,4,21,3514,2,3400,1,1,3400
1611,4,11,2071,10,3000,1,1,3000
1611,4,16,2071,10,3000,1,1,3000
1611,4,11,4622,2,3000,1,1,3000
1611,4,16,4622,2,3000,1,1,3000
1611,4,2,5011,1,3000,1,5,3000
1611,4,16,5011,1,3000,1,5,3000
1611,4,12,2341,3,2500,1,3,2500
1611,4,18,4801,,2500,1,5,2500
1611,4,1,4483,,2000,1,5,2000
1611,4,16,4483,,2000,1,5,2000
1611,4,21,4483,,1800,1,5,1800
1611,4,18,4151,,1700,1,5,1700
1611,4,11,4483,,1400,1,5,1400
1611,4,22,3503,1,1300,1,1,1300
1611,4,12,3503,1,1200,1,1,1200
1611,4,22,3522,1,1100,1,1,1100
1611,4,18,4161,,750,1,5,750
1611,4,1,2785,1,600,1,1,600
1611,4,22,2785,1,580,1,1,580
1611,4,12,2785,1,480,1,1,480
1611,4,12,2790,1,360,1,1,360
1611,4,2,3491,2,320,1,1,320
1611,4,1,3512,2,220,1,1,220
1611,4,21,3512,2,220,1,1,220
1611,4,2,3512,1,180,1,1,180
1611,4,21,3512,1,180,1,1,180
1611,4,12,2801,10,100,1,1,100
1611,4,16,3512,1,100,1,1,100
1611,4,17,2801,5,50,1,1,50
1612,4,14,4221,,10000,1,5,10000
1612,4,14,4211,,8100,1,5,8100
1612,4,15,2134,4,2000,1,1,2000
1612,4,9,4622,,2000,1,1,2000
1612,4,14,4622,,2000,1,5,2000
1612,4,15,3506,1,1200,1,1,1200
1612,4,4,2784,1,600,1,1,600
1612,4,14,4151,,500,1,5,500
1612,4,6,2790,1,470,1,1,470
1612,4,15,3495,1,400,1,1,400
1612,4,6,3505,1,400,1,1,400
1612,4,15,3505,1,400,1,1,400
1612,4,4,2720,1,300,1,1,300
1612,4,6,3512,2,300,1,1,300
1613,4,15,4221,,8000,1,5,8000
1613,4,15,4211,,8100,1,5,8100
1613,4,15,4632,,4000,1,5,4000
1613,4,3,2071,10,3000,1,1,3000
1613,4,16,2071,10,3000,1,1,3000
1613,4,3,2784,1,1900,1,1,1900
1613,4,16,4622,,1500,1,1,1500
1613,4,16,3503,1,1200,1,1,1200
1613,4,15,4613,,1100,1,5,1100
1613,4,22,4022,,1000,1,6,1000
1613,4,20,3526,1,850,1,1,850
1613,4,15,4151,,800,1,5,800
1613,4,18,2790,1,550,1,1,550
1613,4,20,2157,1,520,1,1,520
1613,4,7,3505,1,400,1,1,400
1613,4,26,3505,1,400,1,1,400
1613,4,3,3512,2,340,1,1,340
1613,4,7,2789,1,260,1,1,260
1613,4,18,3501,1,250,1,1,250
1613,4,13,3461,2,200,1,1,200
1613,4,24,3491,2,200,1,1,200
1613,4,13,3455,5,150,1,1,150
1614,4,17,4221,,20000,1,5,20000
1614,4,17,4912,,17000,1,5,17000
1614,4,19,3522,1,8000,1,1,8000
1614,4,17,4211,,11000,1,5,11000
1614,4,17,4632,,4800,1,5,4800
1614,4,10,2784,1,2000,1,1,2000
1614,4,9,4622,,2000,1,1,2000
1614,4,23,4622,,2000,1,1,2000
1614,4,21,3503,1,1900,1,1,1900
1614,4,22,3529,1,1900,1,1,1900
1614,4,19,2134,2,1000,1,1,1000
1614,4,21,3495,1,800,1,1,800
1614,4,22,3527,1,800,1,1,800
1614,4,17,4151,,800,1,5,800
1614,4,10,2790,1,550,1,1,550
1614,4,1,4483,,400,1,5,400
1614,4,2,4483,,400,1,5,400
1614,4,3,4483,,400,1,5,400
1614,4,4,4483,,400,1,5,400
1614,4,5,4483,,400,1,5,400
1614,4,6,4483,,400,1,5,400
1614,4,7,4483,,400,1,5,400
1614,4,8,4483,,400,1,5,400
1614,4,9,4483,,400,1,5,400
1614,4,10,4483,,400,1,5,400
