"recno","date","day","x4_1","x4_2","x4_3","x4_4","x4_5","x4_3drm"
2576,6,15,4221,,4500,1,5,4500
2576,6,15,4151,,3000,1,5,3000
2576,6,21,3503,1,1200,1,1,1200
2576,6,6,4622,,1000,1,1,1000
2576,6,23,4622,,1000,1,1,1000
2576,6,21,2790,1,480,1,1,480
2576,6,21,3501,2,400,1,1,400
2576,6,5,4482,,400,1,5,400
2576,6,21,4482,,400,1,5,400
2576,6,21,2801,10,100,1,1,100
2577,6,9,2785,1,4500,1,1,4500
2577,6,3,3001,,3000,1,5,3000
2577,6,11,3001,,3000,1,5,3000
2577,6,18,3001,,3000,1,5,3000
2577,6,27,3001,,3000,1,5,3000
2577,6,29,4151,,3000,1,5,3000
2577,6,5,4622,,3000,1,1,3000
2577,6,1,2072,10,2800,1,1,2800
2577,6,18,2072,10,2800,1,1,2800
2577,6,20,4622,,2000,1,1,2000
2577,6,9,3503,1,650,1,1,650
2577,6,5,2789,1,300,1,1,300
2577,6,5,3501,2,240,1,1,240
2578,6,5,5151,,24000,1,5,24000
2578,6,6,2261,2,20000,1,1,20000
2578,6,2,2071,30,7500,1,1,7500
2578,6,12,2071,30,7500,1,1,7500
2578,6,22,2071,30,7500,1,1,7500
2578,6,4,3001,,3000,1,5,3000
2578,6,12,3001,,3000,1,5,3000
2578,6,19,3001,,3000,1,5,3000
2578,6,27,3001,,3000,1,5,3000
2578,6,2,4622,,3000,1,1,3000
2578,6,6,4622,,3000,1,1,3000
2578,6,12,4622,,3000,1,1,3000
2578,6,20,4622,,3000,1,1,3000
2578,6,29,4622,,3000,1,1,3000
2578,6,6,2785,4,2000,1,1,2000
2578,6,29,4211,,2000,1,5,2000
2578,6,29,4221,,1800,1,5,1800
2578,6,29,4613,,1100,1,5,1100
2578,6,29,4151,,1000,1,5,1000
2578,6,1,2071,3,750,1,1,750
2578,6,6,3503,1,700,1,1,700
2578,6,6,2790,1,600,1,1,600
2578,6,6,3501,2,300,1,1,300
2579,6,19,2831,,14000,1,5,14000
2579,6,30,4211,,5000,1,5,5000
2579,6,20,4632,,3500,1,5,3500
2579,6,1,2071,10,2500,1,1,2500
2579,6,12,2071,10,2500,1,1,2500
2579,6,21,2071,10,2500,1,1,2500
2579,6,30,4151,,2500,1,5,2500
2579,6,30,4221,,2500,1,5,2500
2579,6,9,4622,,2000,1,1,2000
2579,6,17,2157,1,1600,1,1,1600
2579,6,10,2785,2,1500,1,1,1500
2579,6,18,4622,,1500,1,1,1500
2579,6,10,3503,1,1100,1,1,1100
2579,6,10,4482,,1000,1,6,1000
2579,6,30,4482,,1000,1,6,1000
2579,6,10,3501,3,550,1,1,550
2579,6,10,2790,1,400,1,1,400
2579,6,10,3512,8,360,1,1,360
2579,6,21,3505,1,350,1,1,350
2580,6,7,4632,,5000,1,5,5000
2580,6,5,2981,10,4400,1,5,4400
2580,6,15,2981,10,4400,1,5,4400
2580,6,25,2981,10,4400,1,5,4400
2580,6,23,2252,1,4000,1,1,4000
2580,6,7,4151,,3000,1,5,3000
2580,6,7,4221,,2700,1,5,2700
2580,6,7,4211,,2500,1,5,2500
2580,6,8,4622,,2000,1,1,2000
2580,6,13,4622,,2000,1,1,2000
2580,6,19,4622,,2000,1,1,2000
2580,6,26,4622,,2000,1,1,2000
2580,6,17,2785,1,1850,1,1,1850
2580,6,6,2795,1,1700,1,1,1700
2580,6,17,3503,1,1300,1,1,1300
2580,6,7,4613,,1100,1,5,1100
2580,6,17,3501,3,750,1,1,750
2580,6,6,3526,1,700,1,1,700
2580,6,6,2790,1,650,1,1,650
2580,6,6,3505,1,550,1,1,550
2580,6,17,3512,2,500,1,1,500
2580,6,17,2801,10,100,1,1,100
2581,6,9,2341,3,3400,1,5,3400
2581,6,11,4151,,1000,1,5,1000
2581,6,9,2784,1,450,1,1,450
2581,6,18,4482,,200,1,5,200
2581,6,9,3501,1,150,1,1,150
2581,6,9,2801,10,100,1,1,100
2582,6,17,2831,,20000,1,5,20000
2582,6,20,4632,,2500,1,5,2500
2582,6,17,4211,,2000,1,5,2000
2582,6,17,4221,,1800,1,5,1800
2582,6,5,4622,,1500,1,1,1500
2582,6,19,4622,,1500,1,1,1500
2582,6,17,4613,,1100,1,5,1100
2582,6,15,4482,,1000,1,5,1000
2582,6,14,2785,1,550,1,1,550
2582,6,17,4151,,500,1,5,500
2582,6,18,3512,5,400,1,1,400
2583,6,11,2831,,8000,1,5,8000
2583,6,26,4632,,8000,1,5,8000
2583,6,26,4211,,3900,1,5,3900
2583,6,2,4622,,3500,1,1,3500
2583,6,9,4622,,3500,1,1,3500
2583,6,17,4622,,3500,1,1,3500
2583,6,26,4622,,3500,1,1,3500
2583,6,1,3001,,3000,1,5,3000
2583,6,7,3001,,3000,1,5,3000
2583,6,14,3001,,3000,1,5,3000
2583,6,21,3001,,3000,1,5,3000
2583,6,29,3001,,3000,1,5,3000
2583,6,26,4151,,3000,1,5,3000
2583,6,26,4221,,2900,1,5,2900
2583,6,11,2785,2,1500,1,1,1500
2583,6,11,3503,1,1300,1,1,1300
2583,6,26,4613,,1100,1,5,1100
2583,6,11,3505,1,600,1,1,600
2583,6,11,3512,8,560,1,1,560
2583,6,11,3501,3,450,1,1,450
2583,6,11,2782,2,240,1,1,240
2583,6,11,2801,10,100,1,1,100
2584,6,21,4211,,10000,1,5,10000
2584,6,21,4221,,5000,1,5,5000
2584,6,21,4632,,5000,1,5,5000
2584,6,21,4151,,3000,1,5,3000
2584,6,10,3001,,2000,1,5,2000
2584,6,17,3001,,2000,1,5,2000
2584,6,2,3526,1,1600,1,5,1600
2584,6,1,3503,1,1400,1,1,1400
2584,6,1,2785,1,1300,1,1,1300
2584,6,21,4613,,1100,1,5,1100
2584,6,2,3001,,1000,1,5,1000
2584,6,2,2790,1,700,1,1,700
2584,6,1,3501,3,600,1,1,600
2584,6,9,3501,3,600,1,1,600
2584,6,1,3505,1,550,1,1,550
2584,6,1,3512,5,500,1,1,500
2584,6,9,2795,1,480,1,1,480
2584,6,1,2790,1,450,1,1,450
2584,6,2,2831,,400,1,5,400
2584,6,9,3491,3,360,1,1,360
2584,6,2,3506,1,250,1,5,250
2584,6,1,3512,1,220,1,1,220
2584,6,4,2207,1,200,1,1,200
2584,6,1,2810,1,200,1,1,200
2585,6,14,2831,,6000,1,5,6000
2585,6,21,4211,,2800,1,5,2800
2585,6,21,4221,,1550,1,5,1550
2585,6,5,4622,,1500,1,1,1500
2585,6,7,4622,,1500,1,1,1500
2585,6,17,4622,,1500,1,1,1500
2585,6,21,4151,,1100,1,5,1100
2585,6,21,4613,,1100,1,5,1100
2585,6,10,2790,1,650,1,1,650
2585,6,3,2785,1,500,1,1,500
2585,6,20,3526,1,500,1,1,500
2585,6,21,4614,,500,1,5,500
2585,6,20,3503,1,450,1,1,450
2585,6,7,2790,1,420,1,1,420
2585,6,20,3501,2,400,1,1,400
2585,6,17,4491,,400,1,5,400
2585,6,10,3512,1,220,1,1,220
2585,6,2,2773,2,200,1,1,200
2585,6,20,2828,1,200,1,1,200
2585,6,2,3512,2,200,1,1,200
2585,6,20,3508,1,150,1,1,150
2585,6,10,2801,10,100,1,1,100
2586,6,15,2831,,8000,1,5,8000
2586,6,22,4211,,5000,1,5,5000
2586,6,22,4632,,5000,1,5,5000
2586,6,17,2160,1,4000,1,1,4000
2586,6,17,2252,1,2000,1,1,2000
2586,6,22,4221,,2000,1,5,2000
2586,6,5,2785,1,1700,1,1,1700
2586,6,22,4151,,1500,1,5,1500
2586,6,3,4622,,1500,1,1,1500
2586,6,10,4622,,1500,1,1,1500
2586,6,17,4622,,1500,1,1,1500
2586,6,22,4613,,1100,1,5,1100
2586,6,5,3512,1,500,1,1,500
2586,6,5,2790,1,450,1,1,450
2586,6,11,3501,2,400,1,1,400
2586,6,11,2789,1,270,1,1,270
2586,6,11,2795,1,250,1,1,250
2586,6,5,3512,2,200,1,1,200
2587,6,22,2831,,15000,1,5,15000
2587,6,19,4632,,10000,1,5,10000
2587,6,19,4221,,6000,1,5,6000
2587,6,19,4211,,5000,1,5,5000
2587,6,7,2991,10,4500,1,5,4500
2587,6,22,2991,10,4500,1,5,4500
2587,6,19,4151,,2000,1,5,2000
2587,6,2,2785,3,1500,1,1,1500
2587,6,1,4622,,1500,1,1,1500
2587,6,17,4622,,1500,1,1,1500
2587,6,7,4622,,1400,1,1,1400
2587,6,12,4622,,1400,1,1,1400
2587,6,19,4613,,1100,1,5,1100
2587,6,1,3503,1,900,1,1,900
2587,6,2,3514,1,700,1,1,700
2587,6,18,2790,1,650,1,1,650
2587,6,5,3505,1,500,1,1,500
2587,6,18,3512,5,500,1,1,500
2587,6,5,3512,1,400,1,1,400
2587,6,17,3512,1,360,1,1,360
2587,6,2,3512,3,300,1,1,300
2587,6,3,2795,1,270,1,1,270
2587,6,2,3501,1,270,1,1,270
2587,6,16,2789,1,250,1,1,250
2588,6,25,2831,,21800,1,5,21800
2588,6,23,2194,1,20000,1,1,20000
2588,6,26,2160,1,8000,1,1,8000
2588,6,13,2675,1,6000,1,1,6000
2588,6,8,3506,1,6000,1,6,6000
2588,6,26,2160,1,5500,1,1,5500
2588,6,10,4211,,3300,1,5,3300
2588,6,5,4491,,3000,1,6,3000
2588,6,7,4622,,3000,1,5,3000
2588,6,15,4622,,3000,1,5,3000
2588,6,22,4622,,3000,1,5,3000
2588,6,6,3503,1,2800,1,1,2800
2588,6,6,3505,2,2500,1,1,2500
2588,6,8,5021,,2500,1,6,2500
2588,6,10,4622,,2000,1,5,2000
2588,6,17,4622,,2000,1,5,2000
2588,6,24,5011,,2000,1,5,2000
2588,6,8,3527,1,1800,1,6,1800
2588,6,6,2785,1,1720,1,1,1720
2588,6,7,2818,1,1700,1,1,1700
2588,6,6,3503,1,1650,1,1,1650
2588,6,22,3577,1,1500,1,6,1500
2588,6,6,2784,2,1300,1,1,1300
2588,6,10,4613,,1150,1,5,1150
2588,6,8,3527,1,1100,1,6,1100
2588,6,6,3501,5,1000,1,1,1000
2588,6,25,5253,,1000,1,5,1000
2588,6,10,4221,,950,1,5,950
2588,6,26,3577,1,900,1,1,900
2588,6,12,4491,,800,1,5,800
2588,6,15,4491,,800,1,5,800
2588,6,16,4491,,800,1,5,800
2588,6,6,3511,2,780,1,1,780
2588,6,26,3512,3,720,1,1,720
2588,6,8,3501,1,650,1,6,650
2588,6,6,3577,1,650,1,1,650
2588,6,6,3512,2,520,1,1,520
2588,6,10,4151,,500,1,5,500
2588,6,26,3512,3,450,1,1,450
2588,6,15,3577,1,450,1,1,450
2588,6,20,3341,4,400,1,1,400
2588,6,22,3501,1,400,1,6,400
2588,6,20,4491,,400,1,6,400
2588,6,21,4491,,400,1,6,400
2588,6,27,4491,,400,1,6,400
2588,6,30,4491,,400,1,5,400
2588,6,17,2789,1,300,1,1,300
2589,6,19,4211,,7000,1,5,7000
2589,6,19,4614,,6000,1,5,6000
2589,6,19,4632,,5000,1,5,5000
2589,6,19,4221,,4000,1,5,4000
2589,6,19,4151,,1500,1,5,1500
2589,6,19,4622,,1400,1,1,1400
2589,6,3,4622,,1300,1,1,1300
2589,6,10,4622,,1300,1,1,1300
2589,6,12,4622,,1300,1,1,1300
2589,6,14,4622,,1300,1,1,1300
2589,6,1,4622,,1200,1,1,1200
2589,6,19,4613,,1100,1,5,1100
2589,6,8,3503,1,950,1,1,950
2589,6,3,2790,1,650,1,1,650
2589,6,16,2795,1,650,1,1,650
2589,6,1,2785,1,600,1,1,600
2589,6,18,3501,4,520,1,1,520
2589,6,1,3501,2,500,1,1,500
2589,6,1,3503,1,500,1,1,500
2589,6,13,2784,1,430,1,1,430
2589,6,8,3512,1,400,1,1,400
2589,6,17,3512,1,400,1,1,400
2589,6,5,3512,3,360,1,1,360
2589,6,18,3512,3,360,1,1,360
2589,6,2,2789,1,250,1,1,250
2589,6,13,2789,1,250,1,1,250
2589,6,5,2773,2,200,1,1,200
2589,6,5,2801,10,100,1,1,100
2590,6,5,4041,,30000,1,6,30000
2590,6,21,4211,,6000,1,5,6000
2590,6,21,4221,,4000,1,5,4000
2590,6,21,4151,,3400,1,5,3400
2590,6,8,2790,1,900,1,1,900
2590,6,16,3510,6,900,1,5,900
2590,6,5,3512,1,700,1,5,700
2590,6,1,3510,4,600,1,5,600
2590,6,2,3503,1,550,1,1,550
2590,6,5,4622,,500,1,1,500
2590,6,12,4622,,500,1,1,500
2590,6,3,3505,1,450,1,1,450
2590,6,3,2795,1,250,1,1,250
2590,6,2,3501,1,250,1,1,250
2590,6,9,3501,1,200,1,1,200
2590,6,16,3501,1,200,1,1,200
2590,6,9,2801,10,100,1,1,100
2591,6,24,4221,,14280,1,5,14280
2591,6,24,4632,,6000,1,5,6000
2591,6,24,4211,,5100,1,5,5100
2591,6,24,4623,,4500,1,5,4500
2591,6,26,3503,2,3000,1,6,3000
2591,6,24,4151,,3000,1,5,3000
2591,6,10,2795,1,1650,1,1,1650
2591,6,21,2785,1,1500,1,1,1500
2591,6,3,4622,,1500,1,1,1500
2591,6,10,4622,,1500,1,1,1500
2591,6,20,4622,,1500,1,1,1500
2591,6,30,4622,,1500,1,1,1500
2591,6,6,3501,1,1200,1,1,1200
2591,6,1,3514,1,1200,1,1,1200
2591,6,24,4613,,1100,1,5,1100
2591,6,22,2824,,1000,1,5,1000
2591,6,4,3505,1,1000,1,6,1000
2591,6,23,3505,1,1000,1,6,1000
2591,6,6,3512,2,800,1,1,800
2591,6,1,3501,2,700,1,1,700
2591,6,6,2790,1,680,1,1,680
2591,6,4,3512,2,600,1,1,600
2591,6,10,2773,2,500,1,1,500
2591,6,22,2824,,500,1,5,500
2591,6,21,2795,1,480,1,1,480
2591,6,10,2810,2,300,1,1,300
2591,6,22,2824,,300,1,5,300
2591,6,26,2801,10,100,1,1,100
2592,6,1,4041,,40000,1,6,40000
2592,6,14,2152,1,20000,1,4,20000
2592,6,5,2824,,17000,1,5,17000
2592,6,3,2261,2,16000,1,2,16000
2592,6,6,2181,1,12000,1,2,12000
2592,6,19,4211,,10500,1,5,10500
2592,6,19,4632,,10000,1,5,10000
2592,6,19,4221,,4800,1,5,4800
2592,6,2,4622,,4500,1,5,4500
2592,6,11,2261,1,2500,1,4,2500
2592,6,1,3503,1,1500,1,1,1500
2592,6,19,4151,,1000,1,5,1000
2592,6,2,4491,,1000,1,5,1000
2592,6,9,4491,,1000,1,5,1000
2592,6,1,3501,2,800,1,1,800
2592,6,1,2785,1,700,1,1,700
2592,6,1,2790,1,500,1,1,500
2592,6,18,4491,,400,1,5,400
2592,6,24,4491,,400,1,5,400
2592,6,15,3512,1,150,1,1,150
2593,7,1,2072,30,15000,1,1,15000
2593,7,21,4221,,7300,1,5,7300
2593,7,21,4211,,8800,1,5,8800
2593,7,5,3001,,5000,1,5,5000
2593,7,16,3001,,5000,1,5,5000
2593,7,25,3001,,5000,1,5,5000
2593,7,15,4632,,4500,1,5,4500
2593,7,21,4623,,4000,1,5,4000
2593,7,12,4622,,2000,1,5,2000
2593,7,21,4151,,1800,1,5,1800
2593,7,26,5011,,1500,1,6,1500
2593,7,9,3503,1,1200,1,1,1200
2593,7,4,3526,1,1100,1,1,1100
2593,7,21,4613,,1100,1,5,1100
2593,7,19,2784,1,550,1,1,550
2593,7,4,3523,1,450,1,1,450
2593,7,9,3512,1,410,1,1,410
2593,7,19,2790,1,320,1,1,320
2593,7,9,3501,1,320,1,1,320
2593,7,26,3527,1,300,1,1,300
2593,7,9,3512,2,200,1,1,200
2593,7,26,3529,1,200,1,1,200
2593,7,19,2810,1,100,1,1,100
2594,7,13,4041,,32000,1,6,32000
2594,7,17,4211,,11500,1,5,11500
2594,7,17,4623,,3000,1,5,3000
2594,7,24,2831,,2500,1,6,2500
2594,7,17,4623,,2500,1,5,2500
2594,7,17,4151,,2200,1,5,2200
2594,7,10,4622,,1000,1,6,1000
2594,7,6,5001,,1000,1,6,1000
2594,7,21,3491,2,300,1,1,300
2594,7,21,3506,1,280,1,1,280
2594,7,12,2785,1,240,1,1,240
2594,7,12,2790,1,180,1,1,180
2594,7,21,3508,1,180,1,1,180
2594,7,12,3512,2,180,1,1,180
2594,7,21,3512,1,130,1,1,130
2594,7,12,3501,1,110,1,1,110
2594,7,28,3512,1,100,1,1,100
2595,7,20,4221,,9150,1,5,9150
2595,7,15,2250,1,8500,1,1,8500
2595,7,16,2824,,8500,1,6,8500
2595,7,20,4211,,9500,1,5,9500
2595,7,4,4632,,6000,1,5,6000
2595,7,15,2151,1,5000,1,1,5000
2595,7,3,5024,,5000,1,6,5000
2595,7,15,3553,1,4500,1,1,4500
2595,7,4,4622,,4000,1,5,4000
2595,7,20,4151,,2800,1,5,2800
2595,7,14,4622,,1500,1,6,1500
2595,7,24,4622,,1500,1,5,1500
2595,7,27,2785,2,1100,1,1,1100
2595,7,20,4613,,1100,1,5,1100
2595,7,3,5011,,1000,1,6,1000
2595,7,21,2795,1,850,1,1,850
2595,7,27,3503,1,700,1,1,700
2595,7,7,3514,1,650,1,1,650
2595,7,27,3512,1,440,1,1,440
2595,7,7,3501,2,400,1,1,400
2595,7,10,4481,,400,1,5,400
2595,7,21,4481,,400,1,5,400
2595,7,7,3505,1,320,1,1,320
2595,7,15,3571,1,300,1,1,300
2595,7,21,2789,1,250,1,1,250
2595,7,7,2790,1,230,1,1,230
2595,7,27,3512,2,200,1,1,200
2596,7,17,5151,,25000,1,6,25000
2596,7,19,4211,,11500,1,5,11500
2596,7,3,2831,,5000,1,5,5000
2596,7,2,3001,,4000,1,5,4000
2596,7,15,3001,,4000,1,5,4000
2596,7,29,3001,,4000,1,6,4000
2596,7,19,4622,,3500,1,5,3500
2596,7,3,2826,,3000,1,6,3000
2596,7,13,3503,1,1100,1,1,1100
2596,7,19,4151,,800,1,5,800
2596,7,10,2787,1,410,1,1,410
2596,7,6,3511,1,280,1,1,280
2596,7,13,3527,1,280,1,1,280
2596,7,13,3501,1,240,1,1,240
2596,7,6,3512,1,240,1,1,240
2596,7,10,2785,1,220,1,1,220
2596,7,10,2789,1,200,1,1,200
2596,7,6,3512,2,200,1,1,200
2596,7,6,3513,1,120,1,1,120
2597,7,16,4221,,6350,1,5,6350
2597,7,16,4211,,7300,1,5,7300
2597,7,1,2266,1,4200,1,1,4200
2597,7,18,4484,,3000,1,5,3000
2597,7,10,4622,,2000,1,1,2000
2597,7,18,3524,1,1600,1,1,1600
2597,7,16,4151,,1200,1,5,1200
2597,7,18,5011,,1200,1,6,1200
2597,7,16,4613,,1100,1,5,1100
2597,7,18,3509,1,1000,1,1,1000
2597,7,3,3503,1,780,1,1,780
2597,7,12,2785,1,480,1,1,480
2597,7,8,4481,,400,1,5,400
2597,7,3,3513,1,350,1,1,350
2597,7,3,3506,1,320,1,1,320
2597,7,12,3511,1,300,1,1,300
2597,7,1,2196,1,250,1,1,250
2597,7,3,3512,2,220,1,1,220
2597,7,12,2790,1,180,1,1,180
2598,7,17,4221,,11000,1,5,11000
2598,7,17,4211,,10500,1,5,10500
2598,7,6,4632,,6000,1,5,6000
2598,7,17,4623,,4000,1,5,4000
2598,7,17,4151,,3000,1,5,3000
2598,7,4,4622,,1600,1,6,1600
2598,7,23,4622,,1500,1,6,1500
2598,7,17,4613,,1100,1,5,1100
2598,7,15,3503,1,650,1,1,650
2598,7,15,3511,2,600,1,1,600
2598,7,11,2785,1,520,1,1,520
2598,7,24,2785,1,520,1,1,520
2598,7,4,3495,2,440,1,1,440
2598,7,9,4481,,400,1,5,400
2598,7,20,4481,,400,1,5,400
2598,7,25,3494,1,380,1,1,380
2598,7,15,3527,1,350,1,1,350
2598,7,4,2819,1,300,1,1,300
2598,7,11,3512,3,300,1,1,300
2598,7,4,3503,1,280,1,1,280
2598,7,24,2790,1,240,1,1,240
2598,7,25,3508,1,220,1,1,220
2598,7,15,3529,1,200,1,1,200
2598,7,25,3529,1,200,1,1,200
2598,7,4,3501,1,180,1,1,180
2598,7,24,3501,1,180,1,1,180
2598,7,11,3512,1,180,1,1,180
2598,7,24,3512,1,180,1,1,180
2598,7,11,3513,1,120,1,1,120
2599,7,8,2149,1,10500,1,1,10500
2599,7,1,2072,20,8000,1,1,8000
2599,7,22,4221,,8000,1,5,8000
2599,7,22,4211,,8300,1,5,8300
2599,7,2,3001,,5000,1,5,5000
2599,7,13,3001,,5000,1,5,5000
2599,7,24,3001,,5000,1,5,5000
2599,7,10,4632,,4500,1,5,4500
2599,7,7,4623,,4000,1,5,4000
2599,7,7,4623,,3500,1,5,3500
2599,7,3,3553,1,2800,1,1,2800
2599,7,22,4151,,2000,1,5,2000
2599,7,3,2134,3,1560,1,1,1560
2599,7,16,4622,,1500,1,6,1500
2599,7,20,2785,2,1100,1,1,1100
2599,7,22,4613,,1100,1,5,1100
2599,7,3,2133,5,1000,1,1,1000
2599,7,3,2213,10,1000,1,1,1000
2599,7,28,4021,,1000,1,6,1000
2599,7,6,5011,,1000,1,6,1000
2599,7,15,3503,1,850,1,1,850
2599,7,20,3506,1,850,1,1,850
2599,7,8,3509,1,850,1,1,850
2599,7,15,3526,1,760,1,1,760
2599,7,20,3501,2,400,1,1,400
2599,7,6,4481,,400,1,5,400
2599,7,16,4481,,400,1,5,400
2599,7,25,4481,,400,1,5,400
2599,7,8,3505,1,350,1,1,350
2599,7,20,3491,2,340,1,1,340
2599,7,20,3512,3,330,1,1,330
2599,7,15,3512,2,260,1,1,260
2599,7,15,2851,1,200,1,6,200
2600,7,25,4425,,12000,1,6,12000
2600,7,17,3522,1,10500,1,6,10500
2600,7,1,2072,20,10000,1,1,10000
2600,7,3,2826,,6000,1,6,6000
2600,7,2,3001,,4000,1,5,4000
2600,7,11,3001,,4000,1,5,4000
2600,7,19,3001,,4000,1,5,4000
2600,7,28,3001,,4000,1,5,4000
2600,7,17,3524,1,3500,1,6,3500
2600,7,14,4211,,5800,1,5,5800
2600,7,14,4221,,1700,1,5,1700
2600,7,22,3526,1,1300,1,1,1300
2600,7,17,3523,1,1100,1,6,1100
2600,7,22,3503,1,1050,1,1,1050
2600,7,13,2785,1,550,1,1,550
2600,7,14,4151,,530,1,5,530
2600,7,5,3511,1,380,1,1,380
2600,7,22,3527,1,350,1,1,350
2600,7,13,2790,1,320,1,1,320
2600,7,13,3501,1,280,1,1,280
2600,7,5,3513,2,240,1,1,240
2600,7,9,2773,1,220,1,1,220
2600,7,9,3508,1,200,1,1,200
2600,7,9,3512,2,200,1,1,200
2600,7,13,2810,1,100,1,1,100
2601,7,24,4211,,10500,1,5,10500
2601,7,1,2072,20,7000,1,1,7000
2601,7,4,4632,,6000,1,5,6000
2601,7,19,2179,1,5400,1,1,5400
2601,7,22,2824,,4500,1,6,4500
2601,7,24,4221,,4300,1,5,4300
2601,7,14,4623,,4000,1,5,4000
2601,7,19,2266,1,3800,1,1,3800
2601,7,24,4151,,2800,1,5,2800
2601,7,17,4622,,2000,1,1,2000
2601,7,27,4622,,1300,1,6,1300
2601,7,24,4613,,1100,1,5,1100
2601,7,6,4481,,1000,1,5,1000
2601,7,15,4481,,1000,1,5,1000
2601,7,21,4481,,1000,1,5,1000
2601,7,28,4481,,1000,1,5,1000
2601,7,26,5011,,1000,1,6,1000
2601,7,19,3503,1,780,1,1,780
2601,7,26,3526,1,760,1,1,760
2601,7,3,2785,1,510,1,1,510
2601,7,10,3503,1,480,1,1,480
2601,7,19,3506,1,380,1,1,380
2601,7,10,3511,1,350,1,1,350
2601,7,3,2790,1,280,1,1,280
2601,7,3,3512,3,240,1,1,240
2601,7,3,3512,1,220,1,1,220
2601,7,10,3491,1,180,1,1,180
2601,7,10,3513,1,120,1,1,120
2601,7,3,2810,1,100,1,1,100
2602,7,27,4211,,6400,1,5,6400
2602,7,27,4221,,3000,1,5,3000
2602,7,25,4622,2,3000,1,5,3000
2602,7,17,2831,,1750,1,5,1750
2602,7,25,4613,,1100,1,5,1100
2602,7,17,4387,,1000,1,5,1000
2602,7,26,2808,1,800,1,3,800
2602,7,14,4483,,800,1,5,800
2602,7,25,4151,,700,1,5,700
2602,7,26,2782,2,600,1,1,600
2602,7,25,4161,,400,1,5,400
2602,7,26,3501,1,350,1,1,350
2602,7,26,2790,1,300,1,1,300
2602,7,17,4365,,200,1,5,200
2602,7,25,4483,,200,1,5,200
2603,7,13,3001,,40000,1,5,40000
2603,7,14,4632,,7000,1,5,7000
2603,7,13,4211,,8800,1,5,8800
2603,7,14,4622,,5000,1,5,5000
2603,7,13,4221,,4200,1,5,4200
2603,7,16,3503,2,2200,1,1,2200
2603,7,16,2788,1,1700,1,1,1700
2603,7,21,2785,3,1650,1,1,1650
2603,7,16,3527,1,1500,1,1,1500
2603,7,14,4613,,1100,1,5,1100
2603,7,13,4161,,1000,1,5,1000
2603,7,16,2790,1,750,1,1,750
2603,7,16,3508,1,200,1,1,200
2603,7,16,3529,1,200,1,1,200
2604,7,20,4211,,9800,1,5,9800
2604,7,19,2785,10,6000,1,5,6000
2604,7,20,4221,,5500,1,5,5500
2604,7,18,4622,,5000,1,1,5000
2604,7,17,4632,,5000,1,5,5000
2604,7,20,4151,,3000,1,5,3000
2604,7,17,4801,,3000,1,5,3000
2604,7,5,4483,,1800,1,5,1800
2604,7,18,4613,,1100,1,5,1100
2604,7,16,4483,,800,1,5,800
2604,7,21,4483,,800,1,5,800
2604,7,23,4483,,800,1,5,800
2604,7,27,4483,,800,1,5,800
2604,7,28,4483,,800,1,5,800
2604,7,17,4483,,600,1,5,600
2604,7,20,4483,,600,1,5,600
2604,7,19,3512,4,480,1,1,480
2604,7,19,2789,3,450,1,1,450
2604,7,3,4483,,400,1,5,400
2604,7,24,4483,,400,1,5,400
2605,7,13,4211,,6800,1,5,6800
2605,7,13,4221,,2700,1,5,2700
2605,7,16,4622,2,2000,1,1,2000
2605,7,16,2831,,1300,1,5,1300
2605,7,13,4613,,1100,1,5,1100
2605,7,14,4151,,900,1,5,900
2605,7,15,3501,1,400,1,1,400
2605,7,15,2782,1,300,1,1,300
2605,7,16,3501,2,200,1,1,200
2605,7,15,3512,2,200,1,1,200
2605,7,14,4161,,200,1,5,200
2606,7,13,4041,,50000,1,5,50000
2606,7,5,4211,,8700,1,5,8700
2606,7,10,2071,15,4500,1,1,4500
2606,7,7,4221,,4000,1,5,4000
2606,7,5,4632,,4000,1,5,4000
2606,7,9,4151,,1200,1,5,1200
2606,7,7,4613,,1100,1,5,1100
2606,7,19,2785,2,760,1,1,760
2606,7,7,4483,,600,1,5,600
2606,7,9,4161,,400,1,5,400
2606,7,4,4483,,400,1,5,400
2606,7,9,4483,,400,1,5,400
2606,7,19,3512,2,300,1,1,300
2606,7,19,2810,3,250,1,1,250
2607,7,20,3001,,50000,1,5,50000
2607,7,10,2071,60,18000,1,1,18000
2607,7,8,4211,,9800,1,5,9800
2607,7,8,4221,,6000,1,5,6000
2607,7,18,4632,,6000,1,1,6000
2607,7,17,2134,4,2000,1,3,2000
2607,7,11,2785,5,2000,1,1,2000
2607,7,8,4151,,2000,1,5,2000
2607,7,17,2133,10,1500,1,3,1500
2607,7,11,3503,2,1500,1,1,1500
2607,7,17,2213,6,1200,1,3,1200
2607,7,14,4483,,600,1,5,600
2607,7,11,3501,1,550,1,1,550
2607,7,14,3512,2,400,1,1,400
2607,7,2,4483,,400,1,6,400
2607,7,4,4483,,400,1,6,400
2607,7,10,4483,,400,1,5,400
2607,7,21,4483,,400,1,5,400
2607,7,12,3512,3,360,1,1,360
2607,7,12,3505,1,350,1,1,350
2607,7,11,2789,2,300,1,1,300
2608,7,14,4221,,4300,1,5,4300
2608,7,14,4211,,3500,1,5,3500
2608,7,12,4613,,1100,1,5,1100
2608,7,14,4151,,1000,1,5,1000
2608,7,22,2785,2,900,1,1,900
2608,7,31,2831,,750,1,5,750
