"recno","y1_1","y1_2","y1_3","y1_3drm","y1_4","y1_5"
2755,1,13,7800,2600,1,7
2755,1,18,20000,20000,1,3
2756,1,3,42000,42000,1,3
2757,1,1,450000,450000,1,3
2758,1,3,60000,60000,1,3
2758,1,18,50000,50000,1,3
2759,2,5,28000,28000,1,3
2759,2,18,20000,6666.66666666667,1,7
2759,2,19,5000,41600,2,3
2760,1,1,60000,60000,1,3
2760,2,1,20000,20000,1,3
2761,1,1,85000,85000,1,3
2761,1,21,30000,10000,1,7
2762,1,1,120000,120000,1,3
2762,1,18,30000,10000,1,7
2763,1,3,42000,42000,1,3
2763,2,3,30000,30000,1,3
2763,3,1,120000,120000,1,3
2764,1,3,48000,48000,1,3
2765,1,3,39500,39500,1,3
2765,2,3,40000,40000,1,3
2765,3,13,120000,120000,1,3
2765,6,1,95000,95000,1,3
2766,1,3,47000,47000,1,3
2767,1,3,42400,42400,1,3
2767,2,13,130000,43333.3333333333,1,7
2767,3,1,80000,26666.6666666667,1,7
2768,1,2,200000,200000,1,3
2768,4,3,18000,18000,1,3
2768,5,3,47000,47000,1,3
2769,1,1,130000,130000,1,3
2769,1,3,45000,45000,1,3
2769,2,3,35000,35000,1,3
2770,1,1,95000,95000,1,3
2770,6,1,105000,105000,1,3
2770,7,3,39000,39000,1,3
2771,1,1,80000,80000,1,3
2772,1,3,46300,46300,1,3
2772,2,13,170000,170000,1,3
2773,1,13,150000,150000,1,3
2774,2,13,100000,100000,1,3
2774,2,19,200,95466,3,3
2775,1,13,150000,150000,1,3
2776,1,1,120000,120000,1,3
2776,2,21,100000,33333.3333333333,1,7
2777,1,2,100000,33333.3333333333,1,7
2777,1,19,100000,100000,1,3
2777,1,21,100000,33333.3333333333,1,7
2778,1,13,200000,200000,1,3
2779,1,13,160000,160000,1,3
2780,1,18,100000,33333.3333333333,1,7
2781,1,3,34000,34000,1,3
2781,1,19,120,57279.6,3,3
2782,1,13,150000,50000,1,7
2782,3,1,170000,170000,1,3
2783,1,13,200000,66666.6666666667,1,7
2784,1,13,135000,45000,1,7
2784,4,1,200000,200000,1,3
2785,1,13,188000,62666.6666666667,1,7
2786,1,1,120000,40000,1,7
2786,2,1,100000,33333.3333333333,1,7
2786,3,1,135000,45000,1,7
2786,4,1,70000,23333.3333333333,1,7
2787,1,1,80000,26666.6666666667,1,7
2787,1,13,69000,69000,1,3
2787,1,19,150,71599.5,3,3
2788,1,1,100000,33333.3333333333,1,7
2788,1,3,46000,46000,1,3
2788,2,1,150000,150000,1,3
2788,3,1,80000,26666.6666666667,1,7
2789,2,1,80000,80000,1,3
2789,2,19,200,95466,3,3
2790,1,3,42500,42500,1,3
2790,2,13,110000,36666.6666666667,1,7
2790,4,2,165000,165000,1,3
2791,1,1,70000,70000,1,3
2792,1,3,38000,38000,1,3
2792,2,3,39000,39000,1,3
2792,3,1,150000,150000,1,3
2793,1,1,1500,45000,1,1
2793,1,3,16000,16000,1,3
2793,2,1,27000,27000,1,3
2793,2,3,50000,50000,1,3
2793,4,19,100000,100000,1,3
2793,5,3,21000,21000,1,3
2794,1,2,150000,150000,1,3
2794,4,1,120000,120000,1,3
2795,1,1,120000,120000,1,3
2796,1,1,200000,200000,1,3
2797,1,1,240000,240000,1,3
2797,2,1,215000,215000,1,3
2798,1,1,310000,310000,1,3
2798,2,3,23000,23000,1,3
2798,3,1,300000,300000,1,3
2799,3,1,140000,140000,1,3
2800,1,3,27000,27000,1,3
2800,1,19,2000,16640,2,3
2801,1,21,30000,30000,1,3
2802,1,3,25000,25000,1,3
2802,1,19,10000,83200,2,3
2803,1,5,35000,35000,1,3
2804,2,19,10000,83200,2,3
2805,1,1,450000,450000,1,3
2805,2,1,210000,210000,1,3
2805,3,1,300000,300000,1,3
2806,1,1,300000,300000,1,3
2806,2,1,300000,300000,1,3
2806,3,1,170000,170000,1,3
2807,1,3,52000,52000,1,3
2807,2,3,41000,41000,1,3
2808,2,1,120000,120000,1,3
2809,1,3,42000,42000,1,3
2809,2,13,60000,60000,1,3
2810,1,3,40000,40000,1,3
2810,1,13,50000,50000,1,3
2810,2,3,32000,32000,1,3
2811,1,3,42000,42000,1,3
2811,1,13,50000,50000,1,3
2811,2,3,31000,31000,1,3
2812,1,13,50000,50000,1,3
2812,3,1,120000,120000,1,3
2813,1,1,80000,80000,1,3
2813,2,13,50000,50000,1,3
2814,1,1,80000,80000,1,3
2814,2,13,60000,60000,1,3
2814,3,1,80000,80000,1,3
2815,1,13,50000,50000,1,3
2815,2,1,80000,80000,1,3
2816,1,1,120000,120000,1,3
2816,2,13,50000,50000,1,3
2816,3,1,100000,100000,1,3
2817,1,1,90000,90000,1,3
2817,2,13,50000,50000,1,3
2817,3,1,100000,100000,1,3
2818,1,3,43000,43000,1,3
2818,1,19,100,47733,3,3
2819,1,2,200000,66666.6666666667,1,7
2819,2,5,28000,28000,1,3
2820,1,3,41000,41000,1,3
2820,3,19,400,190932,3,3
2821,2,1,120000,120000,1,3
2822,1,1,250000,250000,1,3
2823,1,3,52000,52000,1,3
2823,1,19,200,95466,3,3
2823,2,3,43000,43000,1,3
2824,1,3,50000,50000,1,3
2824,2,3,40000,40000,1,3
2824,4,1,75000,75000,1,3
2824,4,19,400,190932,3,3
2825,1,1,160000,160000,1,3
2826,1,1,140000,46666.6666666667,1,7
2827,1,3,41000,41000,1,3
2827,1,13,30000,30000,1,3
2827,2,1,160000,160000,1,3
2828,1,3,45000,45000,1,3
2828,3,13,80000,26666.6666666667,1,7
2829,1,3,40000,40000,1,3
2829,2,3,30000,30000,1,3
2829,2,13,25000,25000,1,3
2829,3,3,60000,60000,1,3
2830,1,3,37000,37000,1,3
2830,3,3,36000,36000,1,3
2830,3,13,20000,20000,1,3
2831,2,13,20000,20000,1,3
2832,1,3,36000,36000,1,3
2832,2,13,18000,18000,1,3
2833,1,13,15000,15000,1,3
2834,1,3,43000,43000,1,3
2834,2,3,49000,49000,1,3
2834,2,13,30000,30000,1,3
2835,1,1,80000,80000,1,3
2835,1,3,43000,43000,1,3
2835,2,13,15000,15000,1,3
2836,1,19,150,71599.5,3,3
2837,1,3,41000,41000,1,3
2838,2,19,20000,166400,2,3
2839,1,3,38000,38000,1,3
2839,2,19,10000,83200,2,3
2840,1,3,19000,19000,1,3
2840,2,1,120000,40000,1,7
2840,2,3,19000,19000,1,3
2841,1,1,60000,60000,1,3
2842,1,1,80000,80000,1,3
2842,1,5,28000,28000,1,3
2843,1,5,22500,22500,1,3
2843,2,3,16000,16000,1,3
2843,3,3,16000,16000,1,3
2844,1,3,41000,41000,1,3
2845,1,21,80000,80000,1,3
2845,2,13,15000,15000,1,3
2845,4,5,43000,43000,1,3
2846,1,2,50000,50000,1,3
2846,2,21,50000,50000,1,3
2847,1,3,42000,42000,1,3
2847,1,13,22000,22000,1,3
2847,3,19,20000,20000,1,3
2848,1,13,10000,10000,1,3
2848,1,21,5000,5000,1,3
2849,2,13,15000,15000,1,3
2849,2,19,30000,83200,2,7
2849,4,5,32000,32000,1,3
2850,2,19,90000,249600,2,7
2850,10,3,36000,36000,1,3
2851,2,19,30000,83200,2,7
2852,1,1,80000,80000,1,3
2852,1,3,21000,21000,1,3
2852,2,1,50000,50000,1,3
2852,5,13,30000,30000,1,3
2853,2,5,32000,32000,1,3
2853,2,13,15000,15000,1,3
2853,2,19,30000,83200,2,7
2853,6,3,32000,32000,1,3
2854,1,3,38000,38000,1,3
2854,1,13,25000,8333.33333333333,1,7
2854,2,3,32000,32000,1,3
2855,1,13,45000,45000,1,3
2855,2,1,57000,57000,1,3
2856,2,21,42000,10500,1,6
2857,1,3,33000,33000,1,3
2857,1,5,17000,17000,1,3
2858,1,5,23000,23000,1,3
2858,1,13,20000,20000,1,3
2858,2,21,30000,10000,1,7
2859,1,1,61000,61000,1,3
2859,1,21,20000,6666.66666666667,1,7
2860,1,3,32000,32000,1,3
2860,1,22,50000,16666.6666666667,1,7
2860,5,5,21000,21000,1,3
2861,2,3,28000,28000,1,3
2861,2,21,40000,13333.3333333333,1,7
2862,1,3,39000,39000,1,3
2863,1,3,38000,38000,1,3
2863,2,1,50000,50000,1,3
2864,1,1,50000,50000,1,3
2865,1,1,75000,75000,1,3
2865,2,1,45000,45000,1,3
2865,3,1,60000,60000,1,3
2866,1,3,37000,37000,1,3
2866,1,18,30000,30000,1,3
2867,2,3,18000,18000,1,3
2867,2,5,22000,22000,1,3
2868,1,3,34000,34000,1,3
2868,1,5,17000,17000,1,3
2869,2,1,1500,45000,1,1
2869,2,19,5000,41600,2,3
2870,1,3,29000,29000,1,3
2870,1,19,5000,3466.66666666667,2,4
2870,2,1,7500,225000,1,1
2870,2,19,50,26263.5,4,3
2871,1,3,32000,32000,1,3
2871,1,5,17000,17000,1,3
2872,1,1,120000,120000,1,3
2872,1,3,30000,30000,1,3
2872,2,1,100000,100000,1,3
2873,1,3,35000,35000,1,3
2873,1,21,15000,2500,1,5
2874,1,5,30000,30000,1,3
2874,1,19,4000,33280,2,3
2874,2,3,24000,24000,1,3
2874,3,3,24000,24000,1,3
2875,1,3,40000,40000,1,3
2875,2,3,33000,33000,1,3
2876,1,3,33000,33000,1,3
2876,2,3,43000,43000,1,3
2876,4,5,28000,28000,1,3
2877,1,1,60000,60000,1,3
2877,2,21,20000,6666.66666666667,1,7
2878,1,3,32000,32000,1,3
2878,2,1,100000,100000,1,3
2878,3,5,33000,33000,1,3
2879,1,1,100000,100000,1,3
2880,1,3,45000,45000,1,3
2880,2,1,70000,70000,1,3
2880,2,3,20000,20000,1,3
2881,1,3,42000,42000,1,3
2881,1,5,32000,32000,1,3
2881,2,1,110000,110000,1,3
2882,1,3,48000,48000,1,3
2882,2,1,85000,85000,1,3
2882,5,19,25000,69333.3333333333,2,7
2883,1,3,36500,36500,1,3
2883,2,27,25000,25000,1,3
2883,3,1,65000,65000,1,3
2883,3,5,32000,32000,1,3
2883,3,19,5000,41600,2,3
2884,1,3,37000,37000,1,3
2884,2,3,32000,32000,1,3
2884,2,19,5000,13866.6666666667,2,7
2885,1,1,130000,130000,1,3
2885,4,19,10000,83200,2,3
2886,1,21,100000,33333.3333333333,1,7
2886,3,1,120000,120000,1,3
2887,1,1,180000,180000,1,3
2888,1,1,120000,120000,1,3
2888,2,1,120000,120000,1,3
2888,3,1,50000,50000,1,3
2889,2,2,90000,90000,1,3
2889,2,19,20000,166400,2,3
2889,3,1,130000,130000,1,3
2889,4,1,65000,65000,1,3
2890,1,1,80000,80000,1,3
2891,1,1,80000,80000,1,3
2892,1,1,64000,64000,1,3
2892,1,19,3000,24960,2,3
2893,1,1,50000,50000,1,3
2893,2,1,65000,65000,1,3
2893,3,1,100000,100000,1,3
2893,4,1,35000,35000,1,3
2894,1,3,34000,34000,1,3
2894,2,1,180000,180000,1,3
2895,1,3,38000,38000,1,3
2895,1,19,10000,83200,2,3
2895,3,1,75000,75000,1,3
2896,1,3,21500,21500,1,3
2896,1,5,30000,30000,1,3
2897,1,1,300000,300000,1,3
2897,1,3,33200,33200,1,3
2897,3,1,80000,80000,1,3
2898,1,1,200000,200000,1,3
2898,2,3,34000,34000,1,3
2898,3,1,120000,120000,1,3
2898,5,3,21500,21500,1,3
2899,1,3,31000,31000,1,3
2899,1,13,62900,62900,1,3
2899,2,2,250000,250000,1,3
2899,4,1,230000,230000,1,3
2899,5,2,80000,80000,1,3
2900,1,2,200000,200000,1,3
2900,3,2,40000,40000,1,3
2901,1,3,39000,39000,1,3
2901,2,3,26000,26000,1,3
2901,4,1,150000,150000,1,3
2902,1,3,40000,40000,1,3
2902,2,22,180000,60000,1,7
2903,1,13,20000,20000,1,3
2903,1,21,100000,33333.3333333333,1,7
2904,1,1,50000,50000,1,3
2904,1,22,50000,16666.6666666667,1,7
2904,2,1,15000,15000,1,3
2905,1,1,100000,100000,1,3
2905,3,1,120000,120000,1,3
2905,3,3,26000,26000,1,3
2906,1,1,70000,70000,1,3
2906,1,3,20000,20000,1,3
2906,2,1,50000,50000,1,3
2906,5,3,30000,30000,1,3
2906,5,5,30000,30000,1,3
2907,2,13,90000,90000,1,3
2907,2,19,10000,83200,2,3
2907,2,22,40000,13333.3333333333,1,7
2908,2,3,33000,33000,1,3
2908,2,19,75000,75000,1,3
2908,3,17,45000,45000,1,3
2909,1,13,35000,35000,1,3
2909,2,1,75000,75000,1,3
2910,1,3,39000,39000,1,3
2910,1,13,20000,20000,1,3
2911,2,3,30000,30000,1,3
2911,2,13,25000,25000,1,3
2911,2,19,75000,75000,1,3
2912,1,3,36000,36000,1,3
2912,2,3,36000,36000,1,3
2912,3,13,20000,20000,1,3
2912,4,1,50000,50000,1,3
2912,4,5,28000,28000,1,3
2913,1,19,90000,90000,1,3
2913,3,5,28000,28000,1,3
2914,1,3,42000,42000,1,3
2914,2,3,40000,40000,1,3
2914,3,13,30000,30000,1,3
2914,3,19,90000,90000,1,3
2915,1,3,28000,28000,1,3
2915,2,13,120000,120000,1,3
2916,1,3,45000,45000,1,3
2916,2,3,37000,37000,1,3
2917,1,3,40000,40000,1,3
2918,2,3,19000,19000,1,3
2918,2,19,90000,90000,1,3
2918,3,1,2000,60000,1,1
2919,1,1,100000,100000,1,3
2919,2,1,70000,70000,1,3
2920,2,1,85000,85000,1,3
2920,2,19,70000,70000,1,3
2920,3,1,70000,70000,1,3
2921,1,1,80000,80000,1,3
2921,1,19,75000,75000,1,3
2922,2,5,28000,28000,1,3
2922,2,19,75000,75000,1,3
2923,1,2,100000,100000,1,3
2924,2,19,75000,75000,1,3
2925,3,19,75000,75000,1,3
2926,2,13,90000,90000,1,3
2926,2,19,20000,166400,2,3
2927,1,2,80000,80000,1,3
2927,1,19,50,23866.5,3,3
2927,2,13,25000,25000,1,3
2928,1,3,42000,42000,1,3
2928,1,19,200,95466,3,3
2928,2,3,27000,27000,1,3
2928,2,13,30000,30000,1,3
2929,1,13,40000,40000,1,3
2929,1,19,150,71599.5,3,3
2929,2,5,39000,39000,1,3
2930,1,13,25000,25000,1,3
2930,2,1,45000,45000,1,3
2931,2,13,25000,25000,1,3
2931,2,19,200,95466,3,3
2932,2,13,120000,120000,1,3
2932,2,19,150,71599.5,3,3
2932,3,1,228000,228000,1,3
2933,1,3,68000,68000,1,3
2933,1,5,25000,25000,1,3
2933,1,13,30000,30000,1,3
2933,1,19,150,71599.5,3,3
2933,4,3,18000,18000,1,3
2934,1,13,75000,75000,1,3
2934,4,3,42000,42000,1,3
2935,3,1,80000,80000,1,3
2936,1,3,35000,35000,1,3
2936,2,1,50000,50000,1,3
2937,1,3,35000,35000,1,3
2937,2,1,28000,28000,1,3
2937,3,1,70000,70000,1,3
2938,1,3,41000,41000,1,3
2938,2,3,27000,27000,1,3
2939,1,5,17000,17000,1,3
2939,1,22,13000,2166.66666666667,1,5
2940,2,3,17000,17000,1,3
2940,2,19,250,39777.5,3,7
2941,2,1,55000,55000,1,3
2942,1,19,80,38186.4,3,3
2943,1,3,43000,43000,1,3
2943,2,3,20000,20000,1,3
2944,1,1,70000,70000,1,3
2944,1,13,20000,20000,1,3
2944,2,1,55000,55000,1,3
2945,1,3,45000,45000,1,3
2945,2,3,38500,38500,1,3
2946,1,13,60000,60000,1,3
2947,1,3,44000,44000,1,3
2947,1,18,15000,15000,1,3
2948,1,3,49000,49000,1,3
2948,2,1,54000,54000,1,3
2948,2,13,15000,15000,1,3
2948,3,1,50000,50000,1,3
2949,2,1,100000,100000,1,3
2949,3,1,100000,100000,1,3
2950,1,1,85000,85000,1,3
2951,1,3,33800,33800,1,3
2951,3,1,250000,250000,1,3
2951,4,1,70000,70000,1,3
2952,1,19,40000,40000,1,3
2953,1,1,60000,60000,1,3
2954,2,1,210000,210000,1,3
2954,2,3,33000,33000,1,3
2954,2,19,10000,83200,2,3
2955,1,2,350000,350000,1,3
2955,2,3,35000,35000,1,3
2956,1,1,250000,250000,1,3
2957,1,1,80000,80000,1,3
2958,1,2,600000,150000,1,6
2958,2,1,100000,100000,1,3
2959,1,1,68000,68000,1,3
2959,2,1,150000,150000,1,3
2960,1,19,15000,124800,2,3
2961,1,19,20000,166400,2,3
2961,3,1,65000,65000,1,3
2962,1,1,200000,200000,1,3
2962,2,1,55000,55000,1,3
2962,3,1,180000,180000,1,3
2963,1,1,90000,90000,1,3
2963,3,1,150000,150000,1,3
2963,4,1,30000,30000,1,3
2964,1,1,150000,150000,1,3
2964,2,3,25000,25000,1,3
2965,1,1,78000,78000,1,3
2965,2,1,85000,85000,1,3
2965,3,1,180000,180000,1,3
2966,1,3,43000,43000,1,3
2966,2,3,33000,33000,1,3
2967,1,1,80000,80000,1,3
2967,2,1,30000,30000,1,3
2967,2,18,30000,30000,1,3
2967,5,3,40000,40000,1,3
2968,1,1,300000,300000,1,3
2969,1,3,40000,40000,1,3
2969,3,1,200000,200000,1,3
2969,4,1,45000,45000,1,3
2970,1,3,50000,50000,1,3
2971,1,3,45000,45000,1,3
2971,3,19,150,71599.5,3,3
2972,1,19,300,47733,3,7
2972,1,26,6000,49920,2,3
2972,5,27,6000,49920,2,3
2973,1,1,150000,150000,1,3
2974,1,3,70000,70000,1,3
2975,1,3,40000,40000,1,3
2976,1,1,46000,46000,1,3
2976,1,3,27000,27000,1,3
2976,1,19,200,31822,3,7
2976,2,5,21500,21500,1,3
2976,3,3,19000,19000,1,3
2977,1,1,90000,90000,1,3
2977,2,1,70000,70000,1,3
2977,3,2,150000,150000,1,3
2977,4,1,67000,67000,1,3
2978,1,19,400,190932,3,3
2979,1,3,33000,33000,1,3
2979,1,19,100,47733,3,3
2980,1,21,60000,20000,1,7
2980,2,13,35000,11666.6666666667,1,7
2980,6,3,45000,45000,1,3
2981,1,21,50000,16666.6666666667,1,7
2981,2,13,10000,10000,1,3
2982,1,3,48500,48500,1,3
2982,2,3,44100,44100,1,3
2982,4,13,46000,46000,1,3
2983,2,13,13000,13000,1,3
2983,3,1,120000,120000,1,3
2984,1,1,49700,49700,1,3
2984,1,21,80000,26666.6666666667,1,7
2984,3,3,16000,16000,1,3
2985,1,5,22500,22500,1,3
2985,1,21,65000,21666.6666666667,1,7
2986,1,3,19000,19000,1,3
2986,1,5,29000,29000,1,3
2986,5,3,39800,39800,1,3
2987,1,5,28500,28500,1,3
2987,1,21,40000,40000,1,3
2988,1,3,35000,35000,1,3
2988,1,5,33500,33500,1,3
2988,2,3,32000,32000,1,3
2988,4,1,43000,43000,1,3
2989,1,1,97000,97000,1,3
2989,1,3,42000,42000,1,3
2989,2,1,110000,110000,1,3
2989,3,1,60000,60000,1,3
2990,2,1,210000,210000,1,3
2990,2,13,63400,63400,1,3
2990,2,19,10000,83200,2,3
2991,1,1,50000,50000,1,3
2991,1,3,30000,30000,1,3
2992,1,3,57000,57000,1,3
2992,2,2,75000,75000,1,3
2992,3,1,55000,55000,1,3
2992,3,3,34000,34000,1,3
2993,1,3,56000,56000,1,3
2993,2,3,51000,51000,1,3
2993,2,13,30000,10000,1,7
2994,1,3,40000,40000,1,3
2994,3,19,100000,100000,1,3
2995,2,1,90000,90000,1,3
2995,2,19,50000,50000,1,3
2996,2,13,25000,8333.33333333333,1,7
2996,3,1,65000,65000,1,3
2996,4,2,20000,20000,1,3
2997,1,1,80000,80000,1,3
2997,3,1,86000,86000,1,3
2998,1,2,75000,75000,1,3
2998,2,1,50000,50000,1,3
2999,1,3,63000,63000,1,3
3000,1,1,200000,200000,1,3
3000,2,1,86000,86000,1,3
3001,2,1,20000,20000,1,3
3001,2,19,8000,22186.6666666667,2,7
3001,4,1,40000,40000,1,3
3002,1,3,42000,42000,1,3
3002,2,1,46000,46000,1,3
3003,1,1,175000,175000,1,3
3003,1,3,60000,60000,1,3
3003,2,1,400000,400000,1,3
3003,3,1,210000,210000,1,3
3004,1,3,50000,50000,1,3
3005,1,1,155000,155000,1,3
3006,1,1,131000,131000,1,3
3006,1,3,36000,36000,1,3
3007,1,1,113000,113000,1,3
3007,1,21,80000,80000,1,3
3008,1,21,70000,70000,1,3
3008,2,1,30000,30000,1,3
3009,1,21,60000,60000,1,3
3009,3,3,16000,16000,1,3
3010,2,13,90000,15000,1,5
3010,3,2,70000,70000,1,3
3011,1,13,15000,15000,1,3
3011,1,13,25000,8333.33333333333,1,7
3011,1,21,35000,35000,1,3
3012,1,13,40000,40000,1,3
3012,4,3,32000,32000,1,3
3013,1,3,27000,27000,1,3
3013,1,3,30000,30000,1,3
3013,2,2,160000,160000,1,3
3013,3,2,80000,80000,1,3
3013,4,13,100000,8333.33333333333,1,4
3014,1,3,34000,34000,1,3
3014,3,2,150000,150000,1,3
3014,4,1,60000,60000,1,3
3015,1,21,100000,100000,1,3
3015,6,2,70000,70000,1,3
3016,1,27,70000,70000,1,3
3016,6,3,33000,33000,1,3
3016,6,5,28000,28000,1,3
3017,1,1,70000,70000,1,3
3017,1,13,60000,10000,1,5
3017,2,1,39000,39000,1,3
3017,5,3,40000,40000,1,3
3018,1,5,23000,23000,1,3
3018,1,13,30000,2500,1,4
3019,1,3,50000,50000,1,3
3019,2,3,50000,50000,1,3
3019,3,1,50000,50000,1,3
3019,4,1,28000,28000,1,3
3020,1,3,56000,56000,1,3
3020,2,1,50000,50000,1,3
3020,4,1,50000,50000,1,3
3020,6,3,20000,20000,1,3
3021,1,3,43000,43000,1,3
3021,1,3,54000,54000,1,3
3022,1,3,31500,31500,1,3
3022,3,1,35000,11666.6666666667,1,7
3022,3,5,36000,36000,1,3
3023,1,3,60000,60000,1,3
3023,2,3,46000,46000,1,3
3023,3,2,150000,50000,1,7
3023,7,2,150000,50000,1,7
3024,2,5,29000,29000,1,3
3024,2,13,30000,5000,1,5
3025,1,1,150000,150000,1,3
3025,3,1,120000,120000,1,3
3026,1,1,330000,330000,1,3
3027,1,1,300000,300000,1,3
3027,1,18,50000,50000,1,3
3028,1,1,180000,180000,1,3
3028,2,1,65000,65000,1,3
3029,1,1,90000,90000,1,3
3029,2,1,210000,210000,1,3
3030,1,1,130000,130000,1,3
3030,3,1,190000,190000,1,3
3031,1,1,250000,250000,1,3
3031,2,1,240000,240000,1,3
3032,2,19,30000,219000,2,3
3033,1,1,105000,105000,1,3
3033,2,1,80000,80000,1,3
3034,1,2,180000,180000,1,3
3034,5,1,55000,55000,1,3
3034,5,3,59000,59000,1,3
3035,1,2,250000,250000,1,3
3035,2,2,200000,200000,1,3
3035,4,1,225000,225000,1,3
3036,1,3,32000,32000,1,3
3036,2,3,44000,44000,1,3
3037,1,3,34000,34000,1,3
3037,3,19,8000,58400,2,3
3038,1,17,70000,70000,1,3
3038,1,19,300,143934,3,3
3039,1,1,250000,250000,1,3
3039,2,1,120000,120000,1,3
3039,4,12,5000,5000,1,3
3040,1,1,240000,240000,1,3
3040,1,18,50000,50000,1,3
3041,1,3,39000,39000,1,3
3041,2,21,30000,10000,1,7
3042,1,3,59000,59000,1,3
3043,1,3,49000,49000,1,3
3043,2,6,50000,4166.66666666667,1,4
3044,1,1,80000,80000,1,3
3044,2,1,50000,50000,1,3
3044,5,3,52000,52000,1,3
3044,6,3,48000,48000,1,3
3045,1,3,45000,45000,1,3
3045,2,1,100000,100000,1,3
3045,3,5,22000,22000,1,3
3046,1,3,40000,40000,1,3
3046,2,1,180000,180000,1,3
3047,1,2,50000,50000,1,3
3047,2,2,45000,45000,1,3
3047,3,1,45000,45000,1,3
3048,1,1,60000,60000,1,3
3048,1,3,45000,45000,1,3
3049,1,3,70000,70000,1,3
3050,1,3,37000,37000,1,3
3050,2,2,80000,80000,1,3
3050,2,5,30000,30000,1,3
3051,2,2,50000,50000,1,3
3051,2,5,21000,21000,1,3
3051,4,3,19000,19000,1,3
3052,1,1,53000,53000,1,3
3052,1,28,10000,3333.33333333333,1,7
3052,2,1,58000,58000,1,3
3053,2,3,31000,31000,1,3
3053,2,5,17000,17000,1,3
3054,1,3,41000,41000,1,3
3054,2,1,97000,97000,1,3
3055,1,1,200000,200000,1,3
3055,3,1,100000,100000,1,3
3056,1,3,120000,120000,1,3
3056,1,18,60000,60000,1,3
3056,2,3,36000,36000,1,3
3056,3,19,3000,7300,2,7
3056,6,1,150000,150000,1,3
3057,1,1,120000,120000,1,3
3057,2,1,80000,80000,1,3
3058,1,18,80000,80000,1,3
3059,1,1,100000,100000,1,3
3059,2,1,150000,150000,1,3
3059,2,2,150000,50000,1,7
3060,1,1,30000,30000,1,3
3060,1,3,43000,43000,1,3
3060,2,21,40000,40000,1,3
3060,3,1,90000,90000,1,3
3061,1,3,38000,38000,1,3
3061,1,18,20000,20000,1,3
3062,1,1,110000,110000,1,3
3062,2,1,65000,65000,1,3
3062,3,1,47000,47000,1,3
3062,5,3,47000,47000,1,3
3063,1,3,60000,60000,1,3
3064,1,3,35000,35000,1,3
3064,2,2,350000,350000,1,3
3064,3,8,18000,18000,1,3
3065,1,1,300000,300000,1,3
3065,2,1,200000,200000,1,3
3065,3,1,350000,350000,1,3
3066,1,3,43000,43000,1,3
3066,2,1,65000,65000,1,3
3066,3,2,150000,150000,1,3
3067,1,18,60000,60000,1,3
3068,1,3,28000,28000,1,3
3068,2,1,300000,300000,1,3
3069,1,3,33000,33000,1,3
3069,2,3,32000,32000,1,3
3069,3,1,70000,70000,1,3
3070,1,3,35000,35000,1,3
3070,1,5,17000,17000,1,3
3071,1,1,150000,150000,1,3
3071,3,1,100000,100000,1,3
3072,2,19,20000,146000,2,3
3072,4,1,200000,200000,1,3
3073,1,3,40000,40000,1,3
3073,3,1,300000,300000,1,3
3073,4,1,400000,400000,1,3
3074,1,3,60000,60000,1,3
3074,2,21,60000,20000,1,7
3075,1,3,48000,48000,1,3
3075,2,3,49000,49000,1,3
3076,1,21,300000,75000,1,6
3077,2,3,25000,25000,1,3
3077,3,1,100000,100000,1,3
3077,6,1,100000,100000,1,3
3078,1,3,49000,49000,1,3
3078,1,19,250,119945,3,3
3078,2,3,37000,37000,1,3
3079,1,1,60000,60000,1,3
3079,1,5,29000,29000,1,3
3079,1,19,15000,109500,2,3
3079,4,3,32000,32000,1,3
3080,1,3,36000,36000,1,3
3080,2,1,50000,50000,1,3
3080,2,28,100000,100000,1,3
3081,1,1,180000,180000,1,3
3081,3,1,200000,200000,1,3
3082,2,19,20000,146000,2,3
3083,1,1,90000,90000,1,3
3083,2,1,100000,100000,1,3
3084,1,2,300000,300000,1,3
3085,1,1,45000,45000,1,3
3085,1,3,98000,98000,1,3
3086,1,5,29000,29000,1,3
3086,1,20,20000,20000,1,3
3087,1,3,35000,35000,1,3
3087,2,1,100000,100000,1,3
3087,3,2,60000,60000,1,3
3087,4,1,300000,300000,1,3
3088,1,3,27000,27000,1,3
3088,1,19,60000,60000,1,3
3089,1,2,250000,250000,1,3
3090,1,3,41500,41500,1,3
3090,1,19,35000,8750,1,6
3091,1,1,170000,170000,1,3
3091,1,3,50000,50000,1,3
3092,2,1,60000,60000,1,3
3092,3,1,75000,75000,1,3
3092,6,1,60000,60000,1,3
3092,7,1,60000,60000,1,3
3093,1,3,41500,41500,1,3
3093,2,1,95000,95000,1,3
3094,1,22,300000,25000,1,4
3095,1,1,300000,300000,1,3
3095,1,3,27000,27000,1,3
3095,2,1,310000,310000,1,3
3096,1,3,30000,30000,1,3
3096,2,2,130000,130000,1,3
3097,1,1,550000,550000,1,3
3098,1,3,41000,41000,1,3
3099,1,2,150000,150000,1,3
3100,1,2,190000,190000,1,3
3100,1,21,500000,83333.3333333333,1,5
3100,2,18,20000,20000,1,3
3101,1,1,340000,340000,1,3
3101,1,3,44000,44000,1,3
3102,1,3,39000,39000,1,3
3102,2,3,28000,28000,1,3
3102,2,21,50000,50000,1,3
3102,3,1,120000,120000,1,3
3103,1,1,450000,450000,1,3
3103,2,1,250000,250000,1,3
3104,1,1,225000,225000,1,3
3104,1,21,100000,33333.3333333333,1,7
