"recno","y1_1","y1_2","y1_3","y1_3drm","y1_4","y1_5"
1119,2,18,30000,2500,1,4
1120,1,21,100000,100000,1,3
1120,2,13,60000,60000,1,3
1121,1,2,60000,20000,1,7
1121,1,5,25000,25000,1,3
1121,2,2,25000,25000,1,3
1121,2,5,48500,48500,1,3
1121,2,21,80000,80000,1,3
1122,1,21,90000,90000,1,3
1122,3,5,33000,33000,1,3
1122,7,3,19000,19000,1,3
1123,1,3,39000,39000,1,3
1124,1,3,38000,38000,1,3
1124,2,3,38000,38000,1,3
1124,2,13,10000,10000,1,3
1124,4,5,22000,22000,1,3
1125,1,1,120000,120000,1,3
1125,2,13,15000,15000,1,3
1125,4,5,21000,21000,1,3
1126,1,18,10000,10000,1,3
1126,2,21,40000,13333.3333333333,1,7
1127,2,1,68000,68000,1,3
1127,3,1,110000,110000,1,3
1127,4,8,18000,18000,1,3
1128,1,18,20000,20000,1,3
1129,1,3,49000,49000,1,3
1130,1,3,40500,40500,1,3
1130,2,3,33000,33000,1,3
1130,5,3,21000,21000,1,3
1131,1,1,65000,65000,1,3
1132,1,19,200,31843.3333333333,3,7
1133,1,1,65000,65000,1,3
1134,1,28,300,143295,3,3
1135,1,3,37000,37000,1,3
1135,2,5,28000,28000,1,3
1136,1,3,37000,37000,1,3
1136,3,1,130000,130000,1,3
1136,3,19,500,238825,3,3
1137,1,3,35000,35000,1,3
1137,2,1,80000,80000,1,3
1137,3,1,140000,140000,1,3
1137,4,1,45000,45000,1,3
1138,1,1,125000,125000,1,3
1138,2,3,18000,18000,1,3
1139,1,3,43000,43000,1,3
1139,1,19,100,47765,3,3
1140,1,3,41700,41700,1,3
1140,2,3,22000,22000,1,3
1141,1,5,33500,33500,1,3
1141,1,21,25000,25000,1,3
1142,1,3,38000,38000,1,3
1143,1,3,42000,42000,1,3
1143,2,1,120000,120000,1,3
1144,1,21,100000,8333.33333333333,1,4
1145,1,22,100,47765,3,3
1145,2,5,29000,29000,1,3
1146,1,3,27500,27500,1,3
1146,2,22,200,31843.3333333333,3,7
1147,1,3,38000,38000,1,3
1147,2,3,34000,34000,1,3
1147,3,5,45000,45000,1,3
1148,1,22,300,143295,3,3
1149,2,3,28000,28000,1,3
1149,2,5,22000,22000,1,3
1150,1,3,29000,29000,1,3
1150,2,5,29000,29000,1,3
1151,1,3,40000,40000,1,3
1151,2,3,27000,27000,1,3
1151,3,5,29000,29000,1,3
1152,1,22,250000,83333.3333333333,1,7
1152,2,5,25000,25000,1,3
1153,1,3,33000,33000,1,3
1153,2,1,120000,120000,1,3
1154,1,22,15000,39750,2,7
1154,3,5,27000,27000,1,3
1155,1,1,100000,100000,1,3
1155,3,21,100000,33333.3333333333,1,7
1156,1,1,120000,120000,1,3
1156,2,1,100000,100000,1,3
1156,7,1,80000,80000,1,3
1157,1,1,130000,130000,1,3
1158,1,3,41000,41000,1,3
1158,2,13,300000,300000,1,3
1159,2,19,15000,119250,2,3
1159,2,19,15000,119250,2,3
1160,1,13,250000,250000,1,3
1161,3,2,200000,200000,1,3
1161,8,3,34000,34000,1,3
1162,1,1,80000,80000,1,3
1162,1,3,51000,51000,1,3
1162,3,1,100000,100000,1,3
1163,1,3,36000,36000,1,3
1163,2,3,35000,35000,1,3
1163,4,12,5000,5000,1,3
1164,1,3,30000,30000,1,3
1164,4,1,110000,110000,1,3
1165,2,3,19000,19000,1,3
1165,3,1,150000,150000,1,3
1166,2,3,27000,27000,1,3
1166,3,2,250000,250000,1,3
1166,4,1,125000,125000,1,3
1167,1,3,40000,40000,1,3
1167,2,3,45000,45000,1,3
1168,1,3,45000,45000,1,3
1168,2,2,400000,400000,1,3
1168,3,1,190000,190000,1,3
1168,4,3,15000,15000,1,3
1169,1,3,36000,36000,1,3
1169,2,2,30000,30000,1,3
1169,4,1,80000,80000,1,3
1169,5,1,70000,70000,1,3
1170,1,1,100000,100000,1,3
1171,1,5,35000,35000,1,3
1171,1,21,80000,26666.6666666667,1,7
1172,1,1,100000,100000,1,3
1172,2,1,70000,70000,1,3
1173,1,19,50000,16666.6666666667,1,7
1173,1,21,50000,16666.6666666667,1,7
1174,3,3,30900,5150,1,5
1175,1,3,32000,32000,1,3
1175,1,21,50000,16666.6666666667,1,7
1175,1,22,30000,10000,1,7
1175,2,3,28000,28000,1,3
1176,1,19,50000,50000,1,3
1176,1,21,50000,50000,1,3
1176,2,1,45000,45000,1,3
1177,1,3,25000,25000,1,3
1177,1,5,22500,22500,1,3
1177,2,3,29000,29000,1,3
1178,1,3,45000,45000,1,3
1178,1,21,30000,30000,1,3
1179,1,22,150000,50000,1,7
1179,4,3,34000,34000,1,3
1180,1,1,35000,35000,1,3
1180,1,3,35000,35000,1,3
1181,1,3,43000,43000,1,3
1182,1,3,30000,30000,1,3
1182,2,22,80000,80000,1,3
1182,3,5,27000,27000,1,3
1183,1,1,60000,60000,1,3
1183,2,5,18000,18000,1,3
1183,3,1,60000,60000,1,3
1184,1,3,32000,32000,1,3
1184,2,1,60000,60000,1,3
1184,4,5,28000,28000,1,3
1185,1,3,35000,35000,1,3
1185,2,1,60000,60000,1,3
1185,3,1,45000,45000,1,3
1186,1,27,83000,83000,1,3
1186,2,19,80000,80000,1,3
1187,1,3,40000,40000,1,3
1187,2,3,27000,27000,1,3
1187,4,1,65000,65000,1,3
1188,1,3,38000,38000,1,3
1188,1,5,17000,17000,1,3
1189,1,3,38000,38000,1,3
1189,2,3,40000,40000,1,3
1190,1,3,34000,34000,1,3
1190,2,19,10000,79500,2,3
1190,4,5,26000,26000,1,3
1191,1,1,80000,80000,1,3
1191,2,19,100,17242,4,7
1192,1,1,150000,150000,1,3
1192,1,3,60000,60000,1,3
1192,3,1,40000,40000,1,3
1193,1,1,50000,50000,1,3
1193,1,3,44000,44000,1,3
1194,1,3,35000,35000,1,3
1194,1,5,17000,17000,1,3
1195,1,3,42000,42000,1,3
1195,2,3,36000,36000,1,3
1195,2,19,5000,39750,2,3
1196,1,3,30000,30000,1,3
1196,2,1,60000,60000,1,3
1196,3,1,20000,20000,1,3
1196,4,3,22000,22000,1,3
1197,1,19,10000,79500,2,3
1198,1,3,65000,65000,1,3
1198,2,3,34000,34000,1,3
1198,2,13,30000,30000,1,3
1198,3,3,24000,24000,1,3
1199,2,13,90000,90000,1,3
1199,2,19,15000,119250,2,3
1200,2,13,95000,95000,1,3
1200,2,19,100000,100000,1,3
1200,2,19,50,23882.5,3,3
1201,1,3,32000,32000,1,3
1201,3,13,48000,48000,1,3
1201,3,19,200,95530,3,3
1202,2,13,15000,15000,1,3
1202,2,19,200,95530,3,3
1203,2,1,78000,78000,1,3
1203,2,19,60000,60000,1,3
1203,5,3,41000,41000,1,3
1203,5,13,15000,15000,1,3
1204,1,3,47000,47000,1,3
1204,1,13,25000,25000,1,3
1204,1,19,20000,159000,2,3
1204,2,3,32000,32000,1,3
1205,1,3,48000,48000,1,3
1205,3,1,72000,72000,1,3
1205,3,13,12000,12000,1,3
1205,3,18,50000,50000,1,3
1206,2,13,30000,30000,1,3
1206,2,19,150,71647.5,3,3
1206,5,3,45000,45000,1,3
1206,6,3,34000,34000,1,3
1207,1,5,28000,28000,1,3
1208,1,3,33000,33000,1,3
1209,1,18,10000,10000,1,3
1210,2,19,8000,63600,2,3
1211,2,19,10000,79500,2,3
1212,1,1,60000,60000,1,3
1212,1,3,29000,29000,1,3
1213,1,5,28000,28000,1,3
1214,1,1,65000,65000,1,3
1215,2,1,70000,70000,1,3
1216,1,1,120000,120000,1,3
1216,3,1,120000,120000,1,3
1217,1,3,49000,49000,1,3
1217,2,2,150000,150000,1,3
1217,3,1,80000,80000,1,3
1218,1,5,29000,29000,1,3
1218,1,18,60000,60000,1,3
1218,1,19,80000,80000,1,3
1219,1,3,26000,26000,1,3
1219,1,5,17000,17000,1,3
1219,1,19,40000,40000,1,3
1220,1,3,54000,54000,1,3
1220,2,3,39800,39800,1,3
1221,1,1,100000,100000,1,3
1221,2,1,60000,60000,1,3
1222,1,1,55000,55000,1,3
1222,2,1,50000,50000,1,3
1222,3,1,170000,170000,1,3
1223,1,3,29000,29000,1,3
1223,1,5,23000,23000,1,3
1223,2,8,18000,18000,1,3
1223,2,19,150,71647.5,3,3
1224,1,3,30000,30000,1,3
1224,1,19,150,71647.5,3,3
1224,2,3,20000,20000,1,3
1224,2,5,23000,23000,1,3
1225,2,2,200000,200000,1,3
1225,3,1,65000,65000,1,3
1226,1,1,96000,96000,1,3
1226,1,3,26000,26000,1,3
1226,2,1,74000,74000,1,3
1226,2,3,26000,26000,1,3
1226,3,1,85000,85000,1,3
1227,1,1,150000,150000,1,3
1227,2,1,80000,80000,1,3
1228,1,1,140000,140000,1,3
1228,1,3,43000,43000,1,3
1228,1,19,400,191060,3,3
1228,5,3,22000,22000,1,3
1229,2,19,370,176730.5,3,3
1230,1,17,200000,200000,1,3
1231,1,1,260000,260000,1,3
1231,1,3,32000,32000,1,3
1231,2,1,220000,220000,1,3
1231,3,1,330000,330000,1,3
1232,1,1,140000,140000,1,3
1232,2,1,90000,90000,1,3
1233,1,2,180000,180000,1,3
1234,1,13,30000,30000,1,3
1234,3,3,17000,17000,1,3
1234,6,1,90000,90000,1,3
1235,1,1,100000,33333.3333333333,1,7
1235,2,5,32500,32500,1,3
1236,1,1,245000,245000,1,3
1236,2,2,250000,250000,1,3
1236,2,13,85000,85000,1,3
1237,1,1,230000,230000,1,3
1238,1,1,400000,400000,1,3
1238,2,13,80000,80000,1,3
1239,1,13,40000,40000,1,3
1239,3,1,80000,80000,1,3
1240,1,1,90000,90000,1,3
1240,2,13,25000,25000,1,3
1241,1,1,220000,220000,1,3
1241,1,3,50000,50000,1,3
1241,1,13,110000,110000,1,3
1241,2,3,40000,40000,1,3
1242,1,1,140000,140000,1,3
1243,1,3,38000,38000,1,3
1243,1,19,100,47765,3,3
1244,1,1,110000,110000,1,3
1244,2,5,27000,27000,1,3
1245,1,3,26000,26000,1,3
1245,2,2,55000,55000,1,3
1246,1,5,31000,31000,1,3
1246,1,18,15000,15000,1,3
1247,1,1,30000,30000,1,3
1247,2,1,50000,50000,1,3
1248,1,2,40000,40000,1,3
1248,2,18,100,47765,3,3
1249,1,1,280000,280000,1,3
1249,2,1,310000,310000,1,3
1249,3,1,330000,330000,1,3
1250,1,1,55000,55000,1,3
1250,1,3,35000,35000,1,3
1250,2,3,35000,35000,1,3
1250,4,2,30000,30000,1,3
1251,1,1,88000,88000,1,3
1251,1,3,28000,28000,1,3
1251,2,1,50000,50000,1,3
1252,1,3,59000,59000,1,3
1252,1,21,72000,6000,1,4
1252,2,1,70000,70000,1,3
1252,2,3,53000,53000,1,3
1252,8,3,52000,52000,1,3
1253,1,3,41630,41630,1,3
1253,2,13,200000,66666.6666666667,1,7
1253,3,1,85000,85000,1,3
1254,1,3,35000,35000,1,3
1254,2,13,30000,30000,1,3
1254,3,21,290000,48333.3333333333,1,5
1255,2,13,13000,13000,1,3
1255,2,22,50000,50000,1,3
1255,3,21,30000,30000,1,3
1256,1,1,210000,210000,1,3
1256,2,13,3000000,250000,1,4
1256,3,1,195000,195000,1,3
1257,1,3,70000,70000,1,3
1257,3,3,40000,40000,1,3
1257,7,1,150000,150000,1,3
1258,1,1,101000,101000,1,3
1258,2,13,25000,25000,1,3
1259,1,3,44600,44600,1,3
1259,2,3,42300,42300,1,3
1260,1,1,153000,153000,1,3
1260,1,21,150000,50000,1,7
1261,1,1,70000,70000,1,3
1261,2,26,9000,71550,2,3
1261,3,2,70000,70000,1,3
1261,4,1,104000,104000,1,3
1261,5,8,18000,18000,1,3
1262,1,3,42000,42000,1,3
1262,2,3,34000,34000,1,3
1262,2,18,25000,8333.33333333333,1,7
1262,2,18,30000,10000,1,7
1263,1,13,35000,35000,1,3
1263,2,2,75000,75000,1,3
1263,3,13,65000,21666.6666666667,1,7
1264,1,3,42000,42000,1,3
1264,1,13,75000,75000,1,3
1264,2,3,30000,30000,1,3
1265,1,1,240000,240000,1,3
1265,2,13,90000,90000,1,3
1266,1,3,42000,42000,1,3
1266,2,3,35000,35000,1,3
1267,1,13,35000,11666.6666666667,1,7
1267,2,13,30000,10000,1,7
1267,3,2,70000,70000,1,3
1267,7,1,104000,104000,1,3
1268,1,1,70000,70000,1,3
1268,1,3,60000,60000,1,3
1268,2,19,200,31843.3333333333,3,7
1269,1,1,93000,93000,1,3
1269,3,3,45000,45000,1,3
1269,4,2,90000,30000,1,7
1270,1,19,7000,55650,2,3
1271,1,3,34000,34000,1,3
1271,2,3,36000,36000,1,3
1271,3,26,8000,63600,2,3
1271,5,3,16000,16000,1,3
1272,1,3,51000,51000,1,3
1273,1,21,50000,16666.6666666667,1,7
1274,1,3,35000,35000,1,3
1274,2,3,41000,41000,1,3
1275,1,3,44000,44000,1,3
1275,2,3,45000,45000,1,3
1276,1,3,56000,56000,1,3
1276,2,3,56000,56000,1,3
1277,1,3,55000,55000,1,3
1277,2,3,41000,41000,1,3
1278,6,3,40000,40000,1,3
1279,1,1,80000,80000,1,3
1280,1,26,85000,85000,1,3
1280,2,26,87000,87000,1,3
1280,6,1,150000,150000,1,3
1281,1,2,47000,47000,1,3
1281,1,3,36000,36000,1,3
1282,1,3,54000,54000,1,3
1282,2,1,100000,100000,1,3
1282,3,1,50000,50000,1,3
1282,4,1,60000,60000,1,3
1283,1,1,75000,75000,1,3
1284,1,3,41000,41000,1,3
1285,1,1,65000,65000,1,3
1286,2,1,50000,50000,1,3
1287,1,3,51000,51000,1,3
1287,2,3,49000,49000,1,3
1288,1,3,16000,16000,1,3
1288,1,5,28000,28000,1,3
1289,2,1,130000,130000,1,3
1289,3,2,50000,50000,1,3
1290,1,27,16000,16000,1,3
1291,1,2,50000,50000,1,3
1291,1,5,45000,45000,1,3
1292,1,3,27000,27000,1,3
1292,1,21,20000,20000,1,3
1293,1,2,70000,70000,1,3
1293,3,1,60000,60000,1,3
1294,1,2,90000,90000,1,3
1294,1,5,27000,27000,1,3
1295,1,1,200000,200000,1,3
1295,4,1,100000,100000,1,3
1295,5,8,18000,18000,1,3
1296,1,27,25000,25000,1,3
1296,3,2,50000,50000,1,3
1297,1,1,80000,80000,1,3
1298,1,1,350000,350000,1,3
1298,2,1,250000,250000,1,3
1299,1,1,150000,150000,1,3
1299,2,1,100000,100000,1,3
1300,1,3,32500,32500,1,3
1300,2,1,120000,120000,1,3
1300,3,25,30000,30000,1,3
1301,2,1,220000,220000,1,3
1301,2,19,20000,180200,2,3
1301,3,1,230000,230000,1,3
1301,4,1,230000,230000,1,3
1302,1,1,270000,270000,1,3
1302,1,19,200,94814,3,3
1303,1,1,90000,90000,1,3
1303,2,1,160000,160000,1,3
1304,1,3,32000,32000,1,3
1304,1,19,100,47407,3,3
1305,2,1,210000,210000,1,3
1305,2,19,20000,180200,2,3
1305,4,1,280000,280000,1,3
1306,1,2,200000,200000,1,3
1306,1,3,28000,28000,1,3
1306,1,19,5000,45050,2,3
1307,1,3,16000,16000,1,3
1307,1,18,12000,12000,1,3
1308,1,2,50000,50000,1,3
1308,1,16,20000,6666.66666666667,1,7
1308,2,18,15000,15000,1,3
1309,1,1,50000,50000,1,3
1309,1,3,45000,45000,1,3
1309,1,19,100,47407,3,3
1309,2,1,130000,130000,1,3
1310,1,1,69000,69000,1,3
1310,1,2,25000,25000,1,3
1311,1,1,120000,120000,1,3
1311,1,3,44000,44000,1,3
1312,1,1,60000,60000,1,3
1312,1,1,260000,260000,1,3
1312,2,2,50000,50000,1,3
1313,1,1,180000,180000,1,3
1313,2,2,80000,80000,1,3
1314,1,1,150000,150000,1,3
1314,3,1,180000,180000,1,3
1314,6,3,38000,38000,1,3
1315,1,1,100000,100000,1,3
1315,2,1,60000,60000,1,3
1316,3,1,70000,70000,1,3
1317,3,1,150000,150000,1,3
1318,1,1,200000,200000,1,3
1319,1,1,80000,80000,1,3
1319,1,3,35000,35000,1,3
1320,1,3,42000,42000,1,3
1320,2,3,26000,26000,1,3
1321,1,1,150000,150000,1,3
1321,2,1,73000,73000,1,3
1321,3,1,90000,90000,1,3
1322,1,2,150000,150000,1,3
1323,1,1,150000,50000,1,7
1323,2,1,70000,70000,1,3
1323,3,1,100000,100000,1,3
1324,1,2,90000,90000,1,3
1324,3,2,20000,20000,1,3
1325,1,1,80000,80000,1,3
1325,2,21,30000,10000,1,7
1326,1,3,30000,30000,1,3
1326,3,21,150000,150000,1,3
1327,1,1,80000,80000,1,3
1327,2,1,50000,50000,1,3
1327,3,1,80000,80000,1,3
1327,4,1,80000,80000,1,3
1328,2,1,60000,60000,1,3
1328,5,3,35000,35000,1,3
1329,1,21,70000,23333.3333333333,1,7
1329,2,1,70000,70000,1,3
1329,3,1,100000,100000,1,3
1330,1,2,60000,60000,1,3
1330,2,19,4000,36040,2,3
1331,2,1,40000,40000,1,3
1331,3,2,120000,120000,1,3
1332,1,1,330000,330000,1,3
1332,1,19,500,237035,3,3
1333,1,12,5000,5000,1,3
1333,1,18,24000,24000,1,3
1333,2,18,30000,30000,1,3
1333,3,18,30000,30000,1,3
1334,1,3,42000,42000,1,3
1334,1,19,10000,90100,2,3
1335,1,3,29000,29000,1,3
1335,2,1,430000,430000,1,3
1335,3,1,450000,450000,1,3
1336,1,3,41000,41000,1,3
1336,2,18,200000,200000,1,3
1337,1,1,160000,160000,1,3
1337,2,3,27000,27000,1,3
1337,2,11,50000,50000,1,3
1337,4,1,170000,170000,1,3
1338,1,3,40000,40000,1,3
1338,1,19,45000,11250,1,6
1339,1,3,32000,32000,1,3
1339,2,2,150000,150000,1,3
1340,1,3,47000,47000,1,3
1340,2,1,120000,120000,1,3
1340,4,1,80000,80000,1,3
1341,1,1,80000,80000,1,3
1341,1,3,49000,49000,1,3
1341,2,3,31000,31000,1,3
1341,3,1,110000,110000,1,3
1342,1,1,200000,200000,1,3
1342,5,1,60000,60000,1,3
1342,5,3,36000,36000,1,3
1343,1,3,30000,30000,1,3
1343,3,1,150000,150000,1,3
1343,4,1,60000,60000,1,3
1344,1,1,100000,100000,1,3
1344,3,1,80000,80000,1,3
1344,4,2,200000,200000,1,3
1345,1,1,70000,70000,1,3
1345,2,2,50000,50000,1,3
1345,3,2,60000,60000,1,3
1346,1,3,37000,37000,1,3
1346,2,3,41000,41000,1,3
1346,3,1,30000,30000,1,3
1347,1,1,80000,80000,1,3
1347,1,3,40000,40000,1,3
1347,3,1,75000,75000,1,3
1348,1,1,102000,102000,1,3
1348,1,5,29000,29000,1,3
1349,1,2,150000,150000,1,3
1349,2,1,80000,80000,1,3
1350,4,12,4600,4600,1,3
1350,5,3,41000,41000,1,3
1351,1,2,50000,50000,1,3
1351,3,1,200000,200000,1,3
1351,4,1,100000,100000,1,3
1351,6,3,42000,42000,1,3
1352,2,1,90000,90000,1,3
1352,3,1,60000,60000,1,3
1353,1,3,129000,129000,1,3
1353,2,2,60000,60000,1,3
1353,2,3,48000,48000,1,3
1353,4,1,40000,40000,1,3
1354,1,3,40000,40000,1,3
1354,2,3,52000,52000,1,3
1354,2,18,20000,20000,1,3
1355,1,1,30000,30000,1,3
1355,2,1,50000,50000,1,3
1355,3,1,140000,140000,1,3
1356,1,3,48000,48000,1,3
1356,2,3,150000,150000,1,3
1356,2,18,20000,20000,1,3
1357,1,1,60000,60000,1,3
1357,2,1,50000,50000,1,3
1358,1,3,50000,50000,1,3
1358,3,1,170000,170000,1,3
1358,4,1,50000,50000,1,3
1358,7,1,40000,40000,1,3
1359,1,3,63000,63000,1,3
1359,1,19,100000,100000,1,3
1360,1,1,80000,80000,1,3
1360,1,19,100,47407,3,3
1360,2,1,120000,120000,1,3
1360,3,1,70000,70000,1,3
1361,1,3,50000,50000,1,3
1361,1,18,30000,30000,1,3
1362,1,3,36500,36500,1,3
1362,2,3,45000,45000,1,3
1362,4,2,70000,70000,1,3
1362,5,2,80000,80000,1,3
1363,1,3,55000,55000,1,3
1364,1,3,50000,50000,1,3
1365,1,1,100000,100000,1,3
1365,2,1,85000,85000,1,3
1366,1,1,200000,200000,1,3
1367,1,1,200000,200000,1,3
1367,2,1,100000,100000,1,3
1368,1,3,40000,40000,1,3
1368,1,19,100,51088,4,3
1369,1,2,400000,400000,1,3
1369,2,1,230000,230000,1,3
1369,2,2,150000,150000,1,3
1369,3,1,210000,210000,1,3
1370,1,3,35000,35000,1,3
1370,2,2,300000,300000,1,3
1370,3,18,20000,20000,1,3
1370,4,1,100000,100000,1,3
1370,5,12,5000,5000,1,3
1371,1,3,32000,32000,1,3
1371,1,18,15000,15000,1,3
1371,1,22,10000,2500,1,6
1372,1,2,150000,150000,1,3
1372,3,1,60000,60000,1,3
1372,4,8,18000,18000,1,3
1373,2,1,7000,210000,1,1
1373,3,1,130000,130000,1,3
1373,5,1,75000,75000,1,3
1374,1,3,37000,37000,1,3
1374,2,2,250000,250000,1,3
1375,1,1,70000,70000,1,3
1375,2,2,40000,13333.3333333333,1,7
1375,3,1,60000,60000,1,3
1375,5,1,70000,70000,1,3
1376,1,3,35000,35000,1,3
1376,2,3,31600,31600,1,3
1376,2,21,20000,6666.66666666667,1,7
1377,1,3,47500,47500,1,3
1377,1,18,20000,20000,1,3
1378,1,3,70000,70000,1,3
1378,2,3,40000,40000,1,3
1378,3,1,160000,160000,1,3
1379,1,1,60000,60000,1,3
1379,3,1,60000,60000,1,3
1379,6,1,60000,60000,1,3
1380,1,3,40800,40800,1,3
1380,1,19,300,47407,3,7
1381,1,3,67300,67300,1,3
1381,2,1,60000,60000,1,3
1381,2,3,50000,50000,1,3
1381,4,3,16000,16000,1,3
1382,1,1,150000,150000,1,3
1382,1,3,52000,52000,1,3
1382,1,19,200,31604.6666666667,3,7
1382,2,3,35000,35000,1,3
1383,1,3,76000,76000,1,3
1383,1,18,5000,5000,1,3
1384,1,3,46000,46000,1,3
1384,1,17,70000,70000,1,3
1384,3,1,180000,180000,1,3
1384,3,18,50000,50000,1,3
1385,1,2,200000,200000,1,3
1385,2,1,90000,90000,1,3
1386,1,2,30000,30000,1,3
1386,1,18,50000,50000,1,3
1387,1,1,40000,40000,1,3
1387,1,3,79400,79400,1,3
1387,2,1,20000,20000,1,3
1388,1,1,80000,80000,1,3
1388,1,3,38000,38000,1,3
1389,1,3,30000,30000,1,3
1389,4,1,100000,100000,1,3
1389,8,3,21000,21000,1,3
1390,1,5,23000,23000,1,3
1390,1,18,60000,20000,1,7
1391,1,3,17000,17000,1,3
1391,2,1,64000,64000,1,3
1392,1,1,120000,120000,1,3
1393,1,1,37000,37000,1,3
1393,1,3,34000,34000,1,3
1393,2,1,150000,150000,1,3
1393,3,1,60000,60000,1,3
1394,1,1,100000,100000,1,3
1394,2,1,60000,60000,1,3
1395,1,3,30300,30300,1,3
1396,1,3,70000,70000,1,3
1396,2,3,38000,38000,1,3
1397,1,19,170000,170000,1,3
1398,1,1,200000,200000,1,3
1398,2,3,32000,32000,1,3
1399,1,1,250000,250000,1,3
1399,2,1,90000,90000,1,3
1400,1,1,200000,200000,1,3
1400,1,3,110000,110000,1,3
1400,2,1,255000,255000,1,3
1401,1,3,50000,50000,1,3
1401,2,3,30000,30000,1,3
1401,3,1,30000,30000,1,3
1401,5,1,50000,16666.6666666667,1,7
1402,1,1,70000,70000,1,3
1402,1,3,42000,42000,1,3
1402,1,18,50000,50000,1,3
1402,3,3,43000,43000,1,3
1403,2,1,90000,90000,1,3
1403,3,1,160000,160000,1,3
1404,2,18,200000,66666.6666666667,1,7
1405,2,1,170000,170000,1,3
1405,5,1,150000,150000,1,3
1406,1,3,26000,26000,1,3
1406,1,19,200,102176,4,3
1406,2,1,100000,100000,1,3
1407,1,1,400000,400000,1,3
1407,2,1,287000,287000,1,3
1407,3,12,6000,6000,1,3
1408,1,3,46800,46800,1,3
1408,3,1,114000,114000,1,3
1408,4,1,400000,400000,1,3
1409,1,1,100000,100000,1,3
1409,1,5,30000,30000,1,3
1409,4,3,20000,20000,1,3
1410,1,1,130000,130000,1,3
1411,1,1,100000,100000,1,3
1411,2,1,100000,100000,1,3
1411,3,1,60000,60000,1,3
1412,1,1,120000,120000,1,3
1413,1,1,3000,90000,1,1
1413,2,19,150,76632,4,3
1413,3,1,4000,120000,1,1
1414,1,1,90000,90000,1,3
1414,1,3,50000,50000,1,3
1414,2,1,80000,80000,1,3
1414,2,3,33000,33000,1,3
1414,3,5,27000,27000,1,3
1414,3,13,25000,25000,1,3
1414,4,13,20000,20000,1,3
1415,2,13,85000,85000,1,3
1415,2,19,470,222812.9,3,3
1415,4,5,27000,27000,1,3
1415,4,13,80000,80000,1,3
1416,1,13,30000,30000,1,3
1416,2,1,150000,150000,1,3
1416,3,13,20000,20000,1,3
1417,1,3,40000,40000,1,3
1417,1,13,50000,50000,1,3
1417,2,1,60000,60000,1,3
1417,2,5,33500,33500,1,3
1417,3,1,85000,85000,1,3
1417,3,13,20000,20000,1,3
1418,1,13,85000,85000,1,3
1418,1,19,300,142221,3,3
1418,2,13,80000,80000,1,3
1419,1,13,75000,75000,1,3
1419,1,19,400,189628,3,3
1419,2,13,80000,80000,1,3
1420,1,1,185000,185000,1,3
1420,1,19,400,189628,3,3
1421,1,3,60000,60000,1,3
1421,1,19,300,142221,3,3
1421,2,3,50000,50000,1,3
1422,2,5,32000,32000,1,3
1422,2,13,95000,95000,1,3
1422,2,19,500,237035,3,3
1423,1,3,38600,38600,1,3
1423,2,1,110000,110000,1,3
1423,3,1,50000,50000,1,3
1424,1,3,40500,40500,1,3
1424,2,3,38600,38600,1,3
1425,1,1,100000,100000,1,3
1425,2,1,48000,48000,1,3
1426,1,1,95000,95000,1,3
1426,2,1,50000,50000,1,3
1427,1,1,100000,100000,1,3
1427,2,1,70000,70000,1,3
1428,1,3,39600,39600,1,3
1428,2,3,36300,36300,1,3
1429,1,3,40600,40600,1,3
1429,1,19,15000,45050,2,7
1429,2,3,38500,38500,1,3
1430,1,3,39500,39500,1,3
1430,1,5,16000,16000,1,3
1430,1,18,10000,10000,1,3
1431,1,3,41000,41000,1,3
1432,1,3,39600,39600,1,3
1432,1,13,15000,15000,1,3
1432,2,3,36500,36500,1,3
1433,1,13,160000,160000,1,3
1433,3,1,240000,240000,1,3
1434,1,3,39200,39200,1,3
1434,2,13,105000,105000,1,3
1435,1,13,100000,100000,1,3
1436,1,3,40400,40400,1,3
1436,2,3,22700,22700,1,3
1437,1,13,110000,110000,1,3
1438,1,13,40000,40000,1,3
1438,1,19,9000,81090,2,3
1439,1,3,38000,38000,1,3
1439,1,5,16000,16000,1,3
1439,1,18,10000,10000,1,3
1440,1,3,39500,39500,1,3
1440,1,19,20000,60066.6666666667,2,7
1441,1,3,25000,25000,1,3
1441,1,5,17000,17000,1,3
1442,1,3,48300,48300,1,3
1442,1,13,80000,80000,1,3
1442,2,3,35000,35000,1,3
1443,1,22,150000,50000,1,7
1444,2,5,28000,28000,1,3
1444,2,13,40000,13333.3333333333,1,7
1444,2,19,15000,135150,2,3
1445,1,13,10000,10000,1,3
1445,3,1,80000,80000,1,3
1446,1,3,31000,31000,1,3
1446,3,1,120000,120000,1,3
1446,5,1,60000,60000,1,3
1447,1,13,20000,20000,1,3
1447,4,1,150000,150000,1,3
1448,1,3,34000,34000,1,3
1448,2,3,25000,25000,1,3
1448,3,1,100000,100000,1,3
1449,1,2,50000,50000,1,3
1449,2,13,100000,33333.3333333333,1,7
1449,4,1,40000,40000,1,3
1450,1,1,260000,260000,1,3
1450,1,3,34000,34000,1,3
1451,1,1,120000,120000,1,3
1452,1,1,60000,60000,1,3
1452,1,19,100,12772,4,6
1453,1,1,260000,260000,1,3
1454,1,1,150000,150000,1,3
1454,5,3,34000,34000,1,3
1455,1,3,52000,52000,1,3
1456,1,3,38000,38000,1,3
1456,2,1,150000,150000,1,3
1456,3,1,20000,20000,1,3
