"recno","date","day","x5_1","x5_2","x5_3","x5_4"
4448,11,8,2831,,3000,1
4451,11,27,2154,1,5500,1
4454,11,9,3281,1,2200,1
4459,11,11,2134,1,3500,1
4459,11,19,2160,1,7000,1
4474,11,19,2831,,15000,5
4477,11,7,2831,,10000,5
4490,11,22,2534,1,5500,1
4490,11,22,2261,1,8000,1
4504,11,16,2157,2,4000,1
4504,11,18,3372,1,150,1
4504,11,18,3455,1,450,1
4504,11,19,4632,,8000,5
4507,11,6,2790,1,280,1
4507,11,15,4221,,3200,1
4507,11,15,4211,,4000,1
4507,11,15,4151,,1000,1
4507,11,20,3512,2,100,1
4512,11,16,4632,1,6000,1
4513,11,21,2134,2,3000,1
4516,11,18,2155,1,8000,1
4516,11,24,2189,1,3500,1
4624,11,17,2831,,6000,4
4731,11,28,4622,1,1000,1
4736,11,9,2154,1,3000,1
4760,12,24,4211,,3500,1
4760,12,24,4151,,400,1
4760,12,24,4221,,8950,1
4760,12,24,4613,,1100,1
4781,12,23,4491,,1500,1
4785,12,2,4161,,200,1
4785,12,2,3512,2,200,1
4785,12,2,2784,1,450,1
4785,12,18,4211,,6000,1
4785,12,18,4151,,400,1
4786,12,5,4291,,3000,3
4786,12,5,3503,1,750,3
4803,12,1,2831,,1000,5
4810,12,24,2252,1,2000,1
4815,12,7,3526,1,1200,1
4827,12,4,4622,,3000,1
4828,12,3,4622,,3000,1
4833,12,16,4221,,8000,1
4833,12,16,4151,,700,1
4833,12,16,4211,,3200,1
4833,12,16,4613,,1160,1
4836,12,17,2831,,20000,1
4836,12,20,4623,,5000,3
4841,12,10,4622,,3000,1
4841,12,10,4622,,5000,5
4842,12,7,3512,2,300,1
4842,12,7,3501,1,200,1
4842,12,7,2785,1,1500,1
4848,12,14,4622,,500,1
4848,12,14,4491,,1500,1
4855,12,24,4211,,30000,5
4864,12,12,2831,,7000,1
4880,12,28,2236,1,2000,1
4880,12,28,2154,1,4000,1
4882,12,7,2160,1,6000,1
4885,12,30,3290,10,1500,1
4885,12,30,3290,3,800,1
4893,12,30,2155,1,5000,1
4896,12,29,2676,6,2200,1
4896,12,29,2155,1,5000,1
4900,12,14,2824,,16000,1
4900,12,18,2130,3,7000,1
4912,12,5,2824,,2800,1
4912,12,5,3512,2,140,1
4912,12,5,3501,2,300,1
4912,12,17,2824,,3000,1
4912,12,17,2214,1,1600,1
4912,12,17,2236,2,4000,1
4949,12,12,2155,1,6000,1
5007,12,31,3283,4,6000,1
5007,12,31,2189,1,4000,1
5007,12,31,2130,1,6000,1
5048,12,14,2831,24,5000,4
5139,12,17,3577,1,200,3
5139,12,17,2535,6,2000,3
5139,12,21,2533,2,300,1
5162,12,5,2193,2,1800,1
5162,12,5,2189,1,2200,1
