"recno","f2_row","f2_1","f2_2","f2_3","f2_4","f2_5","f2_6","f2_7","f2_8","f2_9","f2_10","f2_11","f2_12","f2_13","f2_14"
2772,11,20,,,,,5,,,10,17000,,,,
2772,12,20,,,,,5,,,10,17000,,,,
2773,1,4,,,,,,,,,,,,,
2773,2,2,,,,,,,,,,,,,
2773,3,2,,,,,,,,,,,,,
2773,6,11,,,,,,,,,,,,,
2773,7,1,,,,,,,,,,,,,
2773,8,10,,,,,,,,,,,,,
2773,11,23,,,,,1,,,1.5,2250,,,,
2773,12,22,,,,,1,,,1.5,2250,,,,
2774,1,1,,,,,,,,,,,,,
2774,2,1,,,,,,,,,,,,,
2774,11,20,,,,,,,,,,,,,
2775,1,7,,,,,,,,,,,,,
2775,2,3,,,,,,,,,,,,,
2775,3,4,,,,,,,,,,,,,
2775,6,13,,,,,,,,,,,,,
2775,7,1,,,,,,,,,,,,,
2775,8,12,,,,,,,,,,,,,
2777,11,15,,,,,,,,,,,,,
2777,12,13,,,,,,,,,,,,,
2778,1,5,,,,,,,,,,,,,
2778,2,4,,,,,,,,,,,,,
2778,4,1,,,,,,,,,,,,,
2778,6,1,,,,,,,,,,,,,
2778,7,1,,,,,,,,,,,,,
2778,9,6,,,,,,,,,,,,,
2778,11,24,,,,,1,,,1.5,2250,,,,
2778,12,20,,,,,1,,,1.5,2250,,,,
2779,1,4,,,,,,,,,,,,,
2779,2,2,,,,,,,,,,,,,
2779,4,2,,,,,,,,,,,,,
2779,11,12,,,,,,,,,,,,,
2779,12,12,,,,,,,,,,,,,
2780,11,15,,,,,,,,,,,,,
2780,12,15,,,,,,,,,,,,,
2782,11,10,,,,,,,,,,,,,
2782,12,8,,,,,,,,,,,,,
2783,11,12,,,,,,,,,,,,,
2783,12,10,,,,,,,,,,,,,
2784,11,11,,,,,,,,,,,,,
2784,12,9,,,,,,,,,,,,,
2785,11,9,,,,,,,,,,,,,
2785,12,7,,,,,,,,,,,,,
2786,11,22,,,,,,,,,,,,,
2786,12,20,,,,,,,,,,,,,
2786,14,2,,,,,,,,,,,,,
2787,11,12,,,,,,,,,,,,,
2787,12,12,,,,,,,,,,,,,
2788,11,12,,,,,,,,,,,,,
2788,12,9,,,,,,,,,,,,,
2790,11,24,,,,,,,,,,,,,
2790,12,22,,,,,,,,,,,,,
2809,1,4,,,1,150000,1,70,161000,10,23000,2,,,
2809,2,2,,,,,,,,,,,,,
2809,4,2,,,1,150000,1,70,161000,10,23000,2,,,
2809,11,20,,,,,3,,,4,6000,,,,
2809,12,18,,,,,,,,,,,,,
2810,1,4,,,1,170000,1,70,161000,10,23000,2,,,
2810,2,2,,,,,,,,,,,,,
2810,4,2,,,1,170000,1,70,161000,10,23000,2,,,
2810,11,30,10,6000,,,4,,,6,9000,,,,
2810,12,20,,,,,,,,,,,,,
2811,1,4,,,2,300000,,,,,,2,,,
2811,2,2,,,,,,,,,,,,,
2811,4,2,,,2,300000,,,,,,2,,,
2811,9,5,,,4,100000,1,,,10,30000,2,,,
2811,11,20,,,,,2,,,3,4500,,,,
2811,12,20,,,,,2,,,3,4500,,,,
2812,1,4,,,1,165000,,,,,,2,,,
2812,2,2,,,,,,,,,,,,,
2812,4,2,,,1,165000,,,,,,2,,,
2812,11,25,,,,,,,,,,,,,
2812,12,25,,,,,,,,,,,,,
2813,1,4,,,1,160000,,,,,,2,,,
2813,2,2,,,,,,,,,,,,,
2813,4,2,,,1,160000,,,,,,2,,,
2813,11,15,,,,,4,,,4,6000,,,,
2813,12,15,,,,,4,,,4,6000,,,,
2814,1,4,,,2,300000,,,,,,2,,,
2814,2,2,,,,,,,,,,,,,
2814,4,2,,,2,300000,,,,,,2,,,
2814,9,10,,,8,240000,2,,,20,60000,2,,,
2814,11,20,,,,,5,,,6,9000,,,,
2814,12,20,,,,,5,,,6,9000,,,,
2815,1,4,,,1,220000,,,,,,2,,,
2815,2,1,,,,,,,,,,,,,
2815,3,1,,,1,220000,,,,,,2,,,
2815,4,2,,,,,,,,,,,,,
2815,11,20,,,,,4,,,6,9000,,,,
2815,12,15,,,,,4,,,6,9000,,,,
2816,1,5,,,1,160000,,,,,,2,,,
2816,2,2,,,,,,,,,,,,,
2816,3,1,,,,,,,,,,,,,
2816,4,2,,,1,160000,,,,,,2,,,
2816,9,4,,,4,120000,,,,,,2,,,
2816,11,20,,,,,4,,,6,9000,,,,
2816,12,20,,,,,,,,,,,,,
2817,1,4,,,2,320000,,,,,,2,,,
2817,2,2,,,,,,,,,,,,,
2817,4,2,,,2,320000,,,,,,2,,,
2817,11,20,,,,,2,,,3,4500,,,,
2817,12,18,,,,,2,,,3,4500,,,,
2827,1,5,,,2,180000,,,,,,,3,,
2827,2,3,,,,,,,,,,,,,
2827,4,2,,,2,180000,,,,,,,3,,
2827,6,3,,,,,2,40,80000,60,140000,,3,,
2827,7,3,,,,,1,40,80000,40,80000,,3,,
2827,8,,,,,,1,,,20,60000,,,,
2827,9,7,,,,,1,,,20,40000,,,,
2827,11,30,,,,,3,,,4.5,7000,,,,
2827,12,30,,,,,3,,,4.5,7000,,,,
2828,1,12,,,2,120000,,,,,,3,,,
2828,2,7,,,,,,,,,,,,,
2828,4,5,,,2,120000,,,,,,3,,,
2828,9,5,,,,,2,,,30,80000,,,,
2828,11,13,,,,,4,,,4,6000,,,,
2828,12,10,,,,,4,,,4,6000,,,,
2829,1,6,,,1,90000,,,,,,2,,,
2829,2,3,,,,,,,,,,,,,
2829,4,3,,,1,90000,,,,,,2,,,
2829,9,4,,,,,1,,,10,30000,,,,
2829,11,10,,,,,6,,,9,8000,,,,
2829,12,10,,,,,6,,,9,8000,,,,
2830,1,7,,,1,85000,,,,,,2,,,
2830,2,4,,,,,,,,,,,,,
2830,4,3,,,1,85000,,,,,,2,,,
2830,6,1,,,6,190000,1,,,30,60000,2,,,
2830,7,1,,,6,190000,1,,,30,60000,2,,,
2830,11,10,,,,,3,,,3,5000,,,,
2830,12,10,,,,,3,,,3,5000,,,,
2831,1,2,,,,,,,,,,,,,
2831,2,1,,,,,,,,,,,,,
2831,4,1,,,,,,,,,,,,,
2831,11,20,,,,,2,,,2,3000,,,,
2831,12,10,,,,,2,,,2,3000,,,,
2832,1,3,,,1,80000,,,,,,3,,,
2832,2,2,,,,,,,,,,,,,
2832,4,1,,,1,80000,,,,,,3,,,
2833,1,2,,,,,,,,,,,,,
2833,2,1,,,,,,,,,,,,,
2833,4,1,,,,,,,,,,,,,
2833,11,10,,,,,2,,,2,3000,,,,
2833,12,10,,,,,2,,,2,3000,,,,
2834,1,4,,,,,,,,,,,,,
2834,2,2,,,,,,,,,,,,,
2834,4,2,,,,,,,,,,,,,
2834,7,1,,,6,190000,,,,,,2,,,
2834,8,,,,6,190000,,,,,,2,,,
2834,9,7,,,,,1,,,20,60000,,,,
2834,11,20,,,,,,,,,,,,,
2834,12,10,,,,,,,,,,,,,
2835,1,4,,,,,,,,,,,,,
2835,2,1,,,,,,,,,,,,,
2835,4,3,,,,,,,,,,,,,
2835,6,1,,,4,160000,2,,,40,80000,8,2,,
2835,8,,,,4,160000,2,,,40,80000,8,2,,
2835,11,10,,,,,2,,,2,3000,,,,
2835,12,10,,,,,2,,,2,3000,,,,
2845,1,2,,,,,,,,,,,,,
2845,2,1,,,,,,,,,,,,,
2845,4,1,,,,,,,,,,,,,
2845,11,15,,,,,10,,,20,40000,,,,
2845,12,15,,,,,10,,,20,40000,,,,
2846,1,1,,,,,1,80,200000,30,75000,2,9,,
2846,2,1,,,,,,,,,,,,,
2846,3,,,,,,1,80,200000,30,75000,2,9,,
2846,6,,,,,,1,30,105000,30,105000,2,9,,
2846,11,10,,,,,,,,,,,,,
2846,12,10,,,,,,,,,,,,,
2847,1,2,,,,,,,,,,,,,
2847,2,1,,,,,,,,,,,,,
2847,4,1,,,,,,,,,,,,,
2847,6,1,1,40000,,,1,50,175000,50,175000,1,2,,
2847,8,1,1,40000,,,,,,,,,,,
2847,11,16,15,9000,,,,,,,,,,,
2847,12,1,,,,,,,,,,,,,
2848,1,1,,,,,,,,,,,,,
2848,2,1,,,,,,,,,,,,,
2849,1,3,1,50000,,,,,,,,,,,
2849,2,1,,,,,,,,,,,,,
2849,4,2,1,50000,,,,,,,,,,,
2849,6,,,,,,1,,,30,90000,,,,
2849,8,,,,,,1,,,30,90000,,,,
2849,11,22,,,,,,,,,,,,,
2849,12,10,,,,,,,,,,,,,
2850,1,2,,,,,,,,,,,,,
2850,2,1,,,,,,,,,,,,,
2850,4,1,,,,,,,,,,,,,
2850,11,3,,,,,,,,,,,,,
2850,12,3,,,,,,,,,,,,,
2851,1,,,,,,1,50,110000,50,110000,2,,,
2851,3,,,,,,1,50,110000,50,110000,2,,,
2851,9,2,,,,,,,,,,,,,
2851,11,14,14,7000,,,,,,,,,,,
2852,1,5,4,105000,1,200000,2,30,70000,20,50000,2,,,30
2852,2,1,,,1,200000,,,,,,2,,,
2852,3,,,,,,2,30,70000,20,50000,2,,,30
2852,4,4,4,105000,,,,,,,,,,,
2852,6,,,,,,2,40,140000,40,140000,2,9,,
2852,11,20,,,,,,,,,,,,,
2852,12,13,,,,,,,,,,,,,
2852,13,20,,,,,20,,,60,180000,,,,
2852,14,20,,,,,20,,,60,180000,,,,
2852,19,20,,,,,,,,,,,,,
2853,1,2,,,,,3,115,280000,90,220000,1,2,9,
2853,2,1,,,,,2,100,200000,70,168000,1,2,9,
2853,4,1,,,,,1,30,80000,20,52000,1,2,9,
2853,6,1,1,45000,,,,,,,,,,,
2853,8,1,1,45000,,,,,,,,,,,
2853,11,10,,,,,,,,,,,,,
2853,12,10,,,,,,,,,,,,,
2854,1,2,,,,,,,,,,,,,
2854,2,1,,,,,,,,,,,,,
2854,4,1,,,,,,,,,,,,,
2854,11,7,,,,,,,,,,,,,
2854,12,7,,,,,,,,,,,,,
2855,1,4,,,,,,,,,,,,,
2855,2,2,,,,,,,,,,,,,
2855,4,2,,,,,,,,,,,,,
2855,6,1,,,,,,,,,,,,,
2855,8,1,,,,,,,,,,,,,
2855,11,6,,,,,,,,,,,,,
2855,12,6,,,,,,,,,,,,,
2858,1,4,,,,,,,,,,,,,
2858,2,2,,,,,,,,,,,,,
2858,4,2,,,,,,,,,,,,,
2858,6,1,,,,,2,40,80000,30,60000,2,,,
2858,8,1,,,,,2,40,80000,30,60000,2,,,
2858,11,9,,,,,,,,,,,,,
2858,12,9,,,,,,,,,,,,,
2858,13,3,,,,,,,,,,,,,
2858,14,3,,,,,,,,,,,,,
2860,1,2,,,,,,,,,,,,,
2860,2,1,,,,,,,,,,,,,
2860,4,1,,,,,,,,,,,,,
2860,6,2,,,,,1,,,40,80000,,,,
2860,8,2,,,,,1,,,40,80000,,,,
2860,11,10,,,,,3,,,4,6000,,,,
2860,12,10,,,,,,,,,,,,,
2899,1,4,,,3,450000,,,,,,,2,,
2899,2,2,,,,,,,,,,,,,
2899,4,2,,,3,450000,,,,,,,2,,
2899,12,15,,,,,,,,,,,,,
2899,13,15,,,,,,,,,,,,,
2900,1,3,,,2,150000,,,,,,2,,,
2900,2,2,,,,,,,,,,,,,
2900,4,1,,,2,150000,,,,,,2,,,
2900,11,30,,,,,,,,,,,,,
2900,12,10,,,,,,,,,,,,,
2901,1,2,,,,,1,,,50,100000,,,,
2901,2,1,,,,,,,,,,,,,
2901,4,1,,,,,1,,,50,100000,,,,
2901,11,6,,,,,,,,,,,,,
2901,12,6,,,,,,,,,,,,,
2902,1,3,,,,,,,,,,,,,
2902,2,1,,,,,,,,,,,,,
2902,4,2,,,,,,,,,,,,,
2902,11,20,,,,,,,,,,,,,
2902,12,20,,,,,,,,,,,,,
2903,1,5,,,,,1,,,50,100000,,,,
2903,2,2,,,,,,,,,,,,,
2903,4,3,,,,,1,,,50,100000,,,,
2903,6,2,2,70000,,,,,,,,,,,
2903,8,2,2,70000,,,,,,,,,,,
2903,11,4,,,,,,,,,,,,,
2903,12,4,,,,,,,,,,,,,
2904,11,5,,,,,,,,,,,,,
2904,12,5,,,,,,,,,,,,,
2905,1,1,1,50000,,,,,,,,,,,
2905,4,1,1,50000,,,,,,,,,,,
2906,11,5,,,,,,,,,,,,,
2906,12,5,,,,,,,,,,,,,
2907,1,4,,,1,60000,1,,,70,140000,2,,,
2907,2,2,,,,,,,,,,,,,
2907,4,2,,,1,60000,1,,,70,140000,2,,,
2907,6,5,,,4,300000,,,,,,3,,,
2907,7,1,,,,,,,,,,,,,
2907,8,4,,,4,300000,,,,,,3,,,
2911,11,13,,,3,12000,,,,,,2,,,
2911,12,10,,,,,,,,,,,,,
2912,1,4,,,,,1,170,340000,10,20000,2,4,,
2912,2,2,,,,,1,170,340000,10,20000,2,4,,
2912,4,2,,,,,,,,,,,,,
2912,11,4,1,2700,,,,,,,,,,,
2912,12,4,,,,,,,,,,,,,
2914,1,1,,,,,,,,,,,,,
2914,2,1,,,,,,,,,,,,,
2914,11,10,,,,,,,,,,,,,
2914,12,10,,,,,,,,,,,,,
2915,1,24,,,3,680000,2,180,360000,30,60000,2,4,,
2915,2,8,,,,,,,,,,,,,
2915,3,6,,,3,680000,1,120,240000,20,40000,2,4,,
2915,4,10,,,,,1,60,120000,10,20000,2,,,
2915,6,5,,,3,75000,2,30,220000,20,50000,2,4,,
2915,7,1,,,,,,,,,,,,,
2915,8,4,,,3,75000,2,30,220000,20,50000,2,4,,
2915,11,20,40,40000,,,2,,,5,10000,,,,
2915,12,15,,,,,,,,,,,,,
2926,1,5,,,1,260000,1,100,200000,15,30000,4,2,,
2926,2,2,,,,,,,,,,,,,
2926,3,2,,,1,260000,1,100,200000,15,30000,4,2,,
2926,4,1,,,,,,,,,,,,,
2926,11,10,25,30000,,,18,,,25,40000,,,,
2926,12,5,,,,,,,,,,,,,
2928,1,3,,,1,250000,,,,,,2,,,
2928,2,1,,,,,,,,,,,,,
2928,3,1,,,1,250000,,,,,,2,,,
2928,4,1,,,,,,,,,,,,,
2928,6,4,,,3,90000,1,60,150000,10,25000,2,4,,
2928,7,1,,,,,,,,,,,,,
2928,8,3,,,3,90000,1,60,150000,10,25000,4,2,,
2928,11,15,30,40000,,,20,,,30,45000,,,,
2928,12,10,,,,,,,,,,,,,
2929,1,4,,,1,250000,,,,,,2,,,
2929,2,1,,,,,,,,,,,,,
2929,3,2,,,1,250000,,,,,,2,,,
2929,4,1,,,,,,,,,,,,,
2929,11,15,30,40000,,,20,,,35,50000,,,,
2929,12,10,,,,,,,,,,,,,
2930,1,3,,,1,230000,,,,,,2,,,
2930,2,1,,,,,,,,,,,,,
2930,3,1,,,1,230000,,,,,,2,,,
2930,4,1,,,,,,,,,,,,,
2930,11,10,25,30000,,,20,,,30,45000,,,,
2930,12,7,,,,,,,,,,,,,
2931,1,4,,,1,260000,,,,,,2,,,
2931,2,1,,,,,,,,,,,,,
2931,3,2,,,1,260000,,,,,,2,,,
2931,4,1,,,,,,,,,,,,,
2931,11,10,20,25000,,,15,,,25,40000,,,,
2931,12,7,,,,,,,,,,,,,
2932,1,8,,,1,240000,1,100,200000,15,30000,2,4,,
2932,2,3,,,,,,,,,,,,,
2932,3,3,,,1,240000,1,100,200000,15,30000,2,4,,
2932,4,2,,,,,,,,,,,,,
2932,11,14,30,45000,,,20,,,30,45000,,,,
2932,12,10,,,,,,,,,,,,,
2934,1,9,,,3,740000,1,90,180000,20,40000,2,4,,
2934,2,3,,,,,,,,,,,,,
2934,3,4,,,3,740000,1,90,180000,20,40000,2,4,,
2934,4,2,,,,,,,,,,,,,
2934,11,15,40,50000,,,30,,,50,65000,,,,
2934,12,10,,,,,,,,,,,,,
2935,1,3,,,,,2,150,300000,10,20000,2,,,
2935,3,,,,,,2,150,300000,10,20000,2,,,
2935,4,3,,,,,,,,,,,,,
2935,9,9,,,,,,,,,,,,,
2937,1,8,,,4,240000,,,,,,2,,,
2937,2,4,,,,,,,,,,,,,
2937,4,4,,,4,240000,,,,,,2,,,
2937,9,5,,,,,,,,,,,,,
2944,1,4,,,1,190000,,,,,,2,,,
2944,2,2,,,,,,,,,,,,,
2944,3,1,,,1,190000,,,,,,2,,,
2944,4,1,,,,,,,,,,,,,
2944,10,1,,,,,,,,,,,,,
2945,11,10,,,,,,,,,,,,,
2945,12,8,,,,,,,,,,,,,
2946,1,9,,,,,1,145,290000,10,20000,2,,,5
2946,2,3,,,,,,,,,,,,,
2946,3,3,,,,,1,145,290000,10,20000,2,,,5
2946,4,3,,,,,,,,,,,,,
2946,10,1,,,,,,,,,,,,,
2946,11,10,,,,,2,,,3,6300,,,,
2946,12,10,,,,,,,,,,,,,
2948,1,3,,,,,1,130,260000,8,16000,2,,,12
2948,2,1,,,,,,,,,,,,,
2948,3,1,,,,,1,130,260000,8,16000,2,,,12
2948,4,1,,,,,,,,,,,,,
2948,11,15,,,,,5,,,6,10800,,,,
2948,12,10,,,,,,,,,,,,,
2980,1,3,,,,,,,,,,,,,
2980,2,1,,,,,,,,,,,,,
2980,4,2,,,,,,,,,,,,,
2980,11,23,,,,,2,,,3,4500,,,,
2980,12,10,,,,,2,,,3,4500,,,,
2980,13,20,,,10,15000,,,,,,2,,,
2980,14,20,,,10,15000,,,,,,2,,,
2980,19,4,,,,,,,,,,,,,
2981,1,4,,,1,165000,,,,,,2,,,
2981,2,2,,,,,,,,,,,,,
2981,4,2,,,,,,,,,,,,,
2981,11,15,,,,,4,,,5,7500,,,,
2981,12,8,,,,,4,,,,,,,,
2982,1,5,,,2,330000,,,,,,2,,,
2982,2,2,,,,,,,,,,,,,
2982,4,3,,,,,,,,,,,,,
2982,11,33,,,,,10,,,10,15000,,,,
2982,12,4,,,,,10,,,10,15000,,,,
2983,1,4,,,1,135000,1,,,70,140000,2,,,
2983,2,2,,,,,,,,,,,,,
2983,4,2,,,,,,,,,,,,,
2983,6,5,,,4,400000,,,,,,2,,,
2983,7,1,,,,,,,,,,,,,
2983,8,4,,,4,400000,,,,,,2,,,
2983,11,30,,,,,10,,,10,15000,,,,
2983,12,10,,,,,10,,,10,15000,,,,
2984,1,2,,,,,,,,,,,,,
2984,2,1,,,,,,,,,,,,,
2984,4,1,,,,,,,,,,,,,
2984,11,13,,,,,2,,,2,3000,,,,
2984,12,3,,,,,2,,,,,,,,
2984,13,6,,,,,2,,,2,5000,,,,
2984,14,6,,,,,2,,,2,5000,,,,
2985,1,,,,,,1,,,110,220000,,,,
2985,2,,,,,,1,,,110,220000,,,,
2985,11,13,,,,,5,,,6,9000,,,,
2985,12,5,,,,,5,,,,,,,,
2985,13,2,,,,,,,,,,,,,
2985,14,2,,,,,,,,,,,,,
2986,1,4,,,,,2,140,280000,10,20000,2,,,
2986,2,2,,,,,,,,,,,,,
2986,4,2,,,,,2,140,280000,10,20000,2,,,
2986,11,24,,,,,5,,,5,7500,,,,
2986,12,10,,,,,5,,,5,7500,,,,
2987,1,2,,,,,3,230,460000,25,50000,2,,,
2987,2,1,,,,,,,,,,,,,
2987,4,1,,,,,3,230,460000,25,50000,2,,,
2987,11,5,,,,,,,,,,,,,
2987,12,5,,,,,,,,,,,,,
2988,1,2,,,,,1,,,80,160000,,,,
2988,2,1,,,,,,,,,,,,,
2988,4,1,,,,,1,,,80,160000,,,,
2988,11,20,,,,,10,,,12,18000,,,,
2988,12,10,,,,,10,,,12,18000,,,,
2989,11,10,,,,,3,,,5,8500,,,,
2989,12,10,,,,,3,,,5,8500,,,,
2990,11,20,,,2,10000,3,,,5,8750,2,,,
2990,12,20,,,2,10000,3,,,5,8750,2,,,
2991,11,10,,,1,5000,3,,,5,8750,2,,,
2991,12,10,,,1,5000,3,,,5,8750,2,,,
2992,11,20,,,2,12000,4,,,7,12250,2,,,
2992,12,20,,,2,12000,4,,,7,12250,2,,,
2993,1,4,,,,,1,80,144000,70,126000,2,,,
2993,2,2,,,,,,,,,,,,,
2993,3,,,,,,1,80,144000,70,126000,2,,,
2993,4,2,,,,,,,,,,,,,
2993,11,5,,,,,2,,,3,5100,,,,
2993,12,5,,,,,2,,,3,5100,,,,
2994,11,15,,,,,4,,,7,12250,,,,
2994,12,15,,,,,4,,,7,12250,,,,
2994,13,2,,,,,2,,,3,7000,,,,
2994,14,2,,,,,2,,,3,7000,,,,
2996,1,12,,,,,2,210,378000,100,180000,2,,,
2996,2,5,,,,,1,50,90000,100,180000,2,,,
2996,3,2,,,,,1,160,288000,,,2,,,
2996,4,5,,,,,,,,,,,,,
2996,11,10,,,,,4,,,6,10200,,,,
2996,12,2,,,,,4,,,6,10200,,,,
2997,1,4,,,,,1,60,120000,80,160000,2,,,
2997,2,2,,,,,,,,,,,,,
2997,3,,,,,,1,60,120000,80,160000,2,,,
2997,4,2,,,,,,,,,,,,,
2997,11,10,,,,,3,,,4,6800,,,,
2997,12,10,,,,,3,,,4,6800,,,,
3007,1,5,3,650000,2,280000,,,,,,2,,,
3007,2,2,1,300000,,,,,,,,,,,
3007,4,3,2,350000,2,280000,,,,,,2,,,
3007,6,1,2,60000,,,1,,,50,140000,,,,
3007,8,1,2,60000,,,,,,,,,,,
3007,11,20,10,6000,,,4,,,6,15000,,,,
3007,12,10,,,,,4,,,6,15000,,,,
3008,11,10,,,,,3,,,4,10000,,,,
3008,12,10,,,,,3,,,4,10000,,,,
3009,1,2,,,,,1,,,40,80000,,,,
3009,2,1,,,,,,,,,,,,,
3009,4,1,,,,,1,,,40,80000,,,,
3009,10,1,,,,,,,,,,,,,
3009,11,8,,,,,,,,,,,,,
3009,12,8,,,,,,,,,,,,,
3010,1,3,,,,,1,45,90000,10,20000,2,,,
3010,2,1,,,,,,,,,,,,,
3010,4,2,,,,,1,45,90000,10,20000,2,,,
3010,9,4,,,,,,,,,,,,,
3010,11,20,13,7800,,,3,,,3,7500,,,,
3010,12,7,,,,,,,,,,,,,
3010,13,2,,,,,,,,,,,,,
3010,14,2,,,,,,,,,,,,,
3011,6,1,1,40000,,,,,,,,,,,
3011,8,1,1,40000,,,,,,,,,,,
3011,10,1,,,,,,,,,,,,,
3011,11,6,15,9000,,,2,,,3,7500,,,,
3011,12,6,,,,,2,,,3,7500,,,,
3012,1,4,,,2,200000,,,,,,2,,,
3012,2,2,,,,,,,,,,,,,
3012,4,2,,,2,200000,,,,,,2,,,
3012,6,1,2,80000,,,1,40,112000,10,28000,2,,,
3012,8,1,2,80000,,,,,,,,,,,
3012,10,1,,,,,,,,,,,,,
3012,11,10,,,,,,,,,,,,,
3012,12,10,,,,,,,,,,,,,
3013,1,6,1,30000,,,,,,,,,,,
3013,2,2,,,,,,,,,,,,,
3013,4,4,1,30000,,,,,,,,,,,
3013,9,6,3,120000,,,,,,,,,,,
3013,11,13,,,,,,,,,,,,,
3013,12,13,,,,,,,,,,,,,
3013,13,4,,,,,3,,,4.5,22500,,,,
3013,14,4,,,,,3,,,4.5,22500,,,,
3013,19,5,,,,,,,,,,,,,
3014,1,4,,,,,,,,,,,,,
3014,2,2,,,,,,,,,,,,,
3014,4,2,,,,,,,,,,,,,
3014,6,2,2,70000,,,,,,,,,,,
3014,8,2,2,70000,,,,,,,,,,,
3014,11,10,,,,,,,,,,,,,
3014,12,10,,,,,,,,,,,,,
3014,19,1,,,,,,,,,,,,,
3015,1,2,,,,,,,,,,,,,
3015,2,1,,,,,,,,,,,,,
3015,4,1,,,,,,,,,,,,,
3015,11,16,6,3600,,,,,,,,,,,
3015,12,10,,,,,,,,,,,,,
3015,13,6,,,,,2,,,2,8000,,,,
3015,14,6,,,,,2,,,2,8000,,,,
3015,19,3,,,,,,,,,,,,,
3016,1,2,,,1,90000,,,,,,2,,,
3016,2,1,,,,,,,,,,,,,
3016,4,1,,,,,,,,,,,,,
3016,6,1,1,30000,,,1,10,30000,50,150000,2,,,
3016,8,1,1,30000,,,,,,,,,,,
3016,11,25,,,,,10,,,7,17500,,,,
3016,12,10,,,,,3,,,4,10000,,,,
3017,9,8,,,13,390000,2,,,24,72000,2,,,
3017,11,55,,,10,30000,20,,,25,62500,2,,,
3017,12,15,,,,,,,,,,,,,
3018,1,2,2,140000,,,,,,,,,,,
3018,4,2,2,140000,,,,,,,,,,,
3018,6,1,1,35000,,,,,,,,,,,
3018,8,1,1,35000,,,,,,,,,,,
3018,9,2,,,2,60000,1,,,13,39000,2,,,
3018,11,10,,,,,6,8,12500,5,7500,,9,,
3018,12,10,,,,,6,8,12500,5,7500,,9,,
3018,13,1,,,,,,,,,,,,,
3018,14,1,,,,,,,,,,,,,
3019,1,,,,4,300000,,,,,,2,,,
3019,6,1,1,40000,,,1,,,40,120000,,,,
3019,8,1,1,40000,,,,,,,,,,,
3019,11,24,,,,,5,,,6,11000,,,,
3019,12,7,,,,,5,,,6,11000,,,,
3020,1,2,,,1,90000,,,,,,2,,,
3020,2,1,,,,,,,,,,,,,
3020,4,1,,,,,,,,,,,,,
3020,9,4,,,3,90000,4,,,40,120000,2,,,
3020,11,35,,,,,10,,,12,30000,,,,
3020,12,25,,,,,10,,,12,30000,,,,
3022,1,2,,,,,1,70,126000,10,18000,2,,,
3022,2,1,,,,,,,,,,,,,
3022,4,1,,,,,,,,,,,,,
3022,6,1,1,30000,,,,,,,,,,,
3022,8,1,1,30000,,,,,,,,,,,
3022,9,6,,,2,60000,,,,,,2,,,
3022,11,20,,,,,3,,,4,10000,,,,
3022,12,10,,,,,3,,,4,10000,,,,
3022,13,1,,,,,,,,,,,,,
3022,14,1,,,,,,,,,,,,,
3022,19,3,,,,,,,,,,,,,
3023,1,2,,,1,90000,,,,,,2,,,
3023,2,1,,,,,,,,,,,,,
3023,4,1,,,,,,,,,,,,,
3023,9,4,,,2,70000,1,,,13,39000,2,,,
3023,11,10,,,,,5,,,6,15000,,,,
3023,12,10,,,,,5,,,6,15000,,,,
3024,9,10,,,3,90000,1,,,12,36000,2,,,
3024,11,21,,,,,5,,,6,15000,,,,
3024,12,10,,,,,5,,,6,15000,,,,
3024,13,2,,,,,,,,,,,,,
3024,14,2,,,,,,,,,,,,,
3052,11,8,,,,,2,,,3,4500,,,,
3146,1,4,,,,,2,260,520000,10,20000,2,4,,
3146,2,2,,,,,,,,,,,,,
3146,3,1,,,,,2,260,520000,10,20000,2,4,,
3146,4,1,,,,,,,,,,,,,
3146,11,20,,,,,,,,,,,,,
3146,12,15,,,,,,,,,,,,,
3147,1,4,,,1,370000,1,140,280000,6,12000,2,4,,
3147,2,3,,,1,370000,,,,,,2,,,
3147,3,1,,,,,1,140,280000,6,12000,2,4,,
3147,6,3,3,90000,,,,,,,,,,,
3147,8,3,3,90000,,,,,,,,,,,
3147,11,30,,,,,,,,,,,,,
3147,12,20,,,,,,,,,,,,,
3148,1,2,,,1,270000,,,,,,2,,,
3148,2,2,,,,,,,,,,,,,
3148,3,,,,1,270000,,,,,,2,,,
3148,6,1,,,,,,,,,,,,,
3148,8,1,,,,,,,,,,,,,
3148,11,18,,,,,,,,,,,,,
3148,12,15,,,,,,,,,,,,,
3149,1,4,,,,,1,130,260000,6,12000,2,4,,
3149,2,2,,,,,,,,,,,,,
3149,3,1,,,,,1,130,260000,6,12000,2,4,,
3149,4,1,,,,,,,,,,,,,
3149,6,2,,,1,70000,,,,,,2,,,
3149,8,2,,,1,70000,,,,,,2,,,
3149,11,22,,,,,,,,,,,,,
3149,12,15,,,,,,,,,,,,,
3151,1,6,,,3,670000,1,145,319000,20,44000,2,8,,
3151,2,2,,,1,350000,,,,,,2,8,,
3151,3,1,,,,,1,145,319000,20,44000,2,8,,
3151,4,3,,,2,320000,,,,,,2,8,,
3151,9,38,,,8,320000,1,,,13,32500,2,8,,
3151,11,17,,,,,6,,,9,17000,,,,
3151,12,17,,,,,6,,,9,17000,,,,
3153,1,5,,,3,700000,1,150,330000,16,35200,2,8,9,
3153,2,2,,,1,340000,,,,,,2,8,,
