"recno","date","day","x3_1","x3_2","x3_2drm","x3_3"
3510,9,1,3,3000,3000,1
3510,9,2,3,3000,3000,1
3510,9,3,3,3000,3000,1
3510,9,4,3,3000,3000,1
3510,9,5,3,3000,3000,1
3510,9,7,3,3000,3000,1
3510,9,8,3,3000,3000,1
3510,9,9,3,3000,3000,1
3510,9,10,3,3000,3000,1
3510,9,11,3,3000,3000,1
3510,9,12,3,3000,3000,1
3510,9,14,3,3000,3000,1
3510,9,15,3,3000,3000,1
3510,9,16,3,3000,3000,1
3510,9,17,3,3000,3000,1
3510,9,18,3,3000,3000,1
3510,9,19,3,3000,3000,1
3510,9,21,3,3000,3000,1
3510,9,22,3,3000,3000,1
3510,9,23,3,3000,3000,1
3510,9,24,3,3000,3000,1
3510,9,25,3,3000,3000,1
3510,9,26,3,3000,3000,1
3510,9,28,3,3000,3000,1
3510,9,29,3,3000,3000,1
3510,9,30,3,3000,3000,1
3516,9,1,2,800,800,1
3516,9,14,2,3000,3000,1
3516,9,21,2,3000,3000,1
3516,9,28,2,2000,2000,1
3521,9,1,2,4000,4000,1
3521,9,7,3,800,800,1
3521,9,8,3,600,600,1
3521,9,9,3,600,600,1
3521,9,10,3,700,700,1
3521,9,15,3,800,800,1
3521,9,17,3,800,800,1
3524,9,1,3,1500,1500,1
3524,9,2,3,500,500,1
3524,9,4,3,500,500,1
3524,9,7,3,500,500,1
3524,9,8,3,500,500,1
3524,9,9,3,500,500,1
3524,9,10,3,1000,1000,1
3524,9,11,3,500,500,1
3524,9,15,3,1000,1000,1
3524,9,17,3,500,500,1
3524,9,18,3,550,550,1
3524,9,22,3,1500,1500,1
3524,9,25,3,500,500,1
3524,9,28,3,1000,1000,1
3526,9,2,3,1000,1000,1
3526,9,3,3,1000,1000,1
3526,9,4,3,1000,1000,1
3526,9,7,3,1000,1000,1
3526,9,8,3,1000,1000,1
3526,9,9,3,1000,1000,1
3526,9,10,3,1300,1300,1
3526,9,11,3,1000,1000,1
3526,9,15,3,1000,1000,1
3526,9,16,3,1000,1000,1
3526,9,17,3,1000,1000,1
3526,9,22,3,1000,1000,1
3526,9,24,3,1000,1000,1
3526,9,25,3,1000,1000,1
3526,9,29,3,1500,1500,1
3526,9,30,3,1500,1500,1
3527,9,1,3,1000,1000,1
3527,9,2,3,1000,1000,1
3527,9,3,3,1000,1000,1
3527,9,4,3,1000,1000,1
3527,9,7,3,1000,1000,1
3527,9,9,3,1000,1000,1
3527,9,11,3,1000,1000,1
3527,9,15,3,1000,1000,1
3527,9,16,3,1000,1000,1
3527,9,17,3,1000,1000,1
3527,9,18,3,1000,1000,1
3527,9,22,3,1000,1000,1
3527,9,23,3,1000,1000,1
3527,9,24,3,1000,1000,1
3527,9,25,3,1000,1000,1
3527,9,28,3,1000,1000,1
3527,9,29,3,1000,1000,1
3527,9,30,3,1000,1000,1
3530,9,1,3,1000,1000,1
3530,9,2,3,1000,1000,1
3530,9,3,3,1000,1000,1
3530,9,4,3,1000,1000,1
3530,9,7,3,1000,1000,1
3530,9,8,3,1000,1000,1
3530,9,9,3,1500,1500,1
3530,9,10,3,1200,1200,1
3530,9,11,3,1000,1000,1
3530,9,15,3,900,900,1
3530,9,16,3,1000,1000,1
3530,9,17,3,1000,1000,1
3530,9,18,3,1200,1200,1
3530,9,19,3,1000,1000,1
3530,9,22,3,1500,1500,1
3530,9,23,3,1000,1000,1
3530,9,24,3,900,900,1
3530,9,25,3,1300,1300,1
3538,9,5,3,200,200,1
3538,9,7,3,200,200,1
3538,9,8,3,200,200,1
3538,9,10,5,300,300,1
3538,9,11,5,200,200,1
3538,9,13,5,150,150,1
3538,9,14,3,150,150,1
3538,9,14,5,200,200,1
3538,9,15,3,150,150,1
3538,9,15,5,150,150,1
3538,9,16,3,200,200,1
3538,9,17,5,200,200,1
3538,9,20,5,400,400,1
3538,9,22,3,200,200,1
3538,9,22,5,200,200,1
3538,9,23,3,200,200,1
3538,9,23,5,250,250,1
3538,9,24,3,200,200,1
3538,9,24,5,150,150,1
3538,9,26,3,200,200,1
3538,9,26,5,200,200,1
3538,9,28,3,200,200,1
3538,9,30,3,150,150,1
3538,9,30,5,150,150,1
3543,9,1,3,200,200,1
3543,9,2,3,200,200,1
3543,9,3,3,300,300,1
3543,9,5,3,250,250,1
3543,9,6,3,300,300,1
3543,9,7,3,400,400,1
3543,9,8,3,300,300,1
3543,9,9,3,200,200,1
3543,9,10,3,400,400,1
3543,9,11,3,300,300,1
3543,9,15,3,300,300,1
3543,9,16,3,200,200,1
3543,9,17,3,200,200,1
3543,9,18,3,200,200,1
3543,9,19,3,300,300,1
3543,9,22,3,300,300,1
3543,9,23,3,300,300,1
3543,9,24,3,200,200,1
3543,9,25,3,200,200,1
3543,9,26,3,210,210,1
3543,9,27,4,240,240,1
3543,9,29,3,300,300,1
3543,9,30,3,260,260,1
3545,9,1,3,350,350,1
3545,9,3,3,250,250,1
3545,9,4,2,1250,1250,1
3545,9,5,3,200,200,1
3545,9,6,3,300,300,1
3545,9,7,3,300,300,1
3545,9,8,3,400,400,1
3545,9,9,3,260,260,1
3545,9,10,3,200,200,1
3545,9,11,3,250,250,1
3545,9,16,3,200,200,1
3545,9,17,3,260,260,1
3545,9,18,3,250,250,1
3545,9,19,3,290,290,1
3545,9,22,3,300,300,1
3545,9,23,3,300,300,1
3545,9,24,3,260,260,1
3545,9,25,2,1500,1500,1
3545,9,27,3,300,300,1
3545,9,28,3,200,200,1
3545,9,29,3,300,300,1
3545,9,30,3,300,300,1
3546,9,14,3,150,150,1
3546,9,24,3,250,250,1
3549,9,1,3,200,200,1
3549,9,2,3,150,150,1
3549,9,3,3,150,150,1
3549,9,4,3,100,100,1
3549,9,8,3,200,200,1
3549,9,9,3,200,200,1
3549,9,10,3,200,200,1
3549,9,11,3,200,200,1
3549,9,15,3,200,200,1
3549,9,16,3,200,200,1
3549,9,17,3,200,200,1
3549,9,18,3,200,200,1
3549,9,22,3,200,200,1
3549,9,23,3,200,200,1
3549,9,24,3,200,200,1
3549,9,25,3,200,200,1
3549,9,28,3,200,200,1
3549,9,29,3,200,200,1
3549,9,30,3,200,200,1
3551,9,1,4,600,600,1
3551,9,2,4,500,500,1
3551,9,3,4,700,700,1
3551,9,4,4,500,500,1
3551,9,5,4,1000,1000,1
3551,9,7,4,500,500,1
3551,9,8,4,800,800,1
3551,9,9,4,700,700,1
3551,9,10,4,1000,1000,1
3551,9,15,4,500,500,1
3551,9,16,4,500,500,1
3551,9,17,4,600,600,1
3551,9,18,4,500,500,1
3551,9,19,4,600,600,1
3551,9,21,4,500,500,1
3551,9,22,4,600,600,1
3551,9,23,4,500,500,1
3551,9,25,4,500,500,1
3551,9,28,4,1000,1000,1
3551,9,29,4,1000,1000,1
3551,9,30,4,1000,1000,1
3553,9,1,5,400,400,1
3553,9,2,5,400,400,1
3553,9,3,5,400,400,1
3553,9,4,5,400,400,1
3553,9,5,5,400,400,1
3553,9,6,4,1500,1500,1
3553,9,7,4,1000,1000,1
3553,9,8,4,600,600,1
3553,9,9,5,500,500,1
3553,9,10,5,400,400,1
3553,9,11,5,600,600,1
3553,9,12,5,500,500,1
3553,9,13,5,400,400,1
3553,9,14,5,600,600,1
3553,9,15,4,600,600,1
3553,9,16,5,600,600,1
3553,9,17,5,600,600,1
3553,9,18,5,500,500,1
3553,9,19,5,600,600,1
3553,9,20,4,500,500,1
3554,9,4,3,800,800,1
3554,9,7,3,1500,1500,1
3555,9,4,3,100,100,1
3555,9,5,3,100,100,1
3555,9,8,3,100,100,1
3555,9,10,3,100,100,1
3555,9,14,3,100,100,1
3555,9,15,3,100,100,1
3555,9,16,3,100,100,1
3555,9,17,3,100,100,1
3555,9,22,3,100,100,1
3555,9,23,3,100,100,1
3565,9,24,2,14000,14000,1
3566,9,1,3,500,500,1
3566,9,2,3,600,600,1
3566,9,3,3,500,500,1
3566,9,4,3,500,500,1
3566,9,5,3,600,600,1
3566,9,6,3,500,500,1
3566,9,7,3,500,500,1
3566,9,8,3,500,500,1
3566,9,9,3,400,400,1
3566,9,10,3,700,700,1
3566,9,11,3,800,800,1
3566,9,12,3,400,400,1
3566,9,13,3,300,300,1
3566,9,15,3,800,800,1
3566,9,16,3,800,800,1
3566,9,17,3,500,500,1
3566,9,18,3,500,500,1
3566,9,22,3,600,600,1
3566,9,23,3,600,600,1
3566,9,24,3,800,800,1
3566,9,25,3,500,500,1
3566,9,26,3,600,600,1
3566,9,28,3,700,700,1
3566,9,29,3,600,600,1
3566,9,30,3,600,600,1
3567,9,12,2,3000,3000,1
3571,9,1,3,1500,1500,1
3571,9,2,2,1500,1500,1
3571,9,3,2,700,700,1
3571,9,4,2,600,600,1
3571,9,5,2,500,500,1
3571,9,7,2,600,600,1
3571,9,8,2,700,700,1
3571,9,9,2,500,500,1
3571,9,10,3,800,800,1
3571,9,11,3,600,600,1
3571,9,14,2,17000,17000,1
3571,9,15,2,800,800,1
3571,9,16,2,1000,1000,1
3571,9,17,2,700,700,1
3571,9,18,2,500,500,1
3571,9,19,2,600,600,1
3571,9,22,2,500,500,1
3571,9,23,2,500,500,1
3571,9,24,3,500,500,1
3572,9,5,3,1000,1000,1
3572,9,6,2,2000,2000,1
3572,9,11,2,1000,1000,1
3572,9,21,2,1500,1500,1
3572,9,24,2,1500,1500,1
3572,9,25,2,1500,1500,1
3572,9,30,2,800,800,1
3607,9,1,3,1000,1000,1
3607,9,2,3,1000,1000,1
3607,9,3,3,1000,1000,1
3607,9,4,3,1000,1000,1
3607,9,7,3,1000,1000,1
3607,9,8,3,1000,1000,1
3607,9,9,3,1000,1000,1
3607,9,10,3,1000,1000,1
3607,9,15,3,1300,1300,1
3607,9,16,3,1000,1000,1
3607,9,17,3,1000,1000,1
3607,9,18,3,1200,1200,1
3607,9,22,3,1000,1000,1
3607,9,23,3,1000,1000,1
3607,9,24,3,1000,1000,1
3607,9,25,3,1000,1000,1
3607,9,28,3,1200,1200,1
3607,9,29,3,1000,1000,1
3611,9,2,3,500,500,1
3611,9,3,3,400,400,1
3611,9,4,3,700,700,1
3611,9,5,3,900,900,1
3611,9,7,3,800,800,1
3611,9,8,3,500,500,1
3611,9,9,3,700,700,1
3611,9,14,3,700,700,1
3611,9,15,3,550,550,1
3611,9,16,3,700,700,1
3611,9,21,3,700,700,1
3611,9,22,3,500,500,1
3611,9,23,3,700,700,1
3611,9,25,3,800,800,1
3611,9,28,3,800,800,1
3616,9,1,3,500,500,1
3616,9,2,3,300,300,1
3616,9,3,3,400,400,1
3616,9,6,3,400,400,1
3616,9,7,4,500,500,1
3616,9,8,3,500,500,1
3616,9,10,3,500,500,1
3616,9,15,3,400,400,1
3616,9,17,3,400,400,1
3616,9,19,3,200,200,1
3618,9,27,3,200,200,1
3620,9,30,3,5000,5000,1
3712,9,1,3,500,500,1
3712,9,2,3,800,800,1
3712,9,3,3,300,300,1
3712,9,4,3,240,240,1
3712,9,5,3,700,700,1
3712,9,7,3,400,400,1
3712,9,8,3,300,300,1
3712,9,9,3,240,240,1
3712,9,10,3,300,300,1
3712,9,11,3,300,300,1
3712,9,15,3,800,800,1
3712,9,16,3,600,600,1
3712,9,17,3,700,700,1
3712,9,18,3,240,240,1
3712,9,19,3,700,700,1
3712,9,23,3,300,300,1
3712,9,24,3,700,700,1
3712,9,25,3,300,300,1
3712,9,28,3,600,600,1
3712,9,29,3,500,500,1
3712,9,30,3,300,300,1
3716,9,1,3,1500,1500,1
3716,9,3,3,1200,1200,1
3716,9,5,3,1000,1000,1
3716,9,6,3,1000,1000,1
3716,9,9,3,1500,1500,1
3716,9,10,3,1000,1000,1
3716,9,13,3,1200,1200,1
3716,9,15,2,900,900,1
3716,9,17,3,1500,1500,1
3716,9,19,3,1000,1000,1
3716,9,21,3,1500,1500,1
3716,9,23,3,1000,1000,1
3716,9,25,3,1200,1200,1
3716,9,27,3,1000,1000,1
3716,9,29,3,1000,1000,1
3727,9,1,2,1700,1700,1
3727,9,1,3,600,600,1
3727,9,2,3,400,400,1
3727,9,3,3,1000,1000,1
3727,9,4,3,1500,1500,1
3727,9,5,3,400,400,1
3727,9,6,3,200,200,1
3727,9,7,3,400,400,1
3727,9,8,3,350,350,1
3727,9,9,3,700,700,1
3727,9,10,3,1300,1300,1
3727,9,11,3,300,300,1
3727,9,12,3,700,700,1
3727,9,14,3,300,300,1
3727,9,15,3,300,300,1
3727,9,16,3,200,200,1
3727,9,17,3,800,800,1
3727,9,18,3,1050,1050,1
3727,9,19,3,1000,1000,1
3727,9,20,3,200,200,1
3727,9,21,3,200,200,1
3727,9,22,3,200,200,1
3727,9,23,3,400,400,1
3727,9,24,3,400,400,1
3727,9,25,3,800,800,1
3727,9,26,3,200,200,1
3727,9,27,4,200,200,1
3727,9,28,3,200,200,1
3727,9,29,3,1000,1000,1
3727,9,30,3,720,720,1
3729,9,7,3,100,100,1
3729,9,8,3,100,100,1
3729,9,9,3,100,100,1
3729,9,10,3,100,100,1
3729,9,11,3,100,100,1
3729,9,14,3,100,100,1
3729,9,15,3,100,100,1
3729,9,16,3,100,100,1
3729,9,17,3,100,100,1
3729,9,18,3,100,100,1
3729,9,21,3,100,100,1
3729,9,28,3,100,100,1
3729,9,29,3,100,100,1
3729,9,30,3,100,100,1
3730,9,2,3,300,300,1
3730,9,3,3,300,300,1
3730,9,4,3,300,300,1
3730,9,7,3,150,150,1
3730,9,8,3,100,100,1
3730,9,9,3,150,150,1
3730,9,10,3,100,100,1
3730,9,11,3,100,100,1
3730,9,15,3,300,300,1
3730,9,16,3,250,250,1
3730,9,17,3,200,200,1
3730,9,18,3,300,300,1
3730,9,19,3,430,430,1
3730,9,22,3,250,250,1
3730,9,23,3,250,250,1
3730,9,24,3,150,150,1
3730,9,25,3,100,100,1
3734,9,1,3,600,600,1
3734,9,4,3,580,580,1
3734,9,19,3,500,500,1
3754,9,9,3,200,200,1
3754,9,10,3,300,300,1
3754,9,14,3,300,300,1
3759,9,3,3,500,500,1
3759,9,17,3,600,600,1
3759,9,21,3,600,600,1
3759,9,28,3,600,600,1
3766,9,3,3,1500,1500,1
3766,9,5,3,1500,1500,1
3766,9,6,3,1000,1000,1
3766,9,10,3,1500,1500,1
3766,9,11,3,1500,1500,1
3766,9,12,3,1500,1500,1
3766,9,13,3,1500,1500,1
3766,9,15,3,1500,1500,1
3766,9,16,3,1500,1500,1
3766,9,17,3,1500,1500,1
3766,9,18,3,1500,1500,1
3766,9,19,3,1500,1500,1
3766,9,20,3,1500,1500,1
3766,9,22,3,1000,1000,1
3766,9,23,3,1000,1000,1
3766,9,24,3,1000,1000,1
3766,9,26,3,1500,1500,1
3766,9,27,3,1500,1500,1
3766,9,29,3,150,150,1
3766,9,30,3,150,150,1
3767,9,1,3,600,600,1
3767,9,2,3,400,400,1
3767,9,3,3,400,400,1
3767,9,4,3,500,500,1
3767,9,5,3,400,400,1
3767,9,6,3,400,400,1
3767,9,7,3,400,400,1
3767,9,9,3,500,500,1
3767,9,10,3,300,300,1
3767,9,11,3,450,450,1
3767,9,12,3,500,500,1
3767,9,13,3,300,300,1
3767,9,15,3,400,400,1
3767,9,16,3,400,400,1
3767,9,17,3,600,600,1
3767,9,18,3,200,200,1
3767,9,19,3,300,300,1
3767,9,20,3,200,200,1
3767,9,22,3,400,400,1
3767,9,23,3,400,400,1
3767,9,24,3,400,400,1
3767,9,25,3,400,400,1
3767,9,26,3,400,400,1
3767,9,27,3,600,600,1
3767,9,29,3,400,400,1
3767,9,30,3,400,400,1
3789,9,5,3,200,200,1
3789,9,8,3,200,200,1
3789,9,10,3,250,250,1
3789,9,11,3,200,200,1
3789,9,14,3,200,200,1
3789,9,15,3,200,200,1
3789,9,16,3,200,200,1
3789,9,17,3,200,200,1
3789,9,21,3,250,250,1
3789,9,22,3,250,250,1
3789,9,23,3,250,250,1
3789,9,24,3,250,250,1
3789,9,25,3,250,250,1
3789,9,28,3,300,300,1
3789,9,29,3,200,200,1
3789,9,30,3,300,300,1
3836,9,1,3,200,200,1
3836,9,2,3,250,250,1
3836,9,3,3,150,150,1
3836,9,4,3,200,200,1
3836,9,5,3,200,200,1
3836,9,8,3,250,250,1
3836,9,9,3,250,250,1
3836,9,10,3,200,200,1
3836,9,11,3,150,150,1
3836,9,12,3,150,150,1
3836,9,14,3,300,300,1
3836,9,15,3,150,150,1
3836,9,16,3,200,200,1
3836,9,17,3,150,150,1
3836,9,18,3,200,200,1
3836,9,19,3,200,200,1
3836,9,22,3,150,150,1
3836,9,23,3,150,150,1
3836,9,28,3,200,200,1
3836,9,29,3,200,200,1
3836,9,30,3,200,200,1
3839,9,14,3,200,200,1
3841,9,14,4,100,100,1
3842,9,5,2,20000,20000,1
3842,9,21,2,20000,20000,1
3842,9,25,2,10000,10000,1
3861,9,1,2,5000,5000,1
3862,9,1,3,120,120,1
3862,9,2,3,150,150,1
3862,9,3,3,150,150,1
3862,9,4,3,150,150,1
3862,9,7,3,200,200,1
3862,9,8,3,300,300,1
3862,9,9,3,300,300,1
3862,9,10,3,300,300,1
3862,9,11,3,300,300,1
3862,9,15,3,200,200,1
3862,9,16,3,200,200,1
3862,9,17,3,200,200,1
3862,9,18,3,300,300,1
3862,9,19,3,300,300,1
3862,9,22,3,300,300,1
3862,9,23,3,200,200,1
3862,9,24,3,300,300,1
3862,9,25,3,200,200,1
3862,9,28,3,300,300,1
3862,9,29,3,300,300,1
3862,9,30,3,300,300,1
3863,9,1,3,300,300,1
3863,9,2,3,500,500,1
3863,9,3,3,400,400,1
3863,9,4,3,300,300,1
3863,9,7,3,400,400,1
3863,9,8,3,300,300,1
3863,9,9,3,400,400,1
3863,9,10,3,300,300,1
3863,9,11,3,300,300,1
3863,9,15,3,400,400,1
3863,9,16,3,300,300,1
3863,9,17,3,400,400,1
3863,9,18,3,400,400,1
3863,9,19,3,300,300,1
3863,9,22,3,300,300,1
3863,9,23,3,300,300,1
3863,9,24,3,300,300,1
3863,9,25,3,300,300,1
3863,9,28,3,300,300,1
3863,9,29,3,400,400,1
3863,9,30,3,400,400,1
3867,9,1,3,500,500,1
3867,9,2,3,500,500,1
3867,9,3,3,500,500,1
3867,9,4,3,500,500,1
3867,9,5,3,200,200,1
3867,9,7,3,600,600,1
3867,9,8,3,400,400,1
3867,9,9,3,500,500,1
3867,9,10,3,400,400,1
3867,9,11,3,400,400,1
3867,9,12,3,200,200,1
3867,9,15,3,400,400,1
3867,9,16,3,500,500,1
3867,9,17,3,400,400,1
3867,9,18,3,400,400,1
3867,9,19,3,400,400,1
3867,9,20,3,200,200,1
3867,9,22,3,400,400,1
3867,9,23,3,400,400,1
3867,9,24,3,400,400,1
3867,9,25,3,400,400,1
3867,9,26,3,200,200,1
3867,9,28,3,400,400,1
3867,9,29,3,300,300,1
3867,9,30,3,400,400,1
3868,9,1,3,200,200,1
3868,9,2,3,200,200,1
3868,9,3,3,300,300,1
3868,9,4,3,300,300,1
3868,9,7,3,200,200,1
3868,9,8,3,200,200,1
3868,9,9,3,200,200,1
3868,9,10,3,200,200,1
3868,9,11,3,200,200,1
3868,9,15,3,200,200,1
3868,9,16,3,200,200,1
3868,9,17,3,200,200,1
3868,9,18,3,200,200,1
3868,9,19,3,300,300,1
3868,9,22,3,200,200,1
3868,9,23,3,200,200,1
3868,9,24,3,200,200,1
3868,9,25,3,200,200,1
3868,9,28,3,200,200,1
3868,9,29,3,200,200,1
3868,9,30,3,200,200,1
3869,9,2,3,150,150,1
3869,9,3,3,150,150,1
3869,9,4,3,150,150,1
3869,9,7,3,150,150,1
3869,9,8,3,150,150,1
3869,9,9,3,150,150,1
3869,9,10,3,200,200,1
3869,9,11,3,200,200,1
3869,9,15,3,200,200,1
3869,9,16,3,200,200,1
3869,9,17,3,200,200,1
3869,9,18,3,150,150,1
3869,9,19,3,150,150,1
3869,9,22,3,150,150,1
3869,9,23,3,200,200,1
3869,9,24,3,200,200,1
3869,9,25,3,200,200,1
3869,9,28,3,200,200,1
3869,9,29,3,200,200,1
3869,9,30,3,200,200,1
3880,9,1,3,1000,1000,1
3880,9,4,4,500,500,1
3880,9,8,3,800,800,1
3880,9,14,3,1000,1000,1
3880,9,18,3,600,600,1
3880,9,25,3,1000,1000,1
3881,9,3,2,600,600,1
3883,9,12,3,1000,1000,1
3883,9,23,3,1000,1000,1
3887,9,1,3,300,300,1
3887,9,2,3,250,250,1
3887,9,3,3,250,250,1
3887,9,7,3,200,200,1
3887,9,8,3,150,150,1
3887,9,10,3,200,200,1
3887,9,14,3,150,150,1
3887,9,15,3,150,150,1
3887,9,17,3,200,200,1
3887,9,21,3,150,150,1
3887,9,23,3,150,150,1
3887,9,25,3,150,150,1
3887,9,26,3,150,150,1
3887,9,28,3,150,150,1
3887,9,30,3,150,150,1
3908,10,1,2,12000,12000,1
3925,10,22,3,11000,11000,1
3925,10,24,3,300,300,1
3925,10,25,3,400,400,1
3925,10,27,3,400,400,1
3925,10,28,3,300,300,1
3925,10,29,3,400,400,1
3925,10,30,3,400,400,1
3925,10,31,3,300,300,1
3926,10,22,2,25000,25000,1
3926,10,24,3,1000,1000,1
3926,10,25,3,1500,1500,1
3926,10,26,3,1500,1500,1
3927,10,22,3,2500,2500,1
3928,10,21,2,20000,20000,1
3928,10,23,3,1000,1000,1
3928,10,27,3,1000,1000,1
3928,10,29,3,1000,1000,1
3928,10,30,3,1000,1000,1
3928,10,31,3,1500,1500,1
3932,10,21,3,1500,1500,1
3932,10,25,3,150,150,1
3932,10,26,3,150,150,1
3932,10,27,3,150,150,1
3932,10,28,3,200,200,1
3932,10,29,3,150,150,1
3932,10,30,3,150,150,1
3932,10,31,3,200,200,1
3933,10,21,3,4000,4000,1
3933,10,23,3,1000,1000,1
3933,10,26,3,1000,1000,1
3933,10,28,3,500,500,1
3933,10,29,3,800,800,1
3933,10,30,3,600,600,1
3933,10,31,3,500,500,1
3934,10,21,2,6000,6000,1
3934,10,22,3,500,500,1
3934,10,23,3,500,500,1
3934,10,26,3,500,500,1
3934,10,27,3,500,500,1
3934,10,28,3,500,500,1
3934,10,29,3,500,500,1
3934,10,30,3,500,500,1
3935,10,20,2,9000,9000,1
3935,10,22,3,500,500,1
3935,10,23,3,500,500,1
3935,10,24,3,500,500,1
3935,10,26,3,500,500,1
3935,10,27,3,500,500,1
3935,10,28,3,500,500,1
3935,10,29,3,500,500,1
3935,10,30,3,500,500,1
3935,10,31,3,500,500,1
3936,10,21,3,3000,3000,1
3936,10,22,3,200,200,1
3936,10,23,3,200,200,1
3936,10,26,3,200,200,1
3936,10,27,3,200,200,1
3936,10,28,3,200,200,1
3936,10,29,3,200,200,1
3936,10,30,3,200,200,1
3937,10,21,2,15000,15000,1
3937,10,22,3,1000,1000,1
3937,10,23,3,1000,1000,1
3937,10,26,3,1000,1000,1
3937,10,27,3,1000,1000,1
3937,10,28,3,1000,1000,1
3937,10,29,3,1000,1000,1
3937,10,30,3,1000,1000,1
3956,10,26,3,600,600,1
3956,10,27,3,700,700,1
3956,10,30,3,600,600,1
3962,10,22,2,15000,15000,1
3962,10,24,3,1000,1000,1
3962,10,26,3,1000,1000,1
3962,10,28,3,1000,1000,1
3962,10,30,3,1000,1000,1
3963,10,22,4,5000,5000,1
3963,10,25,4,500,500,1
3963,10,26,4,500,500,1
3963,10,28,4,500,500,1
3963,10,30,4,500,500,1
3966,10,21,2,15000,15000,1
3966,10,23,3,500,500,1
3966,10,26,3,1000,1000,1
3966,10,27,3,1000,1000,1
3966,10,28,3,1000,1000,1
3966,10,29,3,1000,1000,1
3966,10,30,3,1000,1000,1
3969,10,22,4,6000,6000,1
3969,10,23,4,300,300,1
3969,10,25,4,300,300,1
3969,10,26,4,300,300,1
3969,10,27,4,300,300,1
3969,10,28,4,500,500,1
3969,10,29,4,300,300,1
3969,10,30,4,300,300,1
3971,10,22,3,1800,1800,1
3971,10,26,3,200,200,1
3971,10,27,3,200,200,1
3971,10,28,3,100,100,1
3971,10,29,3,200,200,1
3971,10,30,3,300,300,1
3972,10,24,3,1500,1500,1
3972,10,25,3,100,100,1
3972,10,27,3,100,100,1
3972,10,28,3,100,100,1
3972,10,29,3,200,200,1
3972,10,30,3,150,150,1
3976,10,21,2,9000,9000,1
3976,10,22,3,350,350,1
3976,10,23,3,350,350,1
3976,10,24,3,400,400,1
3976,10,25,3,400,400,1
3976,10,26,3,300,300,1
3976,10,27,3,400,400,1
3976,10,28,3,350,350,1
3976,10,29,3,350,350,1
3976,10,30,3,260,260,1
3978,10,21,3,2500,2500,1
3978,10,22,3,250,250,1
3978,10,23,3,250,250,1
3978,10,26,3,250,250,1
3978,10,27,3,300,300,1
3978,10,28,3,300,300,1
3978,10,29,3,200,200,1
3978,10,30,3,250,250,1
3979,10,1,3,4000,4000,1
3979,10,21,3,300,300,1
3979,10,22,3,350,350,1
3979,10,26,4,350,350,1
3979,10,27,4,350,350,1
3979,10,28,4,350,350,1
3979,10,30,4,350,350,1
3983,10,1,3,4200,4200,1
3983,10,21,3,300,300,1
3983,10,22,3,300,300,1
3983,10,23,3,300,300,1
3983,10,25,3,300,300,1
3983,10,27,3,300,300,1
3983,10,28,3,300,300,1
3983,10,29,3,300,300,1
3983,10,30,3,300,300,1
3985,10,1,3,400,400,1
3985,10,21,3,400,400,1
3985,10,22,3,400,400,1
3985,10,23,3,400,400,1
3985,10,24,3,400,400,1
3985,10,26,3,400,400,1
3985,10,28,3,300,300,1
3985,10,29,3,300,300,1
3985,10,30,3,300,300,1
3986,10,1,2,13000,13000,1
3986,10,21,3,800,800,1
3986,10,22,3,800,800,1
3986,10,27,3,800,800,1
3986,10,29,3,900,900,1
3986,10,30,3,800,800,1
3999,10,23,3,500,500,1
3999,10,26,3,500,500,1
3999,10,27,3,500,500,1
3999,10,28,3,500,500,1
3999,10,29,3,400,400,1
3999,10,30,3,500,500,1
3999,10,31,3,700,700,1
4042,10,1,3,1000,1000,1
4042,10,4,3,500,500,1
4042,10,6,3,400,400,1
4042,10,8,3,1500,1500,1
4042,10,15,3,1000,1000,1
4042,10,16,3,700,700,1
4042,10,17,3,500,500,1
4042,10,18,3,1000,1000,1
4042,10,23,3,1300,1300,1
4042,10,29,3,1300,1300,1
4042,10,30,3,1000,1000,1
4045,10,1,2,1000,1000,1
4045,10,2,3,1000,1000,1
4045,10,5,4,1500,1500,1
4045,10,7,3,1000,1000,1
4045,10,10,3,700,700,1
4045,10,13,3,2000,2000,1
4045,10,15,3,1000,1000,1
4045,10,18,3,1000,1000,1
4045,10,20,3,1000,1000,1
4045,10,29,3,1500,1500,1
4046,10,2,3,100,100,1
4046,10,6,3,200,200,1
4046,10,16,3,200,200,1
4046,10,24,3,200,200,1
4046,10,29,3,200,200,1
4048,10,1,3,1000,1000,1
4048,10,29,3,500,500,1
4048,10,30,3,200,200,1
4048,10,31,3,1000,1000,1
4049,10,1,3,400,400,1
4049,10,2,3,600,600,1
4049,10,7,3,300,300,1
4049,10,8,3,350,350,1
4049,10,12,3,300,300,1
4049,10,25,3,300,300,1
4058,10,31,1,35000,35000,1
4058,10,31,2,10000,10000,1
4143,10,1,2,10000,10000,1
4147,10,1,1,55000,55000,1
4147,10,3,3,600,600,1
4147,10,5,3,2000,2000,1
4147,10,7,3,1500,1500,1
4148,10,1,2,7000,7000,1
4148,10,2,2,6000,6000,1
4148,10,4,3,400,400,1
4148,10,5,3,300,300,1
4148,10,6,3,300,300,1
4148,10,7,3,300,300,1
4148,10,8,3,400,400,1
4159,10,1,2,6000,6000,1
4164,10,2,2,15100,15100,1
4167,10,1,2,6000,6000,1
4195,10,1,3,500,500,1
4195,10,2,3,500,500,1
4195,10,3,3,500,500,1
4195,10,4,3,500,500,1
4195,10,5,3,500,500,1
4195,10,6,3,500,500,1
4195,10,7,3,500,500,1
