"recno","weight"
119,76.8796296296296
120,76.8796296296296
121,76.8796296296296
122,76.8796296296296
123,76.8796296296296
124,76.8796296296296
125,76.8796296296296
126,76.8796296296296
127,122.717592592593
128,122.717592592593
129,122.717592592593
130,122.717592592593
131,122.717592592593
132,122.717592592593
133,122.717592592593
134,122.717592592593
135,122.717592592593
136,122.717592592593
137,122.717592592593
138,122.717592592593
139,122.717592592593
140,122.717592592593
141,122.717592592593
142,122.717592592593
143,122.717592592593
144,122.717592592593
145,222.138888888889
146,222.138888888889
147,222.138888888889
148,222.138888888889
149,222.138888888889
150,222.138888888889
151,222.138888888889
152,222.138888888889
153,222.138888888889
154,91.0648148148148
155,91.0648148148148
156,91.0648148148148
157,91.0648148148148
158,91.0648148148148
159,91.0648148148148
160,91.0648148148148
161,91.0648148148148
162,91.0648148148148
163,91.0648148148148
164,91.0648148148148
165,91.0648148148148
166,91.0648148148148
167,91.0648148148148
168,91.0648148148148
169,91.0648148148148
170,91.0648148148148
171,91.0648148148148
172,222.138888888889
173,222.138888888889
174,222.138888888889
175,222.138888888889
176,222.138888888889
177,222.138888888889
178,222.138888888889
179,222.138888888889
180,222.138888888889
181,192.157407407407
182,192.157407407407
183,192.157407407407
184,192.157407407407
185,192.157407407407
186,192.157407407407
187,192.157407407407
188,192.157407407407
189,192.157407407407
190,192.157407407407
191,192.157407407407
192,192.157407407407
193,192.157407407407
194,192.157407407407
195,192.157407407407
196,192.157407407407
197,192.157407407407
198,192.157407407407
199,109.824074074074
200,109.824074074074
201,109.824074074074
202,109.824074074074
203,109.824074074074
204,109.824074074074
205,109.824074074074
206,109.824074074074
207,109.824074074074
208,109.824074074074
209,109.824074074074
210,109.824074074074
211,109.824074074074
212,109.824074074074
213,109.824074074074
214,109.824074074074
215,109.824074074074
216,109.824074074074
217,156.842592592593
218,156.842592592593
219,156.842592592593
220,156.842592592593
221,156.842592592593
222,156.842592592593
223,156.842592592593
224,156.842592592593
225,156.842592592593
226,192.638888888889
227,192.638888888889
228,192.638888888889
229,192.638888888889
230,192.638888888889
231,192.638888888889
232,192.638888888889
233,192.638888888889
234,192.638888888889
235,156.842592592593
236,156.842592592593
237,156.842592592593
238,156.842592592593
239,156.842592592593
240,156.842592592593
241,156.842592592593
242,156.842592592593
243,156.842592592593
244,156.33024691358
245,156.33024691358
246,156.33024691358
247,156.33024691358
248,156.33024691358
249,156.33024691358
250,156.33024691358
251,156.33024691358
252,156.33024691358
253,156.33024691358
254,156.33024691358
255,156.33024691358
256,156.33024691358
257,156.33024691358
258,156.33024691358
259,156.33024691358
260,156.33024691358
261,156.33024691358
262,146.666666666667
263,146.666666666667
264,146.666666666667
265,146.666666666667
266,146.666666666667
267,146.666666666667
268,146.666666666667
269,146.666666666667
270,146.666666666667
271,156.33024691358
272,156.33024691358
273,156.33024691358
274,156.33024691358
275,156.33024691358
276,156.33024691358
277,156.33024691358
278,156.33024691358
279,156.33024691358
280,146.666666666667
281,146.666666666667
282,146.666666666667
283,146.666666666667
284,146.666666666667
285,146.666666666667
286,146.666666666667
287,146.666666666667
288,146.666666666667
289,199.569444444444
290,199.569444444444
291,199.569444444444
292,199.569444444444
293,199.569444444444
294,199.569444444444
295,199.569444444444
296,199.569444444444
297,199.569444444444
298,259.527777777778
299,259.527777777778
300,259.527777777778
301,259.527777777778
302,259.527777777778
303,259.527777777778
304,259.527777777778
305,259.527777777778
306,259.527777777778
307,199.569444444444
308,199.569444444444
309,199.569444444444
310,199.569444444444
311,199.569444444444
312,199.569444444444
313,199.569444444444
314,199.569444444444
315,199.569444444444
316,185.768518518519
317,185.768518518519
318,185.768518518519
319,185.768518518519
320,185.768518518519
321,185.768518518519
322,185.768518518519
323,185.768518518519
324,185.768518518519
325,185.768518518519
326,185.768518518519
327,185.768518518519
328,185.768518518519
329,185.768518518519
330,185.768518518519
331,185.768518518519
332,185.768518518519
333,185.768518518519
334,126.657407407407
335,126.657407407407
336,126.657407407407
337,126.657407407407
338,126.657407407407
339,126.657407407407
340,126.657407407407
341,126.657407407407
342,126.657407407407
343,126.657407407407
344,126.657407407407
345,126.657407407407
346,126.657407407407
347,126.657407407407
348,126.657407407407
349,126.657407407407
350,126.657407407407
351,126.657407407407
352,117.453703703704
353,117.453703703704
354,117.453703703704
355,117.453703703704
356,117.453703703704
357,117.453703703704
358,117.453703703704
359,117.453703703704
360,117.453703703704
361,117.453703703704
362,117.453703703704
363,117.453703703704
364,117.453703703704
365,117.453703703704
366,117.453703703704
367,117.453703703704
368,117.453703703704
369,117.453703703704
370,117.314814814815
371,117.314814814815
372,117.314814814815
373,117.314814814815
374,117.314814814815
375,117.314814814815
376,117.314814814815
377,117.314814814815
378,117.314814814815
379,51.4351851851852
380,51.4351851851852
381,51.4351851851852
382,51.4351851851852
383,51.4351851851852
384,51.4351851851852
385,51.4351851851852
386,51.4351851851852
387,51.4351851851852
388,40.7453703703704
389,40.7453703703704
390,40.7453703703704
391,40.7453703703704
392,40.7453703703704
393,40.7453703703704
394,40.7453703703704
395,40.7453703703704
396,40.7453703703704
397,40.7453703703704
398,40.7453703703704
399,40.7453703703704
400,40.7453703703704
401,40.7453703703704
402,40.7453703703704
403,40.7453703703704
404,40.7453703703704
405,40.7453703703704
406,99.7962962962963
407,99.7962962962963
408,99.7962962962963
409,99.7962962962963
410,99.7962962962963
411,99.7962962962963
412,99.7962962962963
413,99.7962962962963
414,99.7962962962963
415,99.7962962962963
416,99.7962962962963
417,99.7962962962963
418,99.7962962962963
419,99.7962962962963
420,99.7962962962963
421,99.7962962962963
422,99.7962962962963
423,99.7962962962963
424,138.212962962963
425,138.212962962963
426,138.212962962963
427,138.212962962963
428,138.212962962963
429,138.212962962963
430,138.212962962963
431,138.212962962963
432,138.212962962963
433,21.4814814814815
434,21.4814814814815
435,21.4814814814815
436,21.4814814814815
437,21.4814814814815
438,21.4814814814815
439,21.4814814814815
440,21.4814814814815
441,21.4814814814815
442,247.472222222222
443,247.472222222222
444,247.472222222222
445,247.472222222222
446,247.472222222222
447,247.472222222222
448,247.472222222222
449,247.472222222222
450,247.472222222222
451,164.703703703704
452,164.703703703704
453,164.703703703704
454,164.703703703704
455,164.703703703704
456,164.703703703704
457,164.703703703704
458,164.703703703704
459,164.703703703704
460,24.0277777777778
461,24.0277777777778
462,24.0277777777778
463,24.0277777777778
464,24.0277777777778
465,24.0277777777778
466,24.0277777777778
467,24.0277777777778
468,24.0277777777778
469,326.87962962963
470,326.87962962963
471,326.87962962963
472,326.87962962963
473,326.87962962963
474,326.87962962963
475,326.87962962963
476,326.87962962963
477,326.87962962963
478,92.6574074074074
479,92.6574074074074
480,92.6574074074074
481,92.6574074074074
482,92.6574074074074
483,92.6574074074074
484,92.6574074074074
485,92.6574074074074
486,92.6574074074074
487,294.296296296296
488,294.296296296296
489,294.296296296296
490,294.296296296296
491,294.296296296296
492,294.296296296296
493,294.296296296296
494,294.296296296296
495,294.296296296296
496,164.703703703704
497,164.703703703704
498,164.703703703704
499,164.703703703704
500,164.703703703704
501,164.703703703704
502,164.703703703704
503,164.703703703704
504,164.703703703704
505,118.388888888889
506,118.388888888889
507,118.388888888889
508,118.388888888889
509,118.388888888889
510,118.388888888889
511,118.388888888889
512,118.388888888889
513,118.388888888889
514,254.351851851852
515,254.351851851852
516,254.351851851852
517,254.351851851852
518,254.351851851852
519,254.351851851852
520,254.351851851852
521,254.351851851852
522,254.351851851852
523,173.953703703704
524,173.953703703704
525,173.953703703704
526,173.953703703704
527,173.953703703704
528,173.953703703704
529,173.953703703704
530,173.953703703704
531,173.953703703704
532,310.212962962963
533,310.212962962963
534,310.212962962963
535,310.212962962963
536,310.212962962963
537,310.212962962963
538,310.212962962963
539,310.212962962963
540,310.212962962963
541,317.287037037037
542,317.287037037037
543,317.287037037037
544,317.287037037037
545,317.287037037037
546,317.287037037037
547,317.287037037037
548,317.287037037037
549,317.287037037037
550,76.8796296296296
551,76.8796296296296
552,76.8796296296296
553,76.8796296296296
554,76.8796296296296
555,76.8796296296296
556,76.8796296296296
557,76.8796296296296
558,76.8796296296296
559,122.717592592593
560,122.717592592593
561,122.717592592593
562,122.717592592593
563,122.717592592593
564,122.717592592593
565,122.717592592593
566,122.717592592593
567,122.717592592593
568,122.717592592593
569,122.717592592593
570,122.717592592593
571,122.717592592593
572,122.717592592593
573,122.717592592593
574,122.717592592593
575,122.717592592593
576,122.717592592593
577,222.138888888889
578,222.138888888889
579,222.138888888889
580,222.138888888889
581,222.138888888889
582,222.138888888889
583,222.138888888889
584,222.138888888889
585,222.138888888889
586,222.138888888889
587,222.138888888889
588,222.138888888889
589,222.138888888889
590,222.138888888889
591,222.138888888889
592,222.138888888889
593,222.138888888889
594,222.138888888889
595,91.0648148148148
596,91.0648148148148
597,91.0648148148148
598,91.0648148148148
599,91.0648148148148
600,91.0648148148148
601,91.0648148148148
602,91.0648148148148
603,91.0648148148148
604,91.0648148148148
605,91.0648148148148
606,91.0648148148148
607,91.0648148148148
608,91.0648148148148
609,91.0648148148148
610,91.0648148148148
611,91.0648148148148
612,91.0648148148148
613,109.824074074074
614,109.824074074074
615,109.824074074074
616,109.824074074074
617,109.824074074074
618,109.824074074074
619,109.824074074074
620,109.824074074074
621,109.824074074074
622,192.157407407407
623,192.157407407407
624,192.157407407407
625,192.157407407407
626,192.157407407407
627,192.157407407407
628,192.157407407407
629,192.157407407407
630,192.157407407407
631,192.157407407407
632,192.157407407407
633,192.157407407407
634,192.157407407407
635,192.157407407407
636,192.157407407407
637,192.157407407407
638,192.157407407407
639,192.157407407407
640,109.824074074074
641,109.824074074074
642,109.824074074074
643,109.824074074074
644,109.824074074074
645,109.824074074074
646,109.824074074074
647,109.824074074074
648,109.824074074074
649,156.842592592593
650,156.842592592593
651,156.842592592593
652,156.842592592593
653,156.842592592593
654,156.842592592593
655,156.842592592593
656,156.842592592593
657,156.842592592593
658,156.842592592593
659,156.842592592593
660,156.842592592593
661,156.842592592593
662,156.842592592593
663,156.842592592593
664,156.842592592593
665,156.842592592593
666,156.842592592593
667,192.638888888889
668,192.638888888889
669,192.638888888889
670,192.638888888889
671,192.638888888889
672,192.638888888889
673,192.638888888889
674,192.638888888889
675,192.638888888889
676,156.33024691358
677,156.33024691358
678,156.33024691358
679,156.33024691358
680,156.33024691358
681,156.33024691358
682,156.33024691358
683,156.33024691358
684,156.33024691358
685,146.666666666667
686,146.666666666667
687,146.666666666667
688,146.666666666667
689,146.666666666667
690,146.666666666667
691,146.666666666667
692,146.666666666667
693,146.666666666667
694,156.33024691358
695,156.33024691358
696,156.33024691358
697,156.33024691358
698,156.33024691358
699,156.33024691358
700,156.33024691358
701,156.33024691358
702,156.33024691358
703,156.33024691358
704,156.33024691358
705,156.33024691358
706,156.33024691358
707,156.33024691358
708,156.33024691358
709,156.33024691358
710,156.33024691358
711,156.33024691358
712,146.666666666667
713,146.666666666667
714,146.666666666667
715,146.666666666667
716,146.666666666667
717,146.666666666667
718,146.666666666667
719,146.666666666667
720,146.666666666667
721,199.569444444444
722,199.569444444444
723,199.569444444444
724,199.569444444444
725,199.569444444444
726,199.569444444444
727,199.569444444444
728,199.569444444444
729,199.569444444444
730,259.527777777778
731,259.527777777778
732,259.527777777778
733,259.527777777778
734,259.527777777778
735,259.527777777778
736,259.527777777778
737,259.527777777778
738,259.527777777778
739,199.569444444444
740,199.569444444444
741,199.569444444444
742,199.569444444444
743,199.569444444444
744,199.569444444444
745,199.569444444444
746,199.569444444444
747,199.569444444444
748,185.768518518519
