recno,date,region,household_size,area_type,weight,year,household_has_special_education_children,housing_type,dwelling_ownership,number_of_rooms,dwelling_space_sqm,moved_last_5_years,has_centralized_water,has_hot_water,has_centralized_sanitation,has_local_sanitation,has_outside_toilet,has_gas,has_bathtub_shower,has_kitchen,has_telephone,has_radio,has_electricity,has_mobile,has_computer,has_internet,water_source,water_tap_location,potable_water_hours_day,potable_water_24h,main_heating_energy,heating_spend_last_winter_amd,garbage_disposal,complaint_floor_space,complaint_noise,complaint_light,complaint_heating,complaint_humidity,complaint_leaking_roof,complaint_walls_floor,complaint_windows_doors,complaint_traffic,complaint_pollution,complaint_elevator,complaint_water_supply,complaint_garbage,complaint_common_areas,complaint_green_areas,complaint_other,dwelling_condition_estimate,dwelling_renovated,building_new_house,has_other_dwelling,any_member_household_own_work,engaged_cattle_breeding,id_number_household_member_who_11,household_sent_money_goods_12m,household_received_money_goods_12m,lent_money_12m,family_debt_amount,borrowed_money_12m,registered_poverty_benefit,reason_not_registered_benefit,benefit_system_justified,share_families_really_vulnerable,humanitarian_assistance_12m,money_family_need_monthly_live,drm_in_amd,drm_in_amd_2,money_family_need_monthly_make,amd_3,household_has_car,eligible_salary_pension_not_received,hired_household_workers_12m,food_which_usually_consumed_daily,food_which_usually_consumed_daily_2,food_which_usually_consumed_daily_3,food_which_usually_consumed_daily_5,food_which_usually_consumed_daily_8,sample_weight,household_member_count,household_mean_age,household_income_total,household_income_source_count,food_purchases_total,services_goods_total,goods_services_total
801,2,9,4,2,117.314814814815,2015,2,1,1,3.0,95.0,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1.0,28.0,24.0,9,20000.0,4,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,3,2,2,4,1,1,1.0,2,2,2,0,2,4,3.0,2,3,2,5000000,1500000,180000,1.0,180000.0,2,2,2,1.0,65.0,0.4,,100.0,117.314814814815,4,35.25,580000.0,3.0,78532.73,215364.0,748.0
802,2,9,3,1,117.453703703704,2015,2,2,1,2.0,54.5,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,2,90000.0,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,6.0,3,6,2,0,1000000,160000,1.0,160000.0,2,2,2,0.8,60.0,0.1,18.0,100.0,117.453703703704,3,49.0,215000.0,3.0,135744.45,173524.0,744.0
803,2,9,4,1,117.453703703704,2015,2,2,1,2.0,54.5,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,3,90000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,3.0,4,6,2,0,800000,250000,1.0,250000.0,2,2,2,10.0,150.0,0.2,200.0,200.0,117.453703703704,4,18.0,250000.0,1.0,188843.17,233519.0,746.0
804,2,9,2,1,117.453703703704,2015,2,2,1,2.0,54.4,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1.0,28.0,24.0,3,60000.0,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,2.0,3,6,2,0,700000,200000,1.0,200000.0,2,2,2,1.0,100.0,0.2,150.0,200.0,117.453703703704,2,65.0,173000.0,3.0,196878.39,162954.0,746.0
805,2,9,6,1,117.453703703704,2015,2,2,1,2.0,54.5,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,28.0,24.0,2,90000.0,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,6.0,3,6,2,0,1800000,400000,1.0,400000.0,2,2,2,1.0,80.0,0.8,20.0,200.0,117.453703703704,6,31.5,345000.0,3.0,205880.0,231037.0,742.0
806,2,9,4,1,117.453703703704,2015,2,2,1,3.0,68.5,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,28.0,24.0,3,80000.0,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,6.0,4,6,2,1900000,800000,350000,1.0,350000.0,2,2,2,1.0,100.0,0.3,,200.0,117.453703703704,4,28.25,165000.0,2.0,227387.0,162806.0,742.0
807,2,9,4,1,117.453703703704,2015,2,2,1,2.0,54.5,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,28.0,24.0,2,90000.0,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,3.0,3,6,2,1500000,600000,250000,1.0,250000.0,2,2,2,1.0,100.0,0.5,20.0,160.0,117.453703703704,4,14.75,150000.0,1.0,179483.3,232560.0,745.0
808,2,9,4,1,117.453703703704,2015,2,2,1,2.0,54.4,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,28.0,24.0,2,75000.0,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,1,2,250000,1,4,6.0,4,6,2,1000000,500000,200000,1.0,200000.0,2,2,2,1.0,150.0,0.2,15.0,120.0,117.453703703704,4,22.25,300.0,1.0,128855.35,165016.0,746.0
809,2,9,2,1,117.453703703704,2015,2,2,1,2.0,54.4,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,2,65000.0,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,200000,1,4,3.0,3,6,2,1000000,500000,100000,1.0,100000.0,2,2,2,1.0,150.0,0.2,20.0,200.0,117.453703703704,2,62.5,90000.0,2.0,134165.3,339839.0,747.0
810,2,9,3,1,117.453703703704,2015,2,2,1,2.0,54.5,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,3,85000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,6.0,3,6,2,0,800000,250000,1.0,250000.0,2,2,2,1.0,60.0,0.3,15.0,200.0,117.453703703704,3,63.666666666666664,112000.0,3.0,128316.6,150232.0,748.0
811,2,10,1,1,51.4351851851852,2015,2,1,1,4.0,86.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,7.0,2,2,2,2,1,1,2,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,2,1.0,2,1,2,0,2,4,3.0,1,2,2,0,0,0,,,2,2,2,0.5,100.0,0.4,150.0,50.0,51.4351851851852,1,54.0,26200.0,2.0,126448.88,203010.0,16750.0
812,2,10,4,1,51.4351851851852,2015,2,1,1,2.0,140.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,180000.0,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,1,2.0,2,2,2,0,2,1,,1,3,2,1000000,500000,250000,1.0,250000.0,2,2,2,1.5,100.0,1.0,50.0,50.0,51.4351851851852,4,35.75,98000.0,4.0,107859.45,202408.0,748.0
813,2,10,3,1,51.4351851851852,2015,2,1,1,3.0,140.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,100000.0,2,2,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,1,2.0,2,2,2,2200000,1,4,3.0,4,6,2,0,0,0,,,1,2,2,1.3,30.0,1.5,20.0,100.0,51.4351851851852,3,50.0,106000.0,3.0,168072.764,298195.0,746.0
814,2,10,4,1,51.4351851851852,2015,2,1,1,4.0,120.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,28.0,24.0,3,200000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,1,2,2.0,2,1,2,410000,1,4,1.0,1,1,2,0,0,0,,,2,2,2,1.5,170.0,1.0,20.0,50.0,51.4351851851852,4,23.5,60000.0,1.0,60371.05,341769.0,24743.0
815,2,10,4,1,51.4351851851852,2015,2,1,1,5.0,100.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,120000.0,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,1,1,3.0,2,2,2,0,2,4,3.0,1,2,2,0,0,0,,,1,2,2,2.0,30.0,1.5,50.0,50.0,51.4351851851852,4,41.25,183000.0,4.0,144192.7,228764.0,743.0
816,2,10,5,1,51.4351851851852,2015,2,1,1,4.0,120.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,3,170000.0,2,2,2,2,1,1,2,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,1,2.0,2,2,2,300000,1,4,3.0,4,6,2,0,0,0,,,2,2,2,2.0,200.0,1.3,30.0,150.0,51.4351851851852,5,34.2,80000.0,1.0,92230.8,252288.0,744.0
817,2,10,7,1,51.4351851851852,2015,2,1,1,3.0,120.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,7.0,2,1,2,1,1,2,2,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,2,2.0,2,2,2,0,2,4,3.0,3,6,2,0,0,0,,,1,2,2,2.0,50.0,2.0,30.0,100.0,51.4351851851852,7,51.0,61000.0,2.0,139100.1,123114.0,751.0
818,2,10,5,1,51.4351851851852,2015,2,1,1,3.0,100.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,3,150000.0,2,1,2,1,1,2,2,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,2,3.0,2,2,2,0,2,4,3.0,4,6,2,0,0,0,,,2,2,2,2.0,250.0,1.5,20.0,50.0,51.4351851851852,5,35.4,238000.0,3.0,152498.15,326463.0,747.0
819,2,10,5,1,51.4351851851852,2015,2,1,1,4.0,100.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,7.0,2,2,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,3,3,2,4,1,2,2.0,2,2,2,0,2,1,,1,2,2,1000000,700000,200000,1.0,200000.0,1,2,2,1.5,50.0,1.3,50.0,30.0,51.4351851851852,5,34.0,236000.0,4.0,156764.87,294950.0,746.0
820,2,10,5,2,40.7453703703704,2015,2,1,1,2.0,80.0,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2.0,28.0,24.0,6,7.0,4,1,2,1,1,1,1,1,1,3,3,3,2,3,3,2,2,4,3,2,4,1,1,2.0,2,1,2,700000,1,4,6.0,1,5,2,950000,500000,100000,1.0,100000.0,2,2,2,2.0,40.0,1.0,40.0,50.0,40.7453703703704,5,21.0,200000.0,1.0,91121.6,54480.0,400750.0
821,2,10,6,2,40.7453703703704,2015,2,2,1,3.0,68.0,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2.0,28.0,24.0,6,7.0,4,1,2,2,2,1,2,1,1,3,3,3,2,3,3,2,2,4,3,2,4,2,1,2.0,2,1,2,150000,1,1,,1,6,2,1000000,550000,150000,1.0,150000.0,2,2,2,1.0,100.0,0.5,,100.0,40.7453703703704,6,14.0,119000.0,3.0,30797.5,177632.0,754.0
822,2,10,2,2,40.7453703703704,2015,2,2,5,2.0,56.0,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2.0,28.0,24.0,6,60000.0,4,2,2,2,2,1,2,2,2,3,3,3,2,3,3,2,2,3,3,2,3,2,1,2.0,1,2,2,0,2,4,3.0,4,6,2,1000000,500000,100000,1.0,100000.0,1,2,2,0.5,50.0,0.4,,100.0,40.7453703703704,2,62.5,167000.0,2.0,40560.6,354830.0,752.0
823,2,10,1,2,40.7453703703704,2015,2,4,4,1.0,30.0,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2.0,28.0,24.0,6,10000.0,4,2,2,1,1,1,1,2,2,3,3,3,2,3,3,2,2,4,3,2,4,2,2,1.0,2,1,2,0,2,4,3.0,3,6,2,700000,350000,100000,1.0,100000.0,2,2,2,1.0,30.0,0.4,30.0,50.0,40.7453703703704,1,64.0,103000.0,2.0,64501.1,158606.0,754.0
824,2,10,4,2,40.7453703703704,2015,2,2,3,2.0,56.0,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2.0,28.0,24.0,6,7.0,4,2,2,2,1,1,2,1,1,3,3,3,2,3,3,2,2,4,3,2,4,2,2,2.0,2,1,2,120000,1,4,3.0,4,6,2,800000,450000,150000,1.0,150000.0,1,2,2,1.0,50.0,1.0,,200.0,40.7453703703704,4,16.0,88000.0,2.0,68694.5,152507.0,280751.0
825,2,10,4,2,40.7453703703704,2015,2,1,1,3.0,68.0,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2.0,28.0,24.0,6,60000.0,4,2,2,2,2,1,2,2,2,3,3,3,2,3,3,2,2,3,3,2,4,1,2,2.0,2,1,2,80000,1,4,3.0,4,6,2,1000000,600000,150000,1.0,150000.0,1,2,2,1.0,100.0,0.5,,150.0,40.7453703703704,4,12.0,120000.0,1.0,40220.0,141763.0,745.0
826,2,10,5,2,40.7453703703704,2015,2,2,4,2.0,57.0,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2.0,28.0,24.0,6,7.0,4,2,2,2,1,1,1,1,1,3,3,3,2,3,3,2,2,4,2,2,4,1,1,2.0,2,2,2,0,2,4,3.0,3,6,2,2500000,1000000,180000,1.0,180000.0,1,2,2,2.0,100.0,1.0,,100.0,40.7453703703704,5,35.0,150000.0,1.0,84568.5,229172.0,230749.0
827,2,10,3,2,40.7453703703704,2015,2,2,5,2.0,56.0,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2.0,28.0,24.0,9,7.0,4,1,2,2,1,1,2,1,1,3,3,3,2,3,3,2,2,4,3,2,3,2,2,2.0,1,2,2,0,2,4,3.0,3,6,2,2000000,500000,200000,1.0,200000.0,1,1,2,1.0,100.0,0.7,100.0,200.0,40.7453703703704,3,68.33333333333333,130000.0,2.0,166359.208,1611410.0,751.0
828,2,10,1,2,40.7453703703704,2015,2,1,1,2.0,60.0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,3.0,28.0,24.0,9,7.0,4,2,2,2,1,1,2,1,1,3,3,3,2,3,3,2,2,4,3,2,4,1,1,1.0,1,2,2,0,2,4,1.0,2,6,2,500000,200000,50000,1.0,50000.0,2,2,2,0.5,50.0,0.3,50.0,50.0,40.7453703703704,1,84.0,41000.0,1.0,18708.6,32979.0,758.0
829,2,10,3,2,40.7453703703704,2015,2,1,1,3.0,70.0,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1.0,28.0,24.0,6,7.0,4,2,2,2,1,2,1,1,1,2,2,3,2,1,3,2,2,4,2,2,4,1,1,1.0,2,2,2,0,2,4,3.0,2,3,2,0,0,80000,1.0,80000.0,1,2,2,1.0,200.0,1.0,20.0,30.0,40.7453703703704,3,43.0,107500.0,3.0,41746.35,185298.0,746.0
830,2,10,6,2,40.7453703703704,2015,2,2,2,3.0,60.0,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,40000.0,3,1,2,2,2,2,2,1,1,2,2,3,2,1,3,2,2,3,2,2,4,1,1,1.0,1,1,2,600000,1,1,,1,2,2,0,0,120000,1.0,120000.0,2,2,2,1.3,200.0,2.0,30.0,20.0,40.7453703703704,6,24.833333333333332,126000.0,4.0,285870.55,1725989.0,800755.0
831,2,10,5,2,40.7453703703704,2015,2,2,2,2.0,60.0,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,80000.0,3,1,2,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,4,1,2,2.0,1,1,2,0,2,4,1.0,1,3,2,0,0,250000,1.0,250000.0,2,2,2,0.5,20.0,0.5,10.0,15.0,40.7453703703704,5,28.4,370000.0,2.0,110441.42,307423.0,748.0
832,2,10,3,2,40.7453703703704,2015,2,1,1,3.0,80.0,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,7.0,3,2,2,2,1,2,2,1,1,2,2,3,2,1,3,2,2,3,3,2,4,1,1,2.0,1,2,2,600000,1,4,1.0,4,6,2,0,0,150000,1.0,150000.0,2,2,2,1.3,50.0,0.5,10.0,20.0,40.7453703703704,3,60.333333333333336,148000.0,2.0,42680.8,58485.0,1200753.0
833,2,10,5,2,40.7453703703704,2015,2,1,1,4.0,90.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,7.0,5,2,2,2,1,2,2,1,1,2,2,3,2,1,3,2,2,4,2,2,4,1,1,1.0,1,2,2,200000,1,4,1.0,1,2,2,1500000,0,250000,1.0,250000.0,2,2,2,1.7,200.0,1.0,30.0,30.0,40.7453703703704,5,40.6,134000.0,3.0,89950.0,151593.0,748.0
834,2,10,5,2,40.7453703703704,2015,2,1,1,4.0,90.0,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,80000.0,4,2,2,2,1,1,2,1,1,2,2,3,2,1,3,2,2,4,2,2,4,1,1,1.0,1,2,2,300000,1,4,3.0,2,3,2,1000000,600000,200000,1.0,200000.0,2,2,2,1.3,50.0,0.5,20.0,30.0,40.7453703703704,5,34.0,144000.0,3.0,25223.5,151610.0,751.0
835,2,10,5,2,40.7453703703704,2015,2,1,1,6.0,100.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,60000.0,4,2,2,2,1,2,2,1,1,2,2,3,2,1,3,2,2,3,2,2,4,1,1,1.0,2,2,2,200000,1,4,1.0,1,2,2,0,0,200000,1.0,200000.0,2,2,2,1.3,30.0,0.5,15.0,25.0,40.7453703703704,5,27.0,111000.0,2.0,47217.4,133542.0,749.0
836,2,10,3,2,40.7453703703704,2015,2,1,1,4.0,100.0,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,40000.0,5,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,2,2,2,4,1,1,1.0,2,1,2,0,2,1,,1,3,2,0,0,120000,1.0,120000.0,2,2,2,1.4,70.0,0.7,10.0,30.0,40.7453703703704,3,17.0,98000.0,4.0,127193.15,278611.0,747.0
837,2,10,6,2,40.7453703703704,2015,2,2,2,4.0,80.0,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,2,150000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,4,1,1,1.0,2,1,2,700000,1,4,3.0,2,4,2,0,0,200000,1.0,200000.0,1,2,2,1.4,100.0,1.0,20.0,30.0,40.7453703703704,6,24.0,134000.0,3.0,75925.0,286999.0,1400746.0
838,2,11,4,2,99.7962962962963,2015,2,1,1,3.0,102.0,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1.0,28.0,24.0,6,180000.0,3,2,2,2,2,2,2,1,1,3,3,3,2,2,3,2,2,3,1,2,4,1,1,2.0,1,1,2,100000,1,4,1.0,2,2,2,700000,500000,100000,1.0,100000.0,2,2,2,0.7,170.0,0.7,100.0,130.0,99.7962962962963,4,33.0,143000.0,2.0,48305.3,97766.0,700749.0
839,2,11,5,2,99.7962962962963,2015,2,1,1,2.0,117.0,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1.0,28.0,24.0,6,120000.0,3,2,2,2,2,1,2,1,1,3,3,3,2,2,3,2,2,3,3,2,4,1,1,2.0,1,1,2,100000,1,4,6.0,3,4,2,500000,300000,120000,1.0,120000.0,2,2,2,0.6,130.0,0.65,140.0,130.0,99.7962962962963,5,43.4,50000.0,1.0,40105.2,22867.0,748.0
840,2,11,5,2,99.7962962962963,2015,2,1,1,2.0,100.0,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1.0,28.0,24.0,6,140000.0,3,2,2,2,2,1,2,1,1,2,3,3,2,2,3,2,2,3,3,2,4,1,1,2.0,1,1,2,1000000,1,4,3.0,3,4,2,300000,150000,70000,1.0,70000.0,2,2,2,0.7,130.0,0.5,120.0,100.0,99.7962962962963,5,29.4,95000.0,2.0,37206.3,82065.0,752.0
841,2,11,6,2,99.7962962962963,2015,2,1,1,3.0,117.0,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2.0,20.0,2.0,6,180000.0,3,2,2,2,1,1,1,1,1,3,3,3,2,2,3,2,2,3,3,2,4,1,1,2.0,1,1,2,380000,1,4,3.0,3,3,2,450000,250000,150000,1.0,150000.0,1,2,2,0.6,150.0,0.7,150.0,70.0,99.7962962962963,6,30.333333333333332,90000.0,1.0,41685.65,78477.0,747.0
842,2,11,2,2,99.7962962962963,2015,2,1,1,3.0,107.0,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2.0,3.0,4.0,6,120000.0,3,2,2,2,1,2,2,1,1,3,3,3,1,2,3,2,2,3,3,2,4,1,1,1.0,1,1,2,0,2,4,3.0,3,3,2,240000,100000,50000,1.0,50000.0,2,2,2,0.3,70.0,0.3,120.0,50.0,99.7962962962963,2,65.0,83000.0,2.0,32382.4,146235.0,750.0
843,2,11,5,2,99.7962962962963,2015,2,1,1,3.0,107.0,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1.0,28.0,24.0,6,180000.0,3,2,2,2,2,1,1,1,1,3,3,3,2,2,3,2,2,4,3,2,4,1,1,2.0,1,1,2,50000,1,1,,1,1,2,400000,200000,50000,1.0,50000.0,2,2,2,0.5,100.0,0.4,100.0,100.0,99.7962962962963,5,16.0,35000.0,1.0,31574.2,37155.0,752.0
844,2,11,4,2,99.7962962962963,2015,2,1,1,2.0,97.0,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1.0,24.0,7.0,6,100000.0,3,2,2,2,1,1,1,1,1,3,3,3,2,2,3,2,2,4,3,2,4,1,1,2.0,1,1,2,200000,1,4,3.0,3,3,2,300000,170000,100000,1.0,100000.0,2,2,2,0.73,120.0,0.6,140.0,120.0,99.7962962962963,4,61.5,78000.0,2.0,36240.8,49293.0,750.0
845,2,11,2,2,99.7962962962963,2015,2,1,1,2.0,79.0,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,1.0,28.0,24.0,6,50000.0,3,2,2,2,1,1,2,1,1,3,3,3,2,2,3,2,2,3,2,2,4,1,1,1.0,1,1,2,45000,1,1,,1,2,2,180000,100000,60000,1.0,60000.0,2,2,2,0.2,50.0,0.3,100.0,70.0,99.7962962962963,2,64.0,104000.0,3.0,21916.4,118989.0,752.0
846,2,11,5,2,99.7962962962963,2015,2,1,1,4.0,115.0,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1.0,25.0,24.0,6,170000.0,3,2,2,2,2,2,2,1,1,3,3,3,2,2,3,2,2,3,3,2,4,1,1,2.0,1,1,2,0,2,4,3.0,3,3,2,450000,200000,100000,1.0,100000.0,1,2,2,0.7,150.0,0.7,150.0,170.0,99.7962962962963,5,39.4,173000.0,4.0,30166.7,116105.0,750.0
847,2,11,4,2,99.7962962962963,2015,2,1,1,3.0,100.0,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,3,1.0,,,6,100000.0,6,2,2,2,2,1,1,1,2,2,2,3,2,1,3,1,2,4,3,2,2,1,1,1.0,1,1,2,200000,1,4,6.0,4,6,2,0,500000,200000,1.0,200000.0,2,2,2,1.5,,0.9,200.0,50.0,99.7962962962963,4,41.75,32000.0,2.0,40928.1,133106.0,749.0
848,2,11,6,2,99.7962962962963,2015,2,2,1,4.0,130.0,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,3,1.0,,,6,80000.0,6,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,4,1,1,2.0,1,1,2,0,1,4,6.0,3,6,2,0,600000,250000,1.0,250000.0,1,2,2,1.3,,0.8,200.0,50.0,99.7962962962963,6,38.0,59400.0,2.0,58875.2,162247.0,748.0
849,2,11,5,2,99.7962962962963,2015,2,1,1,3.0,100.0,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1.0,,,6,150000.0,6,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,4,1,1,1.0,1,1,2,800000,1,4,3.0,4,6,2,0,0,300000,1.0,300000.0,1,2,2,2.0,,0.7,150.0,50.0,99.7962962962963,5,31.6,108000.0,2.0,36804.9,302843.0,746.0
850,2,11,1,2,99.7962962962963,2015,2,1,1,5.0,120.0,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,3,1.0,,,3,70000.0,5,2,2,2,1,1,2,2,2,2,2,3,2,1,3,1,2,4,2,2,4,1,2,1.0,1,1,2,0,2,4,3.0,4,6,2,0,0,200000,1.0,200000.0,2,2,2,0.5,,0.3,100.0,30.0,99.7962962962963,1,64.0,97000.0,2.0,49173.55,107878.0,30749.0
851,2,11,6,2,99.7962962962963,2015,2,1,1,4.0,120.0,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1.0,,,6,120000.0,6,2,2,2,2,2,2,1,2,2,2,3,2,1,3,1,2,4,2,2,4,1,1,1.0,1,1,2,0,2,1,,1,1,2,0,0,300000,1.0,300000.0,2,2,2,2.0,,0.5,150.0,30.0,99.7962962962963,6,30.5,101000.0,3.0,91057.0,214991.0,748.0
852,2,11,5,2,99.7962962962963,2015,2,1,1,7.0,130.0,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1.0,,,6,100000.0,4,2,2,2,1,2,2,2,2,2,2,3,2,1,3,1,2,3,3,2,4,1,2,2.0,1,1,2,0,2,4,3.0,4,6,2,0,0,400000,1.0,400000.0,2,2,2,1.5,,0.5,200.0,35.0,99.7962962962963,5,28.4,100000.0,1.0,44656.5,193408.0,749.0
853,2,11,5,2,99.7962962962963,2015,2,1,1,3.0,95.0,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,3,2.0,,,6,110000.0,5,1,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,4,1,1,1.0,1,1,2,25000,1,4,3.0,1,1,2,0,0,300000,1.0,300000.0,2,2,2,2.5,,0.2,150.0,20.0,99.7962962962963,5,38.2,42000.0,1.0,46405.0,91410.0,751.0
854,2,11,5,2,99.7962962962963,2015,2,1,1,3.0,90.0,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,3,1.0,,,6,100000.0,6,1,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,4,1,1,1.0,1,1,2,0,2,4,6.0,3,6,1,1000000,600000,300000,1.0,300000.0,1,1,2,2.5,,0.8,50.0,35.0,99.7962962962963,5,52.2,91000.0,2.0,51109.85,185689.0,749.0
855,2,11,2,2,99.7962962962963,2015,2,1,1,4.0,110.0,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1.0,,,6,120000.0,6,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,4,1,1,1.0,1,1,2,0,2,4,3.0,4,6,2,0,500000,200000,1.0,200000.0,1,2,2,1.5,,0.3,50.0,25.0,99.7962962962963,2,55.5,73000.0,1.0,22394.0,150143.0,746.0
856,2,11,5,1,138.212962962963,2015,2,1,1,5.0,100.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,28.0,4.0,6,100000.0,1,2,2,2,1,1,2,1,2,2,2,3,2,2,3,2,2,4,3,2,4,1,1,2.0,1,1,2,2700000,1,4,1.0,1,2,2,0,0,300000,1.0,300000.0,2,2,2,2.0,10.0,1.0,15.0,25.0,138.212962962963,5,37.8,175000.0,3.0,94456.45,167021.0,745.0
