marz,date,year,month,poverty_rate,extreme_poverty_rate,non_poor_rate,population,crime_selected_total,Number of minor offense,Number of moderately serious offense,Number of particulary serious offences,crime_total,Number of serious offences,Annual average occupancy of a bed,Number of ambulatory clinics in rural communities,Number of avarage medical personnel,beds,Number of hospitalized patients,hospitals,Number of physicians,"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",crime_rate_per_100k,crime_selected_rate_per_100k,hospitals_per_100k,beds_per_10k
Ararat,2020-09-01,2020,9,29.599999999999635,0.7000000000000682,70.40000000000036,256610.0,706.0000000000111,1162.0000000000073,515.6666666666674,18.000000000000227,1900.000000000005,204.33333333333007,255.33333333333417,50.0,902.333333333331,482.66666666666606,15449.000000000106,5.3333333333332575,447.0000000000016,59.33333333333326,740.4218828140494,275.122703687509,2.0784012165182517,18.809363946832352
Ararat,2020-10-01,2020,10,29.2,0.775,70.8,256615.0,718.25,1170.0,516.5,18.25,1905.5,200.75,256.25,50.0,899.75,482.0,15565.5,5.25,448.75,59.25,742.5509521097563,279.89149587146176,2.0458834826260177,18.783015634402425
Ararat,2020-11-01,2020,11,28.800000000000363,0.8499999999999318,71.19999999999963,256620.0,730.4999999999889,1177.9999999999927,517.3333333333326,18.499999999999773,1910.999999999995,197.16666666666993,257.16666666666583,50.0,897.166666666669,481.33333333333394,15681.999999999894,5.1666666666667425,450.4999999999984,59.16666666666674,744.6800214054631,284.6602880554146,2.0133657487337837,18.7566673219725
Ararat,2020-12-01,2020,12,28.399999999999636,0.9250000000000682,71.60000000000036,256625.0,742.7500000000111,1186.0000000000073,518.1666666666674,18.750000000000227,1916.500000000005,193.58333333333007,258.08333333333417,50.0,894.583333333331,480.66666666666606,15798.500000000106,5.0833333333332575,452.2500000000016,59.08333333333326,746.8090907011758,289.42908023938037,1.980848014841461,18.7303190095425
Ararat,2021-01-01,2021,1,28.0,1.0,72.0,256630.0,755.0,1194.0,519.0,19.0,1922.0,190.0,259.0,50.0,892.0,480.0,15915.0,5.0,454.0,59.0,748.9381599968827,294.1978724233332,1.948330280949227,18.703970697112577
Ararat,2021-02-01,2021,2,27.65000000000032,1.0,72.34999999999968,256628.75,752.0000000000027,1201.083333333327,526.1666666666601,20.499999999998636,1942.416666666648,194.66666666666242,257.6666666666679,50.0,888.750000000003,480.0,15981.333333333274,5.0,454.0,58.91666666666674,756.8979551739566,293.03023899325626,1.9483397714811568,18.704061806219105
Ararat,2021-03-01,2021,3,27.29999999999968,1.0,72.70000000000032,256627.5,748.9999999999973,1208.166666666673,533.3333333333399,22.000000000001364,1962.833333333352,199.33333333333758,256.3333333333321,50.0,885.499999999997,480.0,16047.666666666726,5.0,454.0,58.83333333333326,764.8577503510521,291.8626055631761,1.9483492620130867,18.704152915325633
Ararat,2021-04-01,2021,4,26.95,1.0,73.05,256626.25,746.0,1215.25,540.5,23.5,1983.25,204.0,255.0,50.0,882.25,480.0,16114.0,5.0,454.0,58.75,772.817545528126,290.69497213309916,1.9483587525450163,18.704244024432157
Ararat,2021-05-01,2021,5,26.600000000000318,1.0,73.39999999999968,256625.0,743.0000000000027,1222.333333333327,547.6666666666601,24.999999999998636,2003.666666666648,208.66666666666242,253.66666666666788,50.0,879.000000000003,480.0,16180.333333333274,5.0,454.0,58.66666666666674,780.7773407051998,289.52733870302217,1.9483682430769462,18.704335133538684
Ararat,2021-06-01,2021,6,26.24999999999968,1.0,73.75000000000031,256623.75,739.9999999999973,1229.416666666673,554.8333333333399,26.500000000001364,2024.083333333352,213.33333333333758,252.33333333333212,50.0,875.749999999997,480.0,16246.666666666726,5.0,454.0,58.58333333333326,788.7371358822953,288.35970527294205,1.9483777336088761,18.704426242645212
Ararat,2021-07-01,2021,7,25.9,1.0,74.1,256622.5,737.0,1236.5,562.0,28.0,2044.5,218.0,251.0,50.0,872.5,480.0,16313.0,5.0,454.0,58.5,796.6969310593693,287.19207184286506,1.948387224140806,18.70451735175174
Ararat,2021-08-01,2021,8,25.550000000000317,1.0,74.44999999999969,256621.25,734.0000000000027,1243.583333333327,569.1666666666601,29.499999999998636,2064.916666666648,222.66666666666242,249.66666666666788,50.0,869.250000000003,480.0,16379.333333333274,5.0,454.0,58.41666666666674,804.6567262364431,286.02443841278813,1.948396714672736,18.704608460858264
Ararat,2021-09-01,2021,9,25.199999999999683,1.0,74.80000000000032,256620.0,730.9999999999973,1250.666666666673,576.3333333333399,31.000000000001364,2085.333333333352,227.33333333333758,248.33333333333212,50.0,865.999999999997,480.0,16445.666666666726,5.0,454.0,58.33333333333326,812.6165214135386,284.856804982708,1.9484062052046658,18.70469956996479
Ararat,2021-10-01,2021,10,24.85,1.0,75.15,256618.75,728.0,1257.75,583.5,32.5,2105.75,232.0,247.0,50.0,862.75,480.0,16512.0,5.0,454.0,58.25,820.5763165906125,283.689171552631,1.9484156957365957,18.70479067907132
Ararat,2021-11-01,2021,11,24.50000000000032,1.0,75.49999999999969,256617.5,725.0000000000027,1264.833333333327,590.6666666666601,33.999999999998636,2126.166666666648,236.66666666666242,245.66666666666788,50.0,859.500000000003,480.0,16578.333333333274,5.0,454.0,58.16666666666674,828.5361117676863,282.5215381225541,1.9484251862685253,18.704881788177843
Ararat,2021-12-01,2021,12,24.149999999999682,1.0,75.85000000000032,256616.25,721.9999999999973,1271.916666666673,597.8333333333399,35.500000000001364,2146.583333333352,241.33333333333758,244.33333333333212,50.0,856.249999999997,480.0,16644.666666666726,5.0,454.0,58.08333333333326,836.4959069447818,281.3539046924739,1.9484346768004552,18.70497289728437
Ararat,2022-01-01,2022,1,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-02-01,2022,2,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-03-01,2022,3,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-04-01,2022,4,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-05-01,2022,5,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-06-01,2022,6,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-07-01,2022,7,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-08-01,2022,8,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-09-01,2022,9,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-10-01,2022,10,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-11-01,2022,11,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Ararat,2022-12-01,2022,12,23.8,1.0,76.2,256615.0,719.0,1279.0,605.0,37.0,2167.0,246.0,243.0,50.0,853.0,480.0,16711.0,5.0,454.0,58.0,844.4557021218557,280.186271262397,1.9484441673323851,18.7050640063909
Armavir,2016-01-01,2016,1,30.0,1.5,70.0,266613.0,373.0,651.0,457.0,11.0,1308.0,189.0,197.0,52.0,975.0,355.0,13364.0,4.0,403.0,61.0,490.59873299501527,139.9031555100464,1.5003019357645726,13.315179679910582
Armavir,2016-02-01,2016,2,29.68333333333362,1.4416666666667197,70.31666666666638,266541.8333333334,375.24999999999795,652.6666666666652,460.99999999999636,11.249999999999773,1313.7499999999948,188.83333333333348,196.66666666666697,52.0,969.5833333333383,355.0,13311.500000000047,4.0,402.08333333333417,61.0,492.8937231044663,140.78725140607844,1.5007036963362252,13.318745304983999
