marz,date,year,month,day,poverty_rate,extreme_poverty_rate,non_poor_rate,population,crime_selected_total,Number of minor offense,Number of moderately serious offense,Number of particulary serious offences,crime_total,Number of serious offences,Annual average occupancy of a bed,Number of ambulatory clinics in rural communities,Number of avarage medical personnel,beds,Number of hospitalized patients,hospitals,Number of physicians,"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",crime_rate_per_100k,crime_selected_rate_per_100k,hospitals_per_100k,beds_per_10k
Armavir,2016-01-14,2016,1,14,29.86720430107539,1.4755376344086244,70.13279569892461,266583.1559139785,373.9435483870959,651.6989247311822,458.6774193548372,11.104838709677324,1310.4112903225785,188.93010752688178,196.86021505376357,52.0,972.728494623658,355.0,13341.983870967762,4.0,402.6155913978498,61.0,491.5611482022044,140.2739054019308,1.5004704160042979,13.316674942038144
Armavir,2016-01-15,2016,1,15,29.856989247311958,1.4736559139785186,70.14301075268804,266580.8602150538,374.01612903225714,651.7526881720423,458.8064516129016,11.112903225806349,1310.596774193546,188.92473118279577,196.84946236559153,52.0,972.5537634408624,355.0,13340.290322580666,4.0,402.5860215053767,61.0,491.63518014121894,140.30242462438343,1.5004833760227383,13.316789962201803
Armavir,2016-01-16,2016,1,16,29.846774193548526,1.4717741935484128,70.15322580645147,266578.56451612903,374.08870967741836,651.8064516129025,458.935483870966,11.120967741935374,1310.7822580645136,188.91935483870975,196.8387096774195,52.0,972.3790322580669,355.0,13338.596774193571,4.0,402.55645161290363,61.0,491.7092120802335,140.33094384683608,1.5004963360411787,13.316904982365461
Armavir,2016-01-17,2016,1,17,29.836559139785095,1.469892473118307,70.1634408602149,266576.26881720434,374.1612903225796,651.8602150537627,459.0645161290304,11.129032258064399,1310.9677419354812,188.91397849462373,196.82795698924747,52.0,972.2043010752714,355.0,13336.903225806476,4.0,402.52688172043054,61.0,491.78324401924806,140.35946306928875,1.5005092960596191,13.31702000252912
Armavir,2016-01-18,2016,1,18,29.826344086021663,1.4680107526882011,70.17365591397834,266573.9731182796,374.2338709677408,651.9139784946228,459.1935483870948,11.137096774193424,1311.1532258064487,188.90860215053772,196.81720430107544,52.0,972.0295698924758,355.0,13335.209677419381,4.0,402.49731182795745,61.0,491.8572759582626,140.3879822917414,1.5005222560780596,13.317135022692778
Armavir,2016-01-19,2016,1,19,29.81612903225823,1.4661290322580953,70.18387096774177,266571.67741935485,374.30645161290204,651.967741935483,459.3225806451592,11.145161290322449,1311.3387096774163,188.9032258064517,196.8064516129034,52.0,971.8548387096803,355.0,13333.516129032285,4.0,402.46774193548436,61.0,491.9313078972772,140.41650151419404,1.5005352160965,13.317250042856436
Armavir,2016-01-20,2016,1,20,29.8059139784948,1.4642473118279895,70.1940860215052,266569.38172043016,374.37903225806326,652.0215053763432,459.4516129032236,11.153225806451474,1311.524193548384,188.89784946236568,196.79569892473137,52.0,971.6801075268847,355.0,13331.82258064519,4.0,402.43817204301126,61.0,492.0053398362917,140.44502073664668,1.5005481761149404,13.317365063020095
Armavir,2016-01-21,2016,1,21,29.79569892473137,1.4623655913978837,70.20430107526863,266567.0860215054,374.4516129032245,652.0752688172033,459.580645161288,11.161290322580498,1311.7096774193515,188.89247311827967,196.78494623655934,52.0,971.5053763440892,355.0,13330.129032258095,4.0,402.4086021505382,61.0,492.07937177530624,140.47353995909933,1.5005611361333808,13.317480083183755
Armavir,2016-01-22,2016,1,22,29.785483870967937,1.4604838709677779,70.21451612903206,266564.79032258067,374.5241935483857,652.1290322580635,459.7096774193524,11.169354838709523,1311.895161290319,188.88709677419365,196.7741935483873,52.0,971.3306451612937,355.0,13328.435483871,4.0,402.3790322580651,61.0,492.1534037143208,140.50205918155197,1.5005740961518212,13.317595103347413
Armavir,2016-01-23,2016,1,23,29.775268817204505,1.458602150537672,70.2247311827955,266562.4946236559,374.59677419354693,652.1827956989237,459.8387096774168,11.177419354838548,1312.0806451612866,188.88172043010763,196.76344086021527,52.0,971.1559139784981,355.0,13326.741935483904,4.0,402.349462365592,61.0,492.22743565333536,140.53057840400461,1.5005870561702617,13.317710123511072
Armavir,2016-01-24,2016,1,24,29.765053763441074,1.4567204301075662,70.23494623655893,266560.19892473123,374.66935483870816,652.2365591397838,459.9677419354812,11.185483870967573,1312.2661290322542,188.87634408602162,196.75268817204324,52.0,970.9811827957026,355.0,13325.04838709681,4.0,402.3198924731189,61.0,492.3014675923499,140.55909762645726,1.500600016188702,13.31782514367473
Armavir,2016-01-25,2016,1,25,29.754838709677642,1.4548387096774604,70.24516129032236,266557.9032258065,374.7419354838694,652.290322580644,460.09677419354557,11.193548387096598,1312.4516129032218,188.8709677419356,196.7419354838712,52.0,970.806451612907,355.0,13323.354838709714,4.0,402.2903225806458,61.0,492.3754995313644,140.5876168489099,1.5006129762071423,13.317940163838388
Armavir,2016-01-26,2016,1,26,29.74462365591421,1.4529569892473546,70.25537634408579,266555.60752688174,374.8145161290306,652.3440860215042,460.22580645160997,11.201612903225623,1312.6370967741893,188.86559139784958,196.73118279569917,52.0,970.6317204301115,355.0,13321.66129032262,4.0,402.2607526881727,61.0,492.449531470379,140.61613607136255,1.5006259362255827,13.318055184002047
Armavir,2016-01-27,2016,1,27,29.73440860215078,1.4510752688172488,70.26559139784922,266553.31182795705,374.88709677419183,652.3978494623643,460.35483870967437,11.209677419354648,1312.822580645157,188.86021505376357,196.72043010752714,52.0,970.456989247316,355.0,13319.967741935523,4.0,402.2311827956996,61.0,492.52356340939355,140.64465529381522,1.5006388962440231,13.318170204165705
Armavir,2016-01-28,2016,1,28,29.724193548387348,1.449193548387143,70.27580645161265,266551.0161290323,374.95967741935306,652.4516129032245,460.48387096773877,11.217741935483673,1313.0080645161245,188.85483870967755,196.7096774193551,52.0,970.2822580645204,355.0,13318.274193548428,4.0,402.20161290322653,61.0,492.5975953484081,140.67317451626786,1.5006518562624636,13.318285224329363
Armavir,2016-01-29,2016,1,29,29.713978494623916,1.4473118279570372,70.28602150537608,266548.72043010755,375.0322580645143,652.5053763440847,460.61290322580317,11.225806451612698,1313.193548387092,188.84946236559153,196.69892473118307,52.0,970.1075268817249,355.0,13316.580645161333,4.0,402.17204301075344,61.0,492.67162728742267,140.7016937387205,1.500664816280904,13.318400244493024
Armavir,2016-01-30,2016,1,30,29.703763440860484,1.4454301075269314,70.29623655913952,266546.4247311828,375.1048387096755,652.5591397849448,460.74193548386756,11.233870967741723,1313.3790322580596,188.84408602150552,196.68817204301104,52.0,969.9327956989293,355.0,13314.887096774239,4.0,402.14247311828035,61.0,492.74565922643717,140.73021296117315,1.5006777762993444,13.318515264656682
Armavir,2016-01-31,2016,1,31,29.693548387097053,1.4435483870968255,70.30645161290295,266544.1290322581,375.17741935483673,652.612903225805,460.87096774193196,11.241935483870748,1313.5645161290272,188.8387096774195,196.677419354839,52.0,969.7580645161338,355.0,13313.193548387142,4.0,402.11290322580726,61.0,492.81969116545173,140.7587321836258,1.5006907363177848,13.31863028482034
