marz,date,year,month,day,poverty_rate,extreme_poverty_rate,non_poor_rate,population,crime_selected_total,Number of minor offense,Number of moderately serious offense,Number of particulary serious offences,crime_total,Number of serious offences,Annual average occupancy of a bed,Number of ambulatory clinics in rural communities,Number of avarage medical personnel,beds,Number of hospitalized patients,hospitals,Number of physicians,"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",crime_rate_per_100k,crime_selected_rate_per_100k,hospitals_per_100k,beds_per_10k
Aragatsotn,2016-01-11,2016,1,11,15.751075268817157,0.5838709677419501,84.24892473118284,129740.23655913981,191.10752688172033,322.967741935483,260.37096774193424,4.026881720430083,657.2311827956969,69.86559139784958,138.91935483870975,15.973118279569917,631.3602150537649,198.92473118279668,5367.693548387105,6.0,240.62365591397884,23.973118279569917,506.592280052457,147.30127456624035,4.624636893578836,15.33178952461535
Aragatsotn,2016-01-12,2016,1,12,15.756182795698873,0.5822580645161451,84.24381720430112,129736.86021505379,191.11827956989237,323.0645161290313,260.50806451612766,4.029569892473091,657.4543010752666,69.85215053763454,138.91129032258073,15.970430107526909,631.1962365591414,198.81720430107634,5366.862903225815,6.0,240.58602150537672,23.97043010752691,506.77914841709674,147.31350783758845,4.6247583572212445,15.323827724691972
Aragatsotn,2016-01-13,2016,1,13,15.761290322580589,0.5806451612903402,84.23870967741941,129733.48387096779,191.1290322580644,323.1612903225796,260.6451612903211,4.0322580645161,657.6774193548363,69.8387096774195,138.9032258064517,15.9677419354839,631.0322580645179,198.709677419356,5366.032258064525,6.0,240.5483870967746,23.9677419354839,506.96601678173647,147.32574110893654,4.6248798208636535,15.315865924768591
Aragatsotn,2016-01-14,2016,1,14,15.766397849462304,0.5790322580645352,84.23360215053769,129730.10752688177,191.13978494623643,323.2580645161279,260.7822580645145,4.034946236559108,657.900537634406,69.82526881720446,138.89516129032268,15.965053763440892,630.8682795698944,198.60215053763568,5365.201612903235,6.0,240.5107526881725,23.965053763440892,507.1528851463762,147.33797438028463,4.625001284506062,15.30790412484521
Aragatsotn,2016-01-15,2016,1,15,15.77150537634402,0.5774193548387302,84.22849462365598,129726.73118279575,191.15053763440847,323.3548387096762,260.91935483870793,4.037634408602116,658.1236559139757,69.81182795698942,138.88709677419365,15.962365591397884,630.7043010752709,198.49462365591535,5364.3709677419465,6.0,240.47311827957037,23.962365591397884,507.33975351101594,147.35020765163273,4.625122748148471,15.299942324921831
Aragatsotn,2016-01-16,2016,1,16,15.776612903225736,0.5758064516129252,84.22338709677426,129723.35483870973,191.1612903225805,323.4516129032245,261.05645161290136,4.040322580645125,658.3467741935453,69.79838709677438,138.87903225806463,15.959677419354875,630.5403225806474,198.38709677419502,5363.540322580657,6.0,240.43548387096826,23.959677419354875,507.5266218756557,147.36244092298082,4.62524421179088,15.29198052499845
Aragatsotn,2016-01-17,2016,1,17,15.781720430107452,0.5741935483871202,84.21827956989254,129719.9784946237,191.17204301075253,323.5483870967728,261.1935483870948,4.043010752688133,658.569892473115,69.78494623655934,138.8709677419356,15.956989247311867,630.3763440860239,198.27956989247468,5362.709677419367,6.0,240.39784946236614,23.956989247311867,507.71349024029536,147.37467419432892,4.625365675433288,15.284018725075072
Aragatsotn,2016-01-18,2016,1,18,15.786827956989168,0.5725806451613152,84.21317204301083,129716.60215053768,191.18279569892456,323.6451612903211,261.3306451612882,4.045698924731141,658.7930107526847,69.7715053763443,138.86290322580658,15.954301075268859,630.2123655914004,198.17204301075435,5361.879032258077,6.0,240.36021505376402,23.95430107526886,507.9003586049351,147.386907465677,4.625487139075697,15.276056925151691
Aragatsotn,2016-01-19,2016,1,19,15.791935483870883,0.5709677419355103,84.20806451612911,129713.22580645166,191.1935483870966,323.7419354838694,261.4677419354816,4.0483870967741495,659.0161290322544,69.75806451612925,138.85483870967755,15.95161290322585,630.0483870967769,198.06451612903402,5361.048387096788,6.0,240.3225806451619,23.95161290322585,508.08722696957483,147.3991407370251,4.625608602718106,15.268095125228312
Aragatsotn,2016-01-20,2016,1,20,15.7970430107526,0.5693548387097053,84.2029569892474,129709.84946236564,191.20430107526863,323.8387096774177,261.60483870967505,4.051075268817158,659.2392473118241,69.74462365591421,138.84677419354853,15.948924731182842,629.8844086021534,197.9569892473137,5360.217741935498,6.0,240.2849462365598,23.948924731182842,508.27409533421456,147.4113740083732,4.625730066360515,15.260133325304931
Aragatsotn,2016-01-21,2016,1,21,15.802150537634315,0.5677419354839003,84.19784946236568,129706.47311827964,191.21505376344066,323.935483870966,261.7419354838685,4.053763440860166,659.4623655913938,69.73118279569917,138.8387096774195,15.946236559139834,629.7204301075299,197.84946236559335,5359.387096774209,6.0,240.24731182795767,23.946236559139834,508.4609636988543,147.4236072797213,4.625851530002924,15.25217152538155
Aragatsotn,2016-01-22,2016,1,22,15.80725806451603,0.5661290322580953,84.19274193548397,129703.09677419362,191.2258064516127,324.0322580645143,261.8790322580619,4.0564516129031745,659.6854838709635,69.71774193548413,138.83064516129048,15.943548387096826,629.5564516129064,197.74193548387302,5358.556451612919,6.0,240.20967741935556,23.943548387096826,508.64783206349404,147.4358405510694,4.625972993645333,15.244209725458171
Aragatsotn,2016-01-23,2016,1,23,15.812365591397747,0.5645161290322903,84.18763440860225,129699.7204301076,191.23655913978473,324.1290322580626,262.0161290322553,4.059139784946183,659.9086021505332,69.70430107526909,138.82258064516145,15.940860215053817,629.3924731182829,197.6344086021527,5357.72580645163,6.0,240.17204301075344,23.940860215053817,508.8347004281337,147.44807382241748,4.626094457287742,15.23624792553479
Aragatsotn,2016-01-24,2016,1,24,15.817473118279462,0.5629032258064853,84.18252688172053,129696.34408602158,191.24731182795676,324.2258064516109,262.15322580644875,4.061827956989191,660.1317204301029,69.69086021505404,138.81451612903243,15.938172043010809,629.2284946236593,197.52688172043236,5356.89516129034,6.0,240.13440860215132,23.93817204301081,509.02156879277345,147.46030709376558,4.626215920930151,15.228286125611412
Aragatsotn,2016-01-25,2016,1,25,15.822580645161178,0.5612903225806803,84.17741935483882,129692.96774193556,191.2580645161288,324.3225806451592,262.29032258064217,4.064516129032199,660.3548387096725,69.677419354839,138.8064516129034,15.9354838709678,629.0645161290358,197.41935483871202,5356.06451612905,6.0,240.0967741935492,23.9354838709678,509.2084371574132,147.47254036511367,4.62633738457256,15.220324325688031
Aragatsotn,2016-01-26,2016,1,26,15.827688172042894,0.5596774193548754,84.1723118279571,129689.59139784954,191.26881720430083,324.4193548387075,262.4274193548356,4.067204301075208,660.5779569892422,69.66397849462396,138.79838709677438,15.932795698924792,628.9005376344123,197.3118279569917,5355.233870967761,6.0,240.0591397849471,23.932795698924792,509.3953055220529,147.48477363646177,4.626458848214969,15.21236252576465
Aragatsotn,2016-01-27,2016,1,27,15.83279569892461,0.5580645161290704,84.16720430107539,129686.21505376352,191.27956989247286,324.5161290322558,262.564516129029,4.069892473118216,660.8010752688119,69.65053763440892,138.79032258064535,15.930107526881784,628.7365591397888,197.20430107527136,5354.403225806472,6.0,240.02150537634498,23.930107526881784,509.58217388669266,147.49700690780986,4.626580311857378,15.204400725841271
Aragatsotn,2016-01-28,2016,1,28,15.837903225806325,0.5564516129032654,84.16209677419367,129682.8387096775,191.2903225806449,324.6129032258041,262.70161290322244,4.072580645161224,661.0241935483816,69.63709677419388,138.78225806451633,15.927419354838776,628.5725806451653,197.09677419355103,5353.572580645182,6.0,239.98387096774286,23.927419354838776,509.7690422513324,147.50924017915796,4.626701775499787,15.19643892591789
Aragatsotn,2016-01-29,2016,1,29,15.843010752688041,0.5548387096774604,84.15698924731196,129679.46236559149,191.30107526881693,324.7096774193524,262.83870967741586,4.075268817204233,661.2473118279513,69.62365591397884,138.7741935483873,15.924731182795767,628.4086021505418,196.9892473118307,5352.741935483892,6.0,239.94623655914074,23.924731182795767,509.9559106159721,147.52147345050605,4.626823239142196,15.188477125994511
Aragatsotn,2016-01-30,2016,1,30,15.848118279569757,0.5532258064516554,84.15188172043024,129676.08602150547,191.31182795698896,324.8064516129007,262.9758064516093,4.077956989247241,661.470430107521,69.6102150537638,138.76612903225828,15.922043010752759,628.2446236559183,196.88172043011036,5351.911290322602,6.0,239.90860215053863,23.92204301075276,510.1427789806118,147.53370672185414,4.626944702784605,15.18051532607113
