category,marz,year,value
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2018,501.0
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2019,494.0
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2020,500.0
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2021,487.0
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2022,473.0
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2023,466.0
"Number of primary health care (PHC) service providers (except OMCs, private medical and dental offices)",Total Ra,2024,438.0
Number of ambulatory clinics in rural communities,Yerevan,2011,
Number of ambulatory clinics in rural communities,Yerevan,2012,
Number of ambulatory clinics in rural communities,Yerevan,2013,
Number of ambulatory clinics in rural communities,Yerevan,2014,
Number of ambulatory clinics in rural communities,Yerevan,2015,
Number of ambulatory clinics in rural communities,Yerevan,2016,
Number of ambulatory clinics in rural communities,Yerevan,2017,
Number of ambulatory clinics in rural communities,Yerevan,2018,
Number of ambulatory clinics in rural communities,Yerevan,2019,
Number of ambulatory clinics in rural communities,Yerevan,2020,
Number of ambulatory clinics in rural communities,Yerevan,2021,
Number of ambulatory clinics in rural communities,Yerevan,2022,
Number of ambulatory clinics in rural communities,Yerevan,2023,
Number of ambulatory clinics in rural communities,Yerevan,2024,
Number of ambulatory clinics in rural communities,Aragatsotn,2011,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2012,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2013,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2014,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2015,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2016,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2017,15.0
Number of ambulatory clinics in rural communities,Aragatsotn,2018,15.0
Number of ambulatory clinics in rural communities,Aragatsotn,2019,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2020,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2021,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2022,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2023,16.0
Number of ambulatory clinics in rural communities,Aragatsotn,2024,16.0
Number of ambulatory clinics in rural communities,Ararat,2011,49.0
Number of ambulatory clinics in rural communities,Ararat,2012,49.0
Number of ambulatory clinics in rural communities,Ararat,2013,49.0
Number of ambulatory clinics in rural communities,Ararat,2014,49.0
Number of ambulatory clinics in rural communities,Ararat,2015,49.0
Number of ambulatory clinics in rural communities,Ararat,2016,50.0
Number of ambulatory clinics in rural communities,Ararat,2017,50.0
Number of ambulatory clinics in rural communities,Ararat,2018,50.0
Number of ambulatory clinics in rural communities,Ararat,2019,50.0
Number of ambulatory clinics in rural communities,Ararat,2020,50.0
Number of ambulatory clinics in rural communities,Ararat,2021,50.0
Number of ambulatory clinics in rural communities,Ararat,2022,50.0
Number of ambulatory clinics in rural communities,Ararat,2023,50.0
Number of ambulatory clinics in rural communities,Ararat,2024,50.0
Number of ambulatory clinics in rural communities,Armavir,2011,51.0
Number of ambulatory clinics in rural communities,Armavir,2012,52.0
Number of ambulatory clinics in rural communities,Armavir,2013,52.0
Number of ambulatory clinics in rural communities,Armavir,2014,52.0
Number of ambulatory clinics in rural communities,Armavir,2015,52.0
Number of ambulatory clinics in rural communities,Armavir,2016,52.0
Number of ambulatory clinics in rural communities,Armavir,2017,52.0
Number of ambulatory clinics in rural communities,Armavir,2018,52.0
Number of ambulatory clinics in rural communities,Armavir,2019,52.0
Number of ambulatory clinics in rural communities,Armavir,2020,52.0
Number of ambulatory clinics in rural communities,Armavir,2021,52.0
Number of ambulatory clinics in rural communities,Armavir,2022,52.0
Number of ambulatory clinics in rural communities,Armavir,2023,52.0
Number of ambulatory clinics in rural communities,Armavir,2024,22.0
Number of ambulatory clinics in rural communities,Gegharkunik,2011,31.0
Number of ambulatory clinics in rural communities,Gegharkunik,2012,31.0
Number of ambulatory clinics in rural communities,Gegharkunik,2013,31.0
Number of ambulatory clinics in rural communities,Gegharkunik,2014,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2015,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2016,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2017,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2018,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2019,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2020,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2021,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2022,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2023,30.0
Number of ambulatory clinics in rural communities,Gegharkunik,2024,30.0
Number of ambulatory clinics in rural communities,Lori,2011,19.0
Number of ambulatory clinics in rural communities,Lori,2012,19.0
Number of ambulatory clinics in rural communities,Lori,2013,20.0
Number of ambulatory clinics in rural communities,Lori,2014,21.0
Number of ambulatory clinics in rural communities,Lori,2015,21.0
Number of ambulatory clinics in rural communities,Lori,2016,17.0
Number of ambulatory clinics in rural communities,Lori,2017,18.0
Number of ambulatory clinics in rural communities,Lori,2018,18.0
Number of ambulatory clinics in rural communities,Lori,2019,18.0
Number of ambulatory clinics in rural communities,Lori,2020,18.0
Number of ambulatory clinics in rural communities,Lori,2021,17.0
Number of ambulatory clinics in rural communities,Lori,2022,17.0
Number of ambulatory clinics in rural communities,Lori,2023,17.0
Number of ambulatory clinics in rural communities,Lori,2024,17.0
Number of ambulatory clinics in rural communities,Kotayk,2011,30.0
Number of ambulatory clinics in rural communities,Kotayk,2012,30.0
Number of ambulatory clinics in rural communities,Kotayk,2013,30.0
Number of ambulatory clinics in rural communities,Kotayk,2014,30.0
Number of ambulatory clinics in rural communities,Kotayk,2015,30.0
Number of ambulatory clinics in rural communities,Kotayk,2016,30.0
Number of ambulatory clinics in rural communities,Kotayk,2017,30.0
Number of ambulatory clinics in rural communities,Kotayk,2018,30.0
Number of ambulatory clinics in rural communities,Kotayk,2019,30.0
Number of ambulatory clinics in rural communities,Kotayk,2020,30.0
Number of ambulatory clinics in rural communities,Kotayk,2021,30.0
Number of ambulatory clinics in rural communities,Kotayk,2022,30.0
Number of ambulatory clinics in rural communities,Kotayk,2023,30.0
Number of ambulatory clinics in rural communities,Kotayk,2024,30.0
Number of ambulatory clinics in rural communities,Shirak,2011,11.0
Number of ambulatory clinics in rural communities,Shirak,2012,11.0
Number of ambulatory clinics in rural communities,Shirak,2013,11.0
Number of ambulatory clinics in rural communities,Shirak,2014,11.0
Number of ambulatory clinics in rural communities,Shirak,2015,11.0
Number of ambulatory clinics in rural communities,Shirak,2016,12.0
Number of ambulatory clinics in rural communities,Shirak,2017,12.0
Number of ambulatory clinics in rural communities,Shirak,2018,12.0
Number of ambulatory clinics in rural communities,Shirak,2019,12.0
Number of ambulatory clinics in rural communities,Shirak,2020,12.0
Number of ambulatory clinics in rural communities,Shirak,2021,12.0
Number of ambulatory clinics in rural communities,Shirak,2022,12.0
Number of ambulatory clinics in rural communities,Shirak,2023,12.0
Number of ambulatory clinics in rural communities,Shirak,2024,12.0
Number of ambulatory clinics in rural communities,Syunik,2011,19.0
Number of ambulatory clinics in rural communities,Syunik,2012,18.0
Number of ambulatory clinics in rural communities,Syunik,2013,18.0
Number of ambulatory clinics in rural communities,Syunik,2014,10.0
Number of ambulatory clinics in rural communities,Syunik,2015,10.0
Number of ambulatory clinics in rural communities,Syunik,2016,10.0
Number of ambulatory clinics in rural communities,Syunik,2017,10.0
Number of ambulatory clinics in rural communities,Syunik,2018,10.0
Number of ambulatory clinics in rural communities,Syunik,2019,10.0
Number of ambulatory clinics in rural communities,Syunik,2020,10.0
Number of ambulatory clinics in rural communities,Syunik,2021,10.0
Number of ambulatory clinics in rural communities,Syunik,2022,9.0
Number of ambulatory clinics in rural communities,Syunik,2023,9.0
Number of ambulatory clinics in rural communities,Syunik,2024,9.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2011,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2012,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2013,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2014,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2015,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2016,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2017,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2018,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2019,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2020,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2021,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2022,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2023,5.0
Number of ambulatory clinics in rural communities,Vayots Dzor,2024,5.0
Number of ambulatory clinics in rural communities,Tavush,2011,18.0
Number of ambulatory clinics in rural communities,Tavush,2012,18.0
Number of ambulatory clinics in rural communities,Tavush,2013,18.0
Number of ambulatory clinics in rural communities,Tavush,2014,18.0
Number of ambulatory clinics in rural communities,Tavush,2015,18.0
Number of ambulatory clinics in rural communities,Tavush,2016,18.0
Number of ambulatory clinics in rural communities,Tavush,2017,18.0
Number of ambulatory clinics in rural communities,Tavush,2018,18.0
Number of ambulatory clinics in rural communities,Tavush,2019,18.0
Number of ambulatory clinics in rural communities,Tavush,2020,18.0
Number of ambulatory clinics in rural communities,Tavush,2021,18.0
Number of ambulatory clinics in rural communities,Tavush,2022,18.0
Number of ambulatory clinics in rural communities,Tavush,2023,18.0
Number of ambulatory clinics in rural communities,Tavush,2024,18.0
Number of ambulatory clinics in rural communities,Total Ra,2011,249.0
Number of ambulatory clinics in rural communities,Total Ra,2012,249.0
Number of ambulatory clinics in rural communities,Total Ra,2013,250.0
Number of ambulatory clinics in rural communities,Total Ra,2014,242.0
Number of ambulatory clinics in rural communities,Total Ra,2015,242.0
Number of ambulatory clinics in rural communities,Total Ra,2016,240.0
Number of ambulatory clinics in rural communities,Total Ra,2017,240.0
Number of ambulatory clinics in rural communities,Total Ra,2018,240.0
Number of ambulatory clinics in rural communities,Total Ra,2019,241.0
Number of ambulatory clinics in rural communities,Total Ra,2020,241.0
Number of ambulatory clinics in rural communities,Total Ra,2021,240.0
Number of ambulatory clinics in rural communities,Total Ra,2022,239.0
Number of ambulatory clinics in rural communities,Total Ra,2023,239.0
Number of ambulatory clinics in rural communities,Total Ra,2024,209.0
